Năm,Tháng,Nhóm hàng,Chỉ số tiêu dùng
2008,3,Giao thông,
2008,3,Giáo dục,100.30
2008,3,Hàng hoá và dịch vụ khác,100.10
2008,3,Hàng ăn và dịch vụ ăn uống,103.88
2008,3,Lương thực,110.50
2008,3,"May mặc, mũ nón, giày dép",100.89
2008,3,Nhà ở và vật liệu xây dựng,103.55
2008,3,"Phương tiện đi lại, bưu điện",105.76
2008,3,Thiết bị và đồ dùng gia đình,101.51
2008,3,Thuốc và dịch vụ y tế,100.73
2008,3,Thực phẩm,101.36
2008,3,Trong đó: Dịch vụ giáo dục,
2008,3,Trong đó: Dịch vụ y tế,
2008,3,"Văn hóa, giải trí và du lịch",101.29
2008,3,Ăn uống ngoài gia đình,
2008,3,Đồ uống và thuốc lá,100.66
2008,4,Bưu chính viễn thông,
2008,4,Chỉ số giá tiêu dùng,102.20
2008,4,Chỉ số giá vàng,97.86
2008,4,Chỉ số đô la Mỹ,101.21
2008,4,Giao thông,
2008,4,Giáo dục,100.38
2008,4,Hàng hoá và dịch vụ khác,100.53
2008,4,Hàng ăn và dịch vụ ăn uống,103.11
2008,4,Lương thực,106.11
2008,4,"May mặc, mũ nón, giày dép",100.96
2008,4,Nhà ở và vật liệu xây dựng,102.62
2008,4,"Phương tiện đi lại, bưu điện",102.33
2008,4,Thiết bị và đồ dùng gia đình,100.95
2008,4,Thuốc và dịch vụ y tế,100.81
2008,4,Thực phẩm,102.22
2008,4,Trong đó: Dịch vụ giáo dục,
2008,4,Trong đó: Dịch vụ y tế,
2008,4,"Văn hóa, giải trí và du lịch",100.53
2008,4,Ăn uống ngoài gia đình,
2008,4,Đồ uống và thuốc lá,100.68
2008,5,Bưu chính viễn thông,
2008,5,Chỉ số giá tiêu dùng,103.91
2008,5,Chỉ số giá vàng,96.11
2008,5,Chỉ số đô la Mỹ,101.02
2008,5,Giao thông,
2008,5,Giáo dục,100.45
2008,5,Hàng hoá và dịch vụ khác,100.33
2008,5,Hàng ăn và dịch vụ ăn uống,107.25
2008,5,Lương thực,122.19
2008,5,"May mặc, mũ nón, giày dép",100.96
2008,5,Nhà ở và vật liệu xây dựng,101.20
2008,5,"Phương tiện đi lại, bưu điện",100.34
2008,5,Thiết bị và đồ dùng gia đình,100.93
2008,5,Thuốc và dịch vụ y tế,100.48
2008,5,Thực phẩm,102.28
2008,5,Trong đó: Dịch vụ giáo dục,
2008,5,Trong đó: Dịch vụ y tế,
2008,5,"Văn hóa, giải trí và du lịch",100.57
2008,5,Ăn uống ngoài gia đình,
2008,5,Đồ uống và thuốc lá,101.88
2008,6,Bưu chính viễn thông,
2008,6,Chỉ số giá tiêu dùng,102.14
2008,6,Chỉ số giá vàng,104.36
2008,6,Chỉ số đô la Mỹ,104.69
2008,6,Giao thông,
2008,6,Giáo dục,100.67
2008,6,Hàng hoá và dịch vụ khác,100.96
2008,6,Hàng ăn và dịch vụ ăn uống,103.29
2008,6,Lương thực,104.29
2008,6,"May mặc, mũ nón, giày dép",100.92
2008,6,Nhà ở và vật liệu xây dựng,101.93
2008,6,"Phương tiện đi lại, bưu điện",100.35
2008,6,Thiết bị và đồ dùng gia đình,101.28
2008,6,Thuốc và dịch vụ y tế,100.66
2008,6,Thực phẩm,103.05
2008,6,Trong đó: Dịch vụ giáo dục,
2008,6,Trong đó: Dịch vụ y tế,
2008,6,"Văn hóa, giải trí và du lịch",100.40
2008,6,Ăn uống ngoài gia đình,
2008,6,Đồ uống và thuốc lá,101.07
2008,7,Bưu chính viễn thông,
2008,7,Chỉ số giá tiêu dùng,101.13
2008,7,Chỉ số giá vàng,103.20
2008,7,Chỉ số đô la Mỹ,101.83
2008,7,Giao thông,
2008,7,Giáo dục,101.02
2008,7,Hàng hoá và dịch vụ khác,101.14
2008,7,Hàng ăn và dịch vụ ăn uống,100.99
2008,7,Lương thực,99.63
2008,7,"May mặc, mũ nón, giày dép",101.40
2008,7,Nhà ở và vật liệu xây dựng,101.67
2008,7,"Phương tiện đi lại, bưu điện",100.55
2008,7,Thiết bị và đồ dùng gia đình,101.53
2008,7,Thuốc và dịch vụ y tế,102.00
2008,7,Thực phẩm,101.33
2008,7,Trong đó: Dịch vụ giáo dục,
2008,7,Trong đó: Dịch vụ y tế,
2008,7,"Văn hóa, giải trí và du lịch",100.85
2008,7,Ăn uống ngoài gia đình,
2008,7,Đồ uống và thuốc lá,100.98
2008,8,Bưu chính viễn thông,
2008,8,Chỉ số giá tiêu dùng,101.56
2008,8,Chỉ số giá vàng,97.04
2008,8,Chỉ số đô la Mỹ,97.04
2008,8,Giao thông,
2008,8,Giáo dục,101.16
2008,8,Hàng hoá và dịch vụ khác,100.90
2008,8,Hàng ăn và dịch vụ ăn uống,100.50
2008,8,Lương thực,98.90
2008,8,"May mặc, mũ nón, giày dép",101.00
2008,8,Nhà ở và vật liệu xây dựng,102.18
2008,8,"Phương tiện đi lại, bưu điện",109.07
2008,8,Thiết bị và đồ dùng gia đình,101.11
2008,8,Thuốc và dịch vụ y tế,101.23
2008,8,Thực phẩm,100.53
2008,8,Trong đó: Dịch vụ giáo dục,
2008,8,Trong đó: Dịch vụ y tế,
2008,8,"Văn hóa, giải trí và du lịch",101.08
2008,8,Ăn uống ngoài gia đình,
2008,8,Đồ uống và thuốc lá,100.67
2008,9,Bưu chính viễn thông,
2008,9,Chỉ số giá tiêu dùng,100.18
2008,9,Chỉ số giá vàng,93.64
2008,9,Chỉ số đô la Mỹ,99.25
2008,9,Giao thông,
2008,9,Giáo dục,101.40
2008,9,Hàng hoá và dịch vụ khác,100.36
2008,9,Hàng ăn và dịch vụ ăn uống,100.00
2008,9,Lương thực,98.25
2008,9,"May mặc, mũ nón, giày dép",100.74
2008,9,Nhà ở và vật liệu xây dựng,99.37
2008,9,"Phương tiện đi lại, bưu điện",99.52
2008,9,Thiết bị và đồ dùng gia đình,101.11
2008,9,Thuốc và dịch vụ y tế,100.81
2008,9,Thực phẩm,100.26
2008,9,Trong đó: Dịch vụ giáo dục,
2008,9,Trong đó: Dịch vụ y tế,
2008,9,"Văn hóa, giải trí và du lịch",101.45
2008,9,Ăn uống ngoài gia đình,
2008,9,Đồ uống và thuốc lá,100.54
2008,10,Bưu chính viễn thông,
2008,10,Chỉ số giá tiêu dùng,99.81
2008,10,Chỉ số giá vàng,103.21
2008,10,Chỉ số đô la Mỹ,99.95
2008,10,Giao thông,
2008,10,Giáo dục,100.69
2008,10,Hàng hoá và dịch vụ khác,100.85
2008,10,Hàng ăn và dịch vụ ăn uống,99.58
2008,10,Lương thực,98.09
2008,10,"May mặc, mũ nón, giày dép",100.70
2008,10,Nhà ở và vật liệu xây dựng,98.92
2008,10,"Phương tiện đi lại, bưu điện",99.06
2008,10,Thiết bị và đồ dùng gia đình,100.73
2008,10,Thuốc và dịch vụ y tế,100.58
2008,10,Thực phẩm,100.01
2008,10,Trong đó: Dịch vụ giáo dục,
2008,10,Trong đó: Dịch vụ y tế,
2008,10,"Văn hóa, giải trí và du lịch",100.38
2008,10,Ăn uống ngoài gia đình,
2008,10,Đồ uống và thuốc lá,100.67
2008,11,Bưu chính viễn thông,
2008,11,Chỉ số giá tiêu dùng,99.24
2008,11,Chỉ số giá vàng,94.20
2008,11,Chỉ số đô la Mỹ,102.10
2008,11,Giao thông,
2008,11,Giáo dục,100.12
2008,11,Hàng hoá và dịch vụ khác,100.39
2008,11,Hàng ăn và dịch vụ ăn uống,99.93
2008,11,Lương thực,96.90
2008,11,"May mặc, mũ nón, giày dép",100.86
2008,11,Nhà ở và vật liệu xây dựng,95.14
2008,11,"Phương tiện đi lại, bưu điện",95.60
2008,11,Thiết bị và đồ dùng gia đình,100.67
2008,11,Thuốc và dịch vụ y tế,100.28
2008,11,Thực phẩm,100.91
2008,11,Trong đó: Dịch vụ giáo dục,
2008,11,Trong đó: Dịch vụ y tế,
2008,11,"Văn hóa, giải trí và du lịch",100.28
2008,11,Ăn uống ngoài gia đình,
2008,11,Đồ uống và thuốc lá,100.90
2008,12,Bưu chính viễn thông,
2008,12,Chỉ số giá tiêu dùng,99.32
2008,12,Chỉ số giá vàng,100.78
2008,12,Chỉ số đô la Mỹ,101.14
2008,12,Giao thông,
2008,12,Giáo dục,100.17
2008,12,Hàng hoá và dịch vụ khác,100.75
2008,12,Hàng ăn và dịch vụ ăn uống,99.87
2008,12,Lương thực,97.64
2008,12,"May mặc, mũ nón, giày dép",101.01
2008,12,Nhà ở và vật liệu xây dựng,97.64
2008,12,"Phương tiện đi lại, bưu điện",93.23
2008,12,Thiết bị và đồ dùng gia đình,100.60
2008,12,Thuốc và dịch vụ y tế,100.35
2008,12,Thực phẩm,100.76
2008,12,Trong đó: Dịch vụ giáo dục,
2008,12,Trong đó: Dịch vụ y tế,
2008,12,"Văn hóa, giải trí và du lịch",100.66
2008,12,Ăn uống ngoài gia đình,
2008,12,Đồ uống và thuốc lá,100.68
2009,1,Bưu chính viễn thông,
2009,1,Chỉ số giá tiêu dùng,100.32
2009,1,Chỉ số giá vàng,103.64
2009,1,Chỉ số đô la Mỹ,101.48
2009,1,Giao thông,
2009,1,Giáo dục,100.07
2009,1,Hàng hoá và dịch vụ khác,101.93
2009,1,Hàng ăn và dịch vụ ăn uống,100.39
2009,1,Lương thực,99.96
2009,1,"May mặc, mũ nón, giày dép",101.46
2009,1,Nhà ở và vật liệu xây dựng,100.77
2009,1,"Phương tiện đi lại, bưu điện",96.49
2009,1,Thiết bị và đồ dùng gia đình,100.61
2009,1,Thuốc và dịch vụ y tế,100.47
2009,1,Thực phẩm,100.55
2009,1,Trong đó: Dịch vụ giáo dục,
2009,1,Trong đó: Dịch vụ y tế,
2009,1,"Văn hóa, giải trí và du lịch",101.66
2009,1,Ăn uống ngoài gia đình,
2009,1,Đồ uống và thuốc lá,101.89
2009,2,Bưu chính viễn thông,
2009,2,Chỉ số giá tiêu dùng,101.17
2009,2,Chỉ số giá vàng,105.74
2009,2,Chỉ số đô la Mỹ,100.91
2009,2,Giao thông,
2009,2,Giáo dục,100.04
2009,2,Hàng hoá và dịch vụ khác,102.01
2009,2,Hàng ăn và dịch vụ ăn uống,101.67
2009,2,Lương thực,100.82
2009,2,"May mặc, mũ nón, giày dép",100.44
2009,2,Nhà ở và vật liệu xây dựng,101.59
2009,2,"Phương tiện đi lại, bưu điện",99.95
2009,2,Thiết bị và đồ dùng gia đình,100.70
2009,2,Thuốc và dịch vụ y tế,100.36
2009,2,Thực phẩm,101.72
2009,2,Trong đó: Dịch vụ giáo dục,
2009,2,Trong đó: Dịch vụ y tế,
2009,2,"Văn hóa, giải trí và du lịch",99.93
2009,2,Ăn uống ngoài gia đình,
2009,2,Đồ uống và thuốc lá,100.80
2009,3,Bưu chính viễn thông,
2009,3,Chỉ số giá tiêu dùng,99.83
2009,3,Chỉ số giá vàng,105.44
2009,3,Chỉ số đô la Mỹ,100.19
2009,3,Giao thông,
2009,3,Giáo dục,100.09
2009,3,Hàng hoá và dịch vụ khác,100.26
2009,3,Hàng ăn và dịch vụ ăn uống,99.54
2009,3,Lương thực,101.27
2009,3,"May mặc, mũ nón, giày dép",100.19
2009,3,Nhà ở và vật liệu xây dựng,100.30
2009,3,"Phương tiện đi lại, bưu điện",99.45
2009,3,Thiết bị và đồ dùng gia đình,100.34
2009,3,Thuốc và dịch vụ y tế,100.29
2009,3,Thực phẩm,98.45
2009,3,Trong đó: Dịch vụ giáo dục,
2009,3,Trong đó: Dịch vụ y tế,
2009,3,"Văn hóa, giải trí và du lịch",99.88
2009,3,Ăn uống ngoài gia đình,
2009,3,Đồ uống và thuốc lá,100.35
2009,4,Bưu chính viễn thông,
2009,4,Chỉ số giá tiêu dùng,100.35
2009,4,Chỉ số giá vàng,101.40
2009,4,Chỉ số đô la Mỹ,101.25
2009,4,Giao thông,
2009,4,Giáo dục,100.10
2009,4,Hàng hoá và dịch vụ khác,100.38
2009,4,Hàng ăn và dịch vụ ăn uống,100.43
2009,4,Lương thực,100.03
2009,4,"May mặc, mũ nón, giày dép",100.20
2009,4,Nhà ở và vật liệu xây dựng,100.45
2009,4,"Phương tiện đi lại, bưu điện",100.48
2009,4,Thiết bị và đồ dùng gia đình,100.28
2009,4,Thuốc và dịch vụ y tế,100.24
2009,4,Thực phẩm,100.46
2009,4,Trong đó: Dịch vụ giáo dục,
2009,4,Trong đó: Dịch vụ y tế,
2009,4,"Văn hóa, giải trí và du lịch",99.36
2009,4,Ăn uống ngoài gia đình,
2009,4,Đồ uống và thuốc lá,100.45
2009,5,Bưu chính viễn thông,
2009,5,Chỉ số giá tiêu dùng,100.44
2009,5,Chỉ số giá vàng,100.61
2009,5,Chỉ số đô la Mỹ,101.25
2009,5,Giao thông,
2009,5,Giáo dục,100.04
2009,5,Hàng hoá và dịch vụ khác,101.44
2009,5,Hàng ăn và dịch vụ ăn uống,100.18
2009,5,Lương thực,99.63
2009,5,"May mặc, mũ nón, giày dép",100.26
2009,5,Nhà ở và vật liệu xây dựng,100.97
2009,5,"Phương tiện đi lại, bưu điện",101.80
2009,5,Thiết bị và đồ dùng gia đình,100.51
2009,5,Thuốc và dịch vụ y tế,100.18
2009,5,Thực phẩm,100.36
2009,5,Trong đó: Dịch vụ giáo dục,
2009,5,Trong đó: Dịch vụ y tế,
2009,5,"Văn hóa, giải trí và du lịch",100.03
2009,5,Ăn uống ngoài gia đình,
2009,5,Đồ uống và thuốc lá,100.31
2009,6,Bưu chính viễn thông,
2009,6,Chỉ số giá tiêu dùng,100.55
2009,6,Chỉ số giá vàng,105.57
2009,6,Chỉ số đô la Mỹ,100.14
2009,6,Giao thông,
2009,6,Giáo dục,100.07
2009,6,Hàng hoá và dịch vụ khác,101.36
2009,6,Hàng ăn và dịch vụ ăn uống,100.28
2009,6,Lương thực,98.90
2009,6,"May mặc, mũ nón, giày dép",100.47
2009,6,Nhà ở và vật liệu xây dựng,101.45
2009,6,"Phương tiện đi lại, bưu điện",101.35
2009,6,Thiết bị và đồ dùng gia đình,100.66
2009,6,Thuốc và dịch vụ y tế,100.27
2009,6,Thực phẩm,100.67
2009,6,Trong đó: Dịch vụ giáo dục,
2009,6,Trong đó: Dịch vụ y tế,
2009,6,"Văn hóa, giải trí và du lịch",100.30
2009,6,Ăn uống ngoài gia đình,
2009,6,Đồ uống và thuốc lá,100.64
2009,7,Bưu chính viễn thông,
2009,7,Chỉ số giá tiêu dùng,100.52
2009,7,Chỉ số giá vàng,99.57
2009,7,Chỉ số đô la Mỹ,100.85
2009,7,Giao thông,
2009,7,Giáo dục,100.21
2009,7,Hàng hoá và dịch vụ khác,100.45
2009,7,Hàng ăn và dịch vụ ăn uống,99.95
2009,7,Lương thực,99.08
2009,7,"May mặc, mũ nón, giày dép",100.29
2009,7,Nhà ở và vật liệu xây dựng,101.89
2009,7,"Phương tiện đi lại, bưu điện",103.05
2009,7,Thiết bị và đồ dùng gia đình,100.37
2009,7,Thuốc và dịch vụ y tế,100.36
2009,7,Thực phẩm,99.95
2009,7,Trong đó: Dịch vụ giáo dục,
2009,7,Trong đó: Dịch vụ y tế,
2009,7,"Văn hóa, giải trí và du lịch",100.45
2009,7,Ăn uống ngoài gia đình,
2009,7,Đồ uống và thuốc lá,100.47
2009,8,Bưu chính viễn thông,
2009,8,Chỉ số giá tiêu dùng,100.24
2009,8,Chỉ số giá vàng,101.75
2009,8,Chỉ số đô la Mỹ,100.13
2009,8,Giao thông,
2009,8,Giáo dục,100.15
2009,8,Hàng hoá và dịch vụ khác,100.40
2009,8,Hàng ăn và dịch vụ ăn uống,99.92
2009,8,Lương thực,99.58
2009,8,"May mặc, mũ nón, giày dép",100.52
2009,8,Nhà ở và vật liệu xây dựng,100.93
2009,8,"Phương tiện đi lại, bưu điện",101.31
2009,8,Thiết bị và đồ dùng gia đình,100.30
2009,8,Thuốc và dịch vụ y tế,100.16
2009,8,Thực phẩm,99.91
2009,8,Trong đó: Dịch vụ giáo dục,
2009,8,Trong đó: Dịch vụ y tế,
2009,8,"Văn hóa, giải trí và du lịch",100.12
2009,8,Ăn uống ngoài gia đình,
2009,8,Đồ uống và thuốc lá,100.11
2009,9,Bưu chính viễn thông,
2009,9,Chỉ số giá tiêu dùng,100.62
2009,9,Chỉ số giá vàng,102.04
2009,9,Chỉ số đô la Mỹ,99.77
2009,9,Giao thông,
2009,9,Giáo dục,104.33
2009,9,Hàng hoá và dịch vụ khác,100.48
2009,9,Hàng ăn và dịch vụ ăn uống,100.05
2009,9,Lương thực,99.15
2009,9,"May mặc, mũ nón, giày dép",100.67
2009,9,Nhà ở và vật liệu xây dựng,100.87
2009,9,"Phương tiện đi lại, bưu điện",102.37
2009,9,Thiết bị và đồ dùng gia đình,100.37
2009,9,Thuốc và dịch vụ y tế,100.19
2009,9,Thực phẩm,100.17
2009,9,Trong đó: Dịch vụ giáo dục,
2009,9,Trong đó: Dịch vụ y tế,
2009,9,"Văn hóa, giải trí và du lịch",100.25
2009,9,Ăn uống ngoài gia đình,
2009,9,Đồ uống và thuốc lá,100.75
2009,10,Bưu chính viễn thông,
2009,10,Chỉ số giá tiêu dùng,100.37
2009,10,Chỉ số giá vàng,105.01
2009,10,Chỉ số đô la Mỹ,99.65
2009,10,Giao thông,
2009,10,Giáo dục,100.73
2009,10,Hàng hoá và dịch vụ khác,100.48
2009,10,Hàng ăn và dịch vụ ăn uống,100.32
2009,10,Lương thực,100.03
2009,10,"May mặc, mũ nón, giày dép",100.27
2009,10,Nhà ở và vật liệu xây dựng,100.55
2009,10,"Phương tiện đi lại, bưu điện",100.77
2009,10,Thiết bị và đồ dùng gia đình,100.22
2009,10,Thuốc và dịch vụ y tế,100.16
2009,10,Thực phẩm,100.49
2009,10,Trong đó: Dịch vụ giáo dục,
2009,10,Trong đó: Dịch vụ y tế,
2009,10,"Văn hóa, giải trí và du lịch",100.02
2009,10,Ăn uống ngoài gia đình,
2009,10,Đồ uống và thuốc lá,100.14
2009,11,Bưu chính viễn thông,
2009,11,Chỉ số giá tiêu dùng,100.55
2009,11,Chỉ số giá vàng,110.08
2009,11,Chỉ số đô la Mỹ,101.45
2009,11,Giao thông,
2009,11,Giáo dục,100.06
2009,11,Hàng hoá và dịch vụ khác,100.54
2009,11,Hàng ăn và dịch vụ ăn uống,100.87
2009,11,Lương thực,102.22
2009,11,"May mặc, mũ nón, giày dép",100.32
2009,11,Nhà ở và vật liệu xây dựng,100.75
2009,11,"Phương tiện đi lại, bưu điện",100.31
2009,11,Thiết bị và đồ dùng gia đình,100.22
2009,11,Thuốc và dịch vụ y tế,100.09
2009,11,Thực phẩm,100.62
2009,11,Trong đó: Dịch vụ giáo dục,
2009,11,Trong đó: Dịch vụ y tế,
2009,11,"Văn hóa, giải trí và du lịch",100.03
2009,11,Ăn uống ngoài gia đình,
2009,11,Đồ uống và thuốc lá,100.44
2009,12,Bưu chính viễn thông,
2009,12,Chỉ số giá tiêu dùng,101.38
2009,12,Chỉ số giá vàng,110.49
2009,12,Chỉ số đô la Mỹ,103.19
2009,12,Giao thông,
2009,12,Giáo dục,100.08
2009,12,Hàng hoá và dịch vụ khác,101.00
2009,12,Hàng ăn và dịch vụ ăn uống,102.06
2009,12,Lương thực,106.88
2009,12,"May mặc, mũ nón, giày dép",100.81
2009,12,Nhà ở và vật liệu xây dựng,101.40
2009,12,"Phương tiện đi lại, bưu điện",101.86
2009,12,Thiết bị và đồ dùng gia đình,100.25
2009,12,Thuốc và dịch vụ y tế,100.44
2009,12,Thực phẩm,100.89
2009,12,Trong đó: Dịch vụ giáo dục,
2009,12,Trong đó: Dịch vụ y tế,
2009,12,"Văn hóa, giải trí và du lịch",100.07
2009,12,Ăn uống ngoài gia đình,
2009,12,Đồ uống và thuốc lá,100.97
2010,1,Bưu chính viễn thông,99.89
2010,1,Chỉ số giá tiêu dùng,101.36
2010,1,Chỉ số giá vàng,97.06
2010,1,Chỉ số đô la Mỹ,99.89
2010,1,Giao thông,100.53
2010,1,Giáo dục,100.27
2010,1,Hàng hoá và dịch vụ khác,102.24
2010,1,Hàng ăn và dịch vụ ăn uống,102.11
2010,1,Lương thực,104.41
2010,1,"May mặc, mũ nón, giày dép",101.24
2010,1,Nhà ở và vật liệu xây dựng,101.66
2010,1,"Phương tiện đi lại, bưu điện",
2010,1,Thiết bị và đồ dùng gia đình,100.58
2010,1,Thuốc và dịch vụ y tế,100.27
2010,1,Thực phẩm,101.65
2010,1,Trong đó: Dịch vụ giáo dục,
2010,1,Trong đó: Dịch vụ y tế,
2010,1,"Văn hóa, giải trí và du lịch",100.33
2010,1,Ăn uống ngoài gia đình,
2010,1,Đồ uống và thuốc lá,101.14
2010,2,Bưu chính viễn thông,98.77
2010,2,Chỉ số giá tiêu dùng,101.96
2010,2,Chỉ số giá vàng,97.97
2010,2,Chỉ số đô la Mỹ,100.33
2010,2,Giao thông,101.45
2010,2,Giáo dục,100.12
2010,2,Hàng hoá và dịch vụ khác,102.52
2010,2,Hàng ăn và dịch vụ ăn uống,103.09
2010,2,Lương thực,102.94
2010,2,"May mặc, mũ nón, giày dép",101.39
2010,2,Nhà ở và vật liệu xây dựng,101.75
2010,2,"Phương tiện đi lại, bưu điện",
2010,2,Thiết bị và đồ dùng gia đình,100.93
2010,2,Thuốc và dịch vụ y tế,100.42
2010,2,Thực phẩm,103.46
2010,2,Trong đó: Dịch vụ giáo dục,
2010,2,Trong đó: Dịch vụ y tế,
2010,2,"Văn hóa, giải trí và du lịch",101.22
2010,2,Ăn uống ngoài gia đình,
2010,2,Đồ uống và thuốc lá,102.27
2010,3,Bưu chính viễn thông,99.80
2010,3,Chỉ số giá tiêu dùng,100.75
2010,3,Chỉ số giá vàng,101.21
2010,3,Chỉ số đô la Mỹ,101.28
2010,3,Giao thông,100.92
2010,3,Giáo dục,100.18
2010,3,Hàng hoá và dịch vụ khác,100.56
2010,3,Hàng ăn và dịch vụ ăn uống,101.03
2010,3,Lương thực,99.10
2010,3,"May mặc, mũ nón, giày dép",100.15
2010,3,Nhà ở và vật liệu xây dựng,101.38
2010,3,"Phương tiện đi lại, bưu điện",
2010,3,Thiết bị và đồ dùng gia đình,100.39
2010,3,Thuốc và dịch vụ y tế,100.34
2010,3,Thực phẩm,101.50
2010,3,Trong đó: Dịch vụ giáo dục,
2010,3,Trong đó: Dịch vụ y tế,
2010,3,"Văn hóa, giải trí và du lịch",100.50
2010,3,Ăn uống ngoài gia đình,
2010,3,Đồ uống và thuốc lá,100.16
2010,4,Bưu chính viễn thông,99.94
2010,4,Chỉ số giá tiêu dùng,100.14
2010,4,Chỉ số giá vàng,99.20
2010,4,Chỉ số đô la Mỹ,99.72
2010,4,Giao thông,100.12
2010,4,Giáo dục,100.12
2010,4,Hàng hoá và dịch vụ khác,100.33
2010,4,Hàng ăn và dịch vụ ăn uống,99.37
2010,4,Lương thực,98.09
2010,4,"May mặc, mũ nón, giày dép",100.35
2010,4,Nhà ở và vật liệu xây dựng,102.51
2010,4,"Phương tiện đi lại, bưu điện",
2010,4,Thiết bị và đồ dùng gia đình,100.45
2010,4,Thuốc và dịch vụ y tế,100.32
2010,4,Thực phẩm,99.47
2010,4,Trong đó: Dịch vụ giáo dục,
2010,4,Trong đó: Dịch vụ y tế,
2010,4,"Văn hóa, giải trí và du lịch",100.25
2010,4,Ăn uống ngoài gia đình,
2010,4,Đồ uống và thuốc lá,100.37
2010,5,Bưu chính viễn thông,99.95
2010,5,Chỉ số giá tiêu dùng,100.27
2010,5,Chỉ số giá vàng,101.91
2010,5,Chỉ số đô la Mỹ,99.37
2010,5,Giao thông,100.12
2010,5,Giáo dục,100.07
2010,5,Hàng hoá và dịch vụ khác,101.34
2010,5,Hàng ăn và dịch vụ ăn uống,99.88
2010,5,Lương thực,98.71
2010,5,"May mặc, mũ nón, giày dép",100.32
2010,5,Nhà ở và vật liệu xây dựng,101.46
2010,5,"Phương tiện đi lại, bưu điện",
2010,5,Thiết bị và đồ dùng gia đình,100.39
2010,5,Thuốc và dịch vụ y tế,100.27
2010,5,Thực phẩm,100.09
2010,5,Trong đó: Dịch vụ giáo dục,
2010,5,Trong đó: Dịch vụ y tế,
2010,5,"Văn hóa, giải trí và du lịch",100.37
2010,5,Ăn uống ngoài gia đình,
2010,5,Đồ uống và thuốc lá,100.32
2010,6,Bưu chính viễn thông,100.49
2010,6,Chỉ số giá tiêu dùng,100.22
2010,6,Chỉ số giá vàng,103.09
2010,6,Chỉ số đô la Mỹ,99.83
2010,6,Giao thông,99.29
2010,6,Giáo dục,100.09
2010,6,Hàng hoá và dịch vụ khác,100.46
2010,6,Hàng ăn và dịch vụ ăn uống,100.37
2010,6,Lương thực,99.17
2010,6,"May mặc, mũ nón, giày dép",100.33
2010,6,Nhà ở và vật liệu xây dựng,100.01
2010,6,"Phương tiện đi lại, bưu điện",
2010,6,Thiết bị và đồ dùng gia đình,100.48
2010,6,Thuốc và dịch vụ y tế,100.21
2010,6,Thực phẩm,100.71
2010,6,Trong đó: Dịch vụ giáo dục,
2010,6,Trong đó: Dịch vụ y tế,
2010,6,"Văn hóa, giải trí và du lịch",100.36
2010,6,Ăn uống ngoài gia đình,
2010,6,Đồ uống và thuốc lá,100.62
2010,7,Bưu chính viễn thông,99.93
2010,7,Chỉ số giá tiêu dùng,100.06
2010,7,Chỉ số giá vàng,102.15
2010,7,Chỉ số đô la Mỹ,100.38
2010,7,Giao thông,99.06
2010,7,Giáo dục,100.11
2010,7,Hàng hoá và dịch vụ khác,100.30
2010,7,Hàng ăn và dịch vụ ăn uống,100.21
2010,7,Lương thực,99.03
2010,7,"May mặc, mũ nón, giày dép",100.35
2010,7,Nhà ở và vật liệu xây dựng,99.53
2010,7,"Phương tiện đi lại, bưu điện",
2010,7,Thiết bị và đồ dùng gia đình,100.39
2010,7,Thuốc và dịch vụ y tế,100.22
2010,7,Thực phẩm,100.50
2010,7,Trong đó: Dịch vụ giáo dục,
2010,7,Trong đó: Dịch vụ y tế,
2010,7,"Văn hóa, giải trí và du lịch",100.25
2010,7,Ăn uống ngoài gia đình,
2010,7,Đồ uống và thuốc lá,100.41
2010,8,Bưu chính viễn thông,95.45
2010,8,Chỉ số giá tiêu dùng,100.23
2010,8,Chỉ số giá vàng,99.12
2010,8,Chỉ số đô la Mỹ,100.48
2010,8,Giao thông,100.37
2010,8,Giáo dục,101.29
2010,8,Hàng hoá và dịch vụ khác,100.19
2010,8,Hàng ăn và dịch vụ ăn uống,100.27
2010,8,Lương thực,100.67
2010,8,"May mặc, mũ nón, giày dép",100.51
2010,8,Nhà ở và vật liệu xây dựng,100.07
2010,8,"Phương tiện đi lại, bưu điện",
2010,8,Thiết bị và đồ dùng gia đình,100.38
2010,8,Thuốc và dịch vụ y tế,100.41
2010,8,Thực phẩm,100.10
2010,8,Trong đó: Dịch vụ giáo dục,
2010,8,Trong đó: Dịch vụ y tế,
2010,8,"Văn hóa, giải trí và du lịch",100.14
2010,8,Ăn uống ngoài gia đình,
2010,8,Đồ uống và thuốc lá,100.32
2010,9,Bưu chính viễn thông,99.93
2010,9,Chỉ số giá tiêu dùng,101.31
2010,9,Chỉ số giá vàng,103.58
2010,9,Chỉ số đô la Mỹ,101.61
2010,9,Giao thông,100.91
2010,9,Giáo dục,112.02
2010,9,Hàng hoá và dịch vụ khác,100.57
2010,9,Hàng ăn và dịch vụ ăn uống,100.79
2010,9,Lương thực,102.32
2010,9,"May mặc, mũ nón, giày dép",100.34
2010,9,Nhà ở và vật liệu xây dựng,101.08
2010,9,"Phương tiện đi lại, bưu điện",
2010,9,Thiết bị và đồ dùng gia đình,100.34
2010,9,Thuốc và dịch vụ y tế,100.35
2010,9,Thực phẩm,100.39
2010,9,Trong đó: Dịch vụ giáo dục,
2010,9,Trong đó: Dịch vụ y tế,
