Năm,Tháng,Nhóm hàng,Chỉ số tiêu dùng
2019,1,Hàng ăn và dịch vụ ăn uống,100.66
2019,1,Lương thực,100.52
2019,1,"May mặc, mũ nón, giày dép",100.39
2019,1,Nhà ở và vật liệu xây dựng,100.35
2019,1,"Phương tiện đi lại, bưu điện",
2019,1,Thiết bị và đồ dùng gia đình,100.16
2019,1,Thuốc và dịch vụ y tế,100.01
2019,1,Thực phẩm,100.85
2019,1,Trong đó: Dịch vụ giáo dục,
2019,1,Trong đó: Dịch vụ y tế,
2019,1,"Văn hóa, giải trí và du lịch",100.33
2019,1,Ăn uống ngoài gia đình,
2019,1,Đồ uống và thuốc lá,100.69
2019,2,Bưu chính viễn thông,99.97
2019,2,Chỉ số giá tiêu dùng,100.80
2019,2,Chỉ số giá vàng,101.53
2019,2,Chỉ số đô la Mỹ,99.91
2019,2,Giao thông,100.16
2019,2,Giáo dục,99.53
2019,2,Hàng hoá và dịch vụ khác,100.47
2019,2,Hàng ăn và dịch vụ ăn uống,101.73
2019,2,Lương thực,100.53
2019,2,"May mặc, mũ nón, giày dép",100.14
2019,2,Nhà ở và vật liệu xây dựng,100.69
2019,2,"Phương tiện đi lại, bưu điện",
2019,2,Thiết bị và đồ dùng gia đình,100.26
2019,2,Thuốc và dịch vụ y tế,100.01
2019,2,Thực phẩm,102.13
2019,2,Trong đó: Dịch vụ giáo dục,
2019,2,Trong đó: Dịch vụ y tế,
2019,2,"Văn hóa, giải trí và du lịch",100.66
2019,2,Ăn uống ngoài gia đình,
2019,2,Đồ uống và thuốc lá,100.35
2019,3,Bưu chính viễn thông,99.93
2019,3,Chỉ số giá tiêu dùng,99.79
2019,3,Chỉ số giá vàng,99.51
2019,3,Chỉ số đô la Mỹ,100.05
2019,3,Giao thông,102.22
2019,3,Giáo dục,100.01
2019,3,Hàng hoá và dịch vụ khác,99.96
2019,3,Hàng ăn và dịch vụ ăn uống,98.58
2019,3,Lương thực,99.45
2019,3,"May mặc, mũ nón, giày dép",99.83
2019,3,Nhà ở và vật liệu xây dựng,100.78
2019,3,"Phương tiện đi lại, bưu điện",
2019,3,Thiết bị và đồ dùng gia đình,99.97
2019,3,Thuốc và dịch vụ y tế,100.03
2019,3,Thực phẩm,98.03
2019,3,Trong đó: Dịch vụ giáo dục,
2019,3,Trong đó: Dịch vụ y tế,
2019,3,"Văn hóa, giải trí và du lịch",99.91
2019,3,Ăn uống ngoài gia đình,
2019,3,Đồ uống và thuốc lá,99.92
2019,4,Bưu chính viễn thông,99.93
2019,4,Chỉ số giá tiêu dùng,100.31
2019,4,Chỉ số giá vàng,99.50
2019,4,Chỉ số đô la Mỹ,99.98
2019,4,Giao thông,104.29
2019,4,Giáo dục,100.05
2019,4,Hàng hoá và dịch vụ khác,100.15
2019,4,Hàng ăn và dịch vụ ăn uống,99.43
2019,4,Lương thực,99.61
2019,4,"May mặc, mũ nón, giày dép",100.06
2019,4,Nhà ở và vật liệu xây dựng,100.60
2019,4,"Phương tiện đi lại, bưu điện",
2019,4,Thiết bị và đồ dùng gia đình,100.11
2019,4,Thuốc và dịch vụ y tế,100.01
2019,4,Thực phẩm,99.13
2019,4,Trong đó: Dịch vụ giáo dục,
2019,4,Trong đó: Dịch vụ y tế,
2019,4,"Văn hóa, giải trí và du lịch",100.10
2019,4,Ăn uống ngoài gia đình,
2019,4,Đồ uống và thuốc lá,100.08
2019,5,Bưu chính viễn thông,99.95
2019,5,Chỉ số giá tiêu dùng,100.49
2019,5,Chỉ số giá vàng,99.50
2019,5,Chỉ số đô la Mỹ,100.45
2019,5,Giao thông,102.64
2019,5,Giáo dục,100.05
2019,5,Hàng hoá và dịch vụ khác,100.13
2019,5,Hàng ăn và dịch vụ ăn uống,100.05
2019,5,Lương thực,99.63
2019,5,"May mặc, mũ nón, giày dép",100.12
2019,5,Nhà ở và vật liệu xây dựng,101.28
2019,5,"Phương tiện đi lại, bưu điện",
2019,5,Thiết bị và đồ dùng gia đình,100.11
2019,5,Thuốc và dịch vụ y tế,99.94
2019,5,Thực phẩm,100.11
2019,5,Trong đó: Dịch vụ giáo dục,
2019,5,Trong đó: Dịch vụ y tế,
2019,5,"Văn hóa, giải trí và du lịch",100.10
2019,5,Ăn uống ngoài gia đình,
2019,5,Đồ uống và thuốc lá,100.18
2019,6,Bưu chính viễn thông,99.90
2019,6,Chỉ số giá tiêu dùng,99.91
2019,6,Chỉ số giá vàng,101.98
2019,6,Chỉ số đô la Mỹ,100.30
2019,6,Giao thông,98.27
2019,6,Giáo dục,100.23
2019,6,Hàng hoá và dịch vụ khác,100.15
2019,6,Hàng ăn và dịch vụ ăn uống,100.12
2019,6,Lương thực,99.66
2019,6,"May mặc, mũ nón, giày dép",100.14
2019,6,Nhà ở và vật liệu xây dựng,99.80
2019,6,"Phương tiện đi lại, bưu điện",
2019,6,Thiết bị và đồ dùng gia đình,100.14
2019,6,Thuốc và dịch vụ y tế,100.05
2019,6,Thực phẩm,100.23
2019,6,Trong đó: Dịch vụ giáo dục,
2019,6,Trong đó: Dịch vụ y tế,
2019,6,"Văn hóa, giải trí và du lịch",100.20
2019,6,Ăn uống ngoài gia đình,
2019,6,Đồ uống và thuốc lá,100.33
2019,7,Bưu chính viễn thông,100.01
2019,7,Chỉ số giá tiêu dùng,100.18
2019,7,Chỉ số giá vàng,104.79
2019,7,Chỉ số đô la Mỹ,99.50
2019,7,Giao thông,99.97
2019,7,Giáo dục,100.22
2019,7,Hàng hoá và dịch vụ khác,100.94
2019,7,Hàng ăn và dịch vụ ăn uống,100.33
2019,7,Lương thực,100.05
2019,7,"May mặc, mũ nón, giày dép",100.10
2019,7,Nhà ở và vật liệu xây dựng,99.97
2019,7,"Phương tiện đi lại, bưu điện",
2019,7,Thiết bị và đồ dùng gia đình,100.08
2019,7,Thuốc và dịch vụ y tế,100.02
2019,7,Thực phẩm,100.40
2019,7,Trong đó: Dịch vụ giáo dục,
2019,7,Trong đó: Dịch vụ y tế,
2019,7,"Văn hóa, giải trí và du lịch",100.15
2019,7,Ăn uống ngoài gia đình,
2019,7,Đồ uống và thuốc lá,100.12
2019,8,Bưu chính viễn thông,99.95
2019,8,Chỉ số giá tiêu dùng,100.28
2019,8,Chỉ số giá vàng,104.61
2019,8,Chỉ số đô la Mỹ,99.83
2019,8,Giao thông,99.54
2019,8,Giáo dục,100.57
2019,8,Hàng hoá và dịch vụ khác,100.14
2019,8,Hàng ăn và dịch vụ ăn uống,100.24
2019,8,Lương thực,100.31
2019,8,"May mặc, mũ nón, giày dép",100.09
2019,8,Nhà ở và vật liệu xây dựng,100.33
2019,8,"Phương tiện đi lại, bưu điện",
2019,8,Thiết bị và đồ dùng gia đình,100.05
2019,8,Thuốc và dịch vụ y tế,102.81
2019,8,Thực phẩm,100.29
2019,8,Trong đó: Dịch vụ giáo dục,
2019,8,Trong đó: Dịch vụ y tế,
2019,8,"Văn hóa, giải trí và du lịch",99.94
2019,8,Ăn uống ngoài gia đình,
2019,8,Đồ uống và thuốc lá,100.03
2019,9,Bưu chính viễn thông,100.00
2019,9,Chỉ số giá tiêu dùng,100.32
2019,9,Chỉ số giá vàng,103.25
2019,9,Chỉ số đô la Mỹ,99.89
2019,9,Giao thông,98.76
2019,9,Giáo dục,103.15
2019,9,Hàng hoá và dịch vụ khác,100.25
2019,9,Hàng ăn và dịch vụ ăn uống,100.56
2019,9,Lương thực,100.30
2019,9,"May mặc, mũ nón, giày dép",100.09
2019,9,Nhà ở và vật liệu xây dựng,100.12
2019,9,"Phương tiện đi lại, bưu điện",
2019,9,Thiết bị và đồ dùng gia đình,100.13
2019,9,Thuốc và dịch vụ y tế,99.99
2019,9,Thực phẩm,100.76
2019,9,Trong đó: Dịch vụ giáo dục,
2019,9,Trong đó: Dịch vụ y tế,
2019,9,"Văn hóa, giải trí và du lịch",100.06
2019,9,Ăn uống ngoài gia đình,
2019,9,Đồ uống và thuốc lá,100.06
2019,10,Bưu chính viễn thông,99.94
2019,10,Chỉ số giá tiêu dùng,100.59
2019,10,Chỉ số giá vàng,99.43
2019,10,Chỉ số đô la Mỹ,100.03
2019,10,Giao thông,100.99
2019,10,Giáo dục,100.19
2019,10,Hàng hoá và dịch vụ khác,100.17
2019,10,Hàng ăn và dịch vụ ăn uống,101.04
2019,10,Lương thực,100.05
2019,10,"May mặc, mũ nón, giày dép",100.06
2019,10,Nhà ở và vật liệu xây dựng,100.53
2019,10,"Phương tiện đi lại, bưu điện",
2019,10,Thiết bị và đồ dùng gia đình,100.09
2019,10,Thuốc và dịch vụ y tế,100.04
2019,10,Thực phẩm,101.57
2019,10,Trong đó: Dịch vụ giáo dục,
2019,10,Trong đó: Dịch vụ y tế,
2019,10,"Văn hóa, giải trí và du lịch",100.12
2019,10,Ăn uống ngoài gia đình,
2019,10,Đồ uống và thuốc lá,100.04
2019,11,Bưu chính viễn thông,99.91
2019,11,Chỉ số giá tiêu dùng,100.96
2019,11,Chỉ số giá vàng,99.37
2019,11,Chỉ số đô la Mỹ,99.87
2019,11,Giao thông,99.27
2019,11,Giáo dục,100.04
2019,11,Hàng hoá và dịch vụ khác,100.16
2019,11,Hàng ăn và dịch vụ ăn uống,102.74
2019,11,Lương thực,100.26
2019,11,"May mặc, mũ nón, giày dép",100.12
2019,11,Nhà ở và vật liệu xây dựng,100.13
2019,11,"Phương tiện đi lại, bưu điện",
2019,11,Thiết bị và đồ dùng gia đình,100.10
2019,11,Thuốc và dịch vụ y tế,100.04
2019,11,Thực phẩm,104.11
2019,11,Trong đó: Dịch vụ giáo dục,
2019,11,Trong đó: Dịch vụ y tế,
2019,11,"Văn hóa, giải trí và du lịch",100.03
2019,11,Ăn uống ngoài gia đình,
2019,11,Đồ uống và thuốc lá,100.20
2019,12,Bưu chính viễn thông,99.91
2019,12,Chỉ số giá tiêu dùng,101.40
2019,12,Chỉ số giá vàng,99.64
2019,12,Chỉ số đô la Mỹ,99.81
2019,12,Giao thông,100.61
2019,12,Giáo dục,100.01
2019,12,Hàng hoá và dịch vụ khác,100.24
2019,12,Hàng ăn và dịch vụ ăn uống,103.42
2019,12,Lương thực,100.45
2019,12,"May mặc, mũ nón, giày dép",100.33
2019,12,Nhà ở và vật liệu xây dựng,100.43
2019,12,"Phương tiện đi lại, bưu điện",
2019,12,Thiết bị và đồ dùng gia đình,100.14
2019,12,Thuốc và dịch vụ y tế,100.03
2019,12,Thực phẩm,104.41
2019,12,Trong đó: Dịch vụ giáo dục,
2019,12,Trong đó: Dịch vụ y tế,
2019,12,"Văn hóa, giải trí và du lịch",100.09
2019,12,Ăn uống ngoài gia đình,
2019,12,Đồ uống và thuốc lá,100.25
2020,1,Bưu chính viễn thông,99.97
2020,1,Chỉ số giá tiêu dùng,101.23
2020,1,Chỉ số giá vàng,104.37
2020,1,Chỉ số đô la Mỹ,100.02
2020,1,Giao thông,100.69
2020,1,Giáo dục,100.02
2020,1,Hàng hoá và dịch vụ khác,100.92
2020,1,Hàng ăn và dịch vụ ăn uống,102.29
2020,1,Lương thực,100.79
2020,1,"May mặc, mũ nón, giày dép",100.33
2020,1,Nhà ở và vật liệu xây dựng,101.47
2020,1,"Phương tiện đi lại, bưu điện",
2020,1,Thiết bị và đồ dùng gia đình,100.27
2020,1,Thuốc và dịch vụ y tế,100.17
2020,1,Thực phẩm,102.60
2020,1,Trong đó: Dịch vụ giáo dục,
2020,1,Trong đó: Dịch vụ y tế,
2020,1,"Văn hóa, giải trí và du lịch",100.25
2020,1,Ăn uống ngoài gia đình,
2020,1,Đồ uống và thuốc lá,100.65
2020,2,Bưu chính viễn thông,99.95
2020,2,Chỉ số giá tiêu dùng,99.83
2020,2,Chỉ số giá vàng,102.74
2020,2,Chỉ số đô la Mỹ,100.32
2020,2,Giao thông,97.50
2020,2,Giáo dục,100.04
2020,2,Hàng hoá và dịch vụ khác,100.17
2020,2,Hàng ăn và dịch vụ ăn uống,100.26
2020,2,Lương thực,100.32
2020,2,"May mặc, mũ nón, giày dép",99.87
2020,2,Nhà ở và vật liệu xây dựng,99.97
2020,2,"Phương tiện đi lại, bưu điện",
2020,2,Thiết bị và đồ dùng gia đình,100.08
2020,2,Thuốc và dịch vụ y tế,100.13
2020,2,Thực phẩm,99.93
2020,2,Trong đó: Dịch vụ giáo dục,
2020,2,Trong đó: Dịch vụ y tế,
2020,2,"Văn hóa, giải trí và du lịch",99.57
2020,2,Ăn uống ngoài gia đình,
2020,2,Đồ uống và thuốc lá,99.72
2020,3,Bưu chính viễn thông,99.94
2020,3,Chỉ số giá tiêu dùng,99.28
2020,3,Chỉ số giá vàng,103.87
2020,3,Chỉ số đô la Mỹ,100.17
2020,3,Giao thông,95.13
2020,3,Giáo dục,100.04
2020,3,Hàng hoá và dịch vụ khác,100.16
2020,3,Hàng ăn và dịch vụ ăn uống,99.57
2020,3,Lương thực,101.09
2020,3,"May mặc, mũ nón, giày dép",99.85
2020,3,Nhà ở và vật liệu xây dựng,99.75
2020,3,"Phương tiện đi lại, bưu điện",
2020,3,Thiết bị và đồ dùng gia đình,100.09
2020,3,Thuốc và dịch vụ y tế,100.05
2020,3,Thực phẩm,99.11
2020,3,Trong đó: Dịch vụ giáo dục,
2020,3,Trong đó: Dịch vụ y tế,
2020,3,"Văn hóa, giải trí và du lịch",98.60
2020,3,Ăn uống ngoài gia đình,
2020,3,Đồ uống và thuốc lá,99.89
2020,4,Bưu chính viễn thông,99.98
2020,4,Chỉ số giá tiêu dùng,98.46
2020,4,Chỉ số giá vàng,100.69
2020,4,Chỉ số đô la Mỹ,100.95
2020,4,Giao thông,86.14
2020,4,Giáo dục,100.00
2020,4,Hàng hoá và dịch vụ khác,99.87
2020,4,Hàng ăn và dịch vụ ăn uống,100.66
2020,4,Lương thực,102.09
2020,4,"May mặc, mũ nón, giày dép",99.83
2020,4,Nhà ở và vật liệu xây dựng,97.67
2020,4,"Phương tiện đi lại, bưu điện",
2020,4,Thiết bị và đồ dùng gia đình,100.06
2020,4,Thuốc và dịch vụ y tế,100.03
2020,4,Thực phẩm,100.62
2020,4,Trong đó: Dịch vụ giáo dục,
2020,4,Trong đó: Dịch vụ y tế,
2020,4,"Văn hóa, giải trí và du lịch",99.60
2020,4,Ăn uống ngoài gia đình,
2020,4,Đồ uống và thuốc lá,100.13
2020,5,Bưu chính viễn thông,99.98
2020,5,Chỉ số giá tiêu dùng,99.97
2020,5,Chỉ số giá vàng,102.41
2020,5,Chỉ số đô la Mỹ,99.59
2020,5,Giao thông,97.79
2020,5,Giáo dục,100.00
2020,5,Hàng hoá và dịch vụ khác,100.07
2020,5,Hàng ăn và dịch vụ ăn uống,100.34
2020,5,Lương thực,99.92
2020,5,"May mặc, mũ nón, giày dép",99.99
2020,5,Nhà ở và vật liệu xây dựng,100.25
2020,5,"Phương tiện đi lại, bưu điện",
2020,5,Thiết bị và đồ dùng gia đình,100.05
2020,5,Thuốc và dịch vụ y tế,100.04
2020,5,Thực phẩm,100.43
2020,5,Trong đó: Dịch vụ giáo dục,
2020,5,Trong đó: Dịch vụ y tế,
2020,5,"Văn hóa, giải trí và du lịch",99.98
2020,5,Ăn uống ngoài gia đình,
2020,5,Đồ uống và thuốc lá,100.25
2020,6,Bưu chính viễn thông,99.96
2020,6,Chỉ số giá tiêu dùng,100.66
2020,6,Chỉ số giá vàng,101.71
2020,6,Chỉ số đô la Mỹ,99.42
2020,6,Giao thông,106.05
2020,6,Giáo dục,100.01
2020,6,Hàng hoá và dịch vụ khác,100.19
2020,6,Hàng ăn và dịch vụ ăn uống,100.44
2020,6,Lương thực,99.60
2020,6,"May mặc, mũ nón, giày dép",100.00
2020,6,Nhà ở và vật liệu xây dựng,99.58
2020,6,"Phương tiện đi lại, bưu điện",
2020,6,Thiết bị và đồ dùng gia đình,100.07
2020,6,Thuốc và dịch vụ y tế,100.01
2020,6,Thực phẩm,100.72
2020,6,Trong đó: Dịch vụ giáo dục,
2020,6,Trong đó: Dịch vụ y tế,
2020,6,"Văn hóa, giải trí và du lịch",99.99
2020,6,Ăn uống ngoài gia đình,
2020,6,Đồ uống và thuốc lá,100.09
2020,7,Bưu chính viễn thông,99.98
2020,7,Chỉ số giá tiêu dùng,100.40
2020,7,Chỉ số giá vàng,103.49
2020,7,Chỉ số đô la Mỹ,99.77
2020,7,Giao thông,103.91
2020,7,Giáo dục,100.02
2020,7,Hàng hoá và dịch vụ khác,100.17
2020,7,Hàng ăn và dịch vụ ăn uống,99.82
2020,7,Lương thực,99.80
2020,7,"May mặc, mũ nón, giày dép",100.06
2020,7,Nhà ở và vật liệu xây dựng,100.47
2020,7,"Phương tiện đi lại, bưu điện",
2020,7,Thiết bị và đồ dùng gia đình,100.07
2020,7,Thuốc và dịch vụ y tế,100.02
2020,7,Thực phẩm,99.70
2020,7,Trong đó: Dịch vụ giáo dục,
2020,7,Trong đó: Dịch vụ y tế,
2020,7,"Văn hóa, giải trí và du lịch",100.30
2020,7,Ăn uống ngoài gia đình,
2020,7,Đồ uống và thuốc lá,100.02
2020,8,Bưu chính viễn thông,99.95
2020,8,Chỉ số giá tiêu dùng,100.07
2020,8,Chỉ số giá vàng,109.86
2020,8,Chỉ số đô la Mỹ,99.93
2020,8,Giao thông,100.10
2020,8,Giáo dục,100.18
2020,8,Hàng hoá và dịch vụ khác,100.20
2020,8,Hàng ăn và dịch vụ ăn uống,100.11
2020,8,Lương thực,100.60
2020,8,"May mặc, mũ nón, giày dép",99.97
2020,8,Nhà ở và vật liệu xây dựng,100.10
2020,8,"Phương tiện đi lại, bưu điện",
2020,8,Thiết bị và đồ dùng gia đình,100.00
2020,8,Thuốc và dịch vụ y tế,100.02
2020,8,Thực phẩm,100.08
2020,8,Trong đó: Dịch vụ giáo dục,
2020,8,Trong đó: Dịch vụ y tế,
2020,8,"Văn hóa, giải trí và du lịch",99.80
2020,8,Ăn uống ngoài gia đình,
2020,8,Đồ uống và thuốc lá,100.05
2020,9,Bưu chính viễn thông,99.98
2020,9,Chỉ số giá tiêu dùng,100.12
2020,9,Chỉ số giá vàng,99.67
2020,9,Chỉ số đô la Mỹ,99.95
2020,9,Giao thông,99.88
2020,9,Giáo dục,102.08
2020,9,Hàng hoá và dịch vụ khác,100.02
2020,9,Hàng ăn và dịch vụ ăn uống,99.69
2020,9,Lương thực,100.53
2020,9,"May mặc, mũ nón, giày dép",100.10
2020,9,Nhà ở và vật liệu xây dựng,100.62
2020,9,"Phương tiện đi lại, bưu điện",
2020,9,Thiết bị và đồ dùng gia đình,99.94
2020,9,Thuốc và dịch vụ y tế,100.01
2020,9,Thực phẩm,99.41
2020,9,Trong đó: Dịch vụ giáo dục,
2020,9,Trong đó: Dịch vụ y tế,
2020,9,"Văn hóa, giải trí và du lịch",99.80
2020,9,Ăn uống ngoài gia đình,
2020,9,Đồ uống và thuốc lá,100.05
2020,10,Bưu chính viễn thông,99.97
2020,10,Chỉ số giá tiêu dùng,100.09
2020,10,Chỉ số giá vàng,98.90
2020,10,Chỉ số đô la Mỹ,100.07
2020,10,Giao thông,99.92
2020,10,Giáo dục,101.35
2020,10,Hàng hoá và dịch vụ khác,100.09
2020,10,Hàng ăn và dịch vụ ăn uống,99.87
2020,10,Lương thực,100.16
2020,10,"May mặc, mũ nón, giày dép",100.06
2020,10,Nhà ở và vật liệu xây dựng,100.29
2020,10,"Phương tiện đi lại, bưu điện",
2020,10,Thiết bị và đồ dùng gia đình,100.00
2020,10,Thuốc và dịch vụ y tế,100.01
2020,10,Thực phẩm,99.72
2020,10,Trong đó: Dịch vụ giáo dục,
2020,10,Trong đó: Dịch vụ y tế,
2020,10,"Văn hóa, giải trí và du lịch",99.82
2020,10,Ăn uống ngoài gia đình,
2020,10,Đồ uống và thuốc lá,100.08
2020,11,Bưu chính viễn thông,99.83
2020,11,Chỉ số giá tiêu dùng,99.99
2020,11,Chỉ số giá vàng,100.87
2020,11,Chỉ số đô la Mỹ,99.95
2020,11,Giao thông,99.53
2020,11,Giáo dục,100.00
2020,11,Hàng hoá và dịch vụ khác,100.12
2020,11,Hàng ăn và dịch vụ ăn uống,100.05
2020,11,Lương thực,100.59
2020,11,"May mặc, mũ nón, giày dép",100.14
2020,11,Nhà ở và vật liệu xây dựng,100.07
2020,11,"Phương tiện đi lại, bưu điện",
2020,11,Thiết bị và đồ dùng gia đình,100.03
2020,11,Thuốc và dịch vụ y tế,100.01
2020,11,Thực phẩm,99.94
2020,11,Trong đó: Dịch vụ giáo dục,
2020,11,Trong đó: Dịch vụ y tế,
2020,11,"Văn hóa, giải trí và du lịch",99.94
2020,11,Ăn uống ngoài gia đình,
2020,11,Đồ uống và thuốc lá,100.06
2020,12,Bưu chính viễn thông,100.00
2020,12,Chỉ số giá tiêu dùng,100.10
2020,12,Chỉ số giá vàng,99.17
2020,12,Chỉ số đô la Mỹ,99.77
2020,12,Giao thông,102.45
2020,12,Giáo dục,100.01
2020,12,Hàng hoá và dịch vụ khác,100.12
2020,12,Hàng ăn và dịch vụ ăn uống,99.59
2020,12,Lương thực,100.43
2020,12,"May mặc, mũ nón, giày dép",100.15
2020,12,Nhà ở và vật liệu xây dựng,99.97
2020,12,"Phương tiện đi lại, bưu điện",
2020,12,Thiết bị và đồ dùng gia đình,100.01
2020,12,Thuốc và dịch vụ y tế,100.01
2020,12,Thực phẩm,99.23
2020,12,Trong đó: Dịch vụ giáo dục,
2020,12,Trong đó: Dịch vụ y tế,
2020,12,"Văn hóa, giải trí và du lịch",99.90
2020,12,Ăn uống ngoài gia đình,
2020,12,Đồ uống và thuốc lá,100.13
2021,1,Bưu chính viễn thông,99.90
2021,1,Chỉ số giá tiêu dùng,100.06
2021,1,Chỉ số giá vàng,102.17
2021,1,Chỉ số đô la Mỹ,99.84
2021,1,Giao thông,102.29
2021,1,Giáo dục,100.33
2021,1,Hàng hoá và dịch vụ khác,100.24
2021,1,Hàng ăn và dịch vụ ăn uống,100.64
2021,1,Lương thực,100.83
2021,1,"May mặc, mũ nón, giày dép",100.44
2021,1,Nhà ở và vật liệu xây dựng,97.69
2021,1,"Phương tiện đi lại, bưu điện",
2021,1,Thiết bị và đồ dùng gia đình,100.08
2021,1,Thuốc và dịch vụ y tế,100.01
2021,1,Thực phẩm,100.81
2021,1,Trong đó: Dịch vụ giáo dục,100.38
2021,1,Trong đó: Dịch vụ y tế,100.00
2021,1,"Văn hóa, giải trí và du lịch",100.08
2021,1,Ăn uống ngoài gia đình,100.15
2021,1,Đồ uống và thuốc lá,100.32
2021,2,Bưu chính viễn thông,100.03
2021,2,Chỉ số giá tiêu dùng,101.52
2021,2,Chỉ số giá vàng,100.25
2021,2,Chỉ số đô la Mỹ,99.83
2021,2,Giao thông,101.55
2021,2,Giáo dục,100.00
2021,2,Hàng hoá và dịch vụ khác,100.74
2021,2,Hàng ăn và dịch vụ ăn uống,101.61
2021,2,Lương thực,101.77
2021,2,"May mặc, mũ nón, giày dép",100.25
2021,2,Nhà ở và vật liệu xây dựng,104.00
2021,2,"Phương tiện đi lại, bưu điện",
2021,2,Thiết bị và đồ dùng gia đình,100.20
2021,2,Thuốc và dịch vụ y tế,100.01
2021,2,Thực phẩm,101.82
2021,2,Trong đó: Dịch vụ giáo dục,100.00
2021,2,Trong đó: Dịch vụ y tế,100.00
2021,2,"Văn hóa, giải trí và du lịch",100.13
2021,2,Ăn uống ngoài gia đình,101.01
2021,2,Đồ uống và thuốc lá,100.90
2021,3,Bưu chính viễn thông,99.87
2021,3,Chỉ số giá tiêu dùng,99.73
2021,3,Chỉ số giá vàng,97.03
2021,3,Chỉ số đô la Mỹ,100.23
2021,3,Giao thông,102.29
2021,3,Giáo dục,100.01
2021,3,Hàng hoá và dịch vụ khác,99.72
2021,3,Hàng ăn và dịch vụ ăn uống,98.54
2021,3,Lương thực,100.01
2021,3,"May mặc, mũ nón, giày dép",99.80
2021,3,Nhà ở và vật liệu xây dựng,100.24
2021,3,"Phương tiện đi lại, bưu điện",
2021,3,Thiết bị và đồ dùng gia đình,99.95
2021,3,Thuốc và dịch vụ y tế,100.02
2021,3,Thực phẩm,97.80
2021,3,Trong đó: Dịch vụ giáo dục,100.00
2021,3,Trong đó: Dịch vụ y tế,100.01
2021,3,"Văn hóa, giải trí và du lịch",99.97
2021,3,Ăn uống ngoài gia đình,99.77
2021,3,Đồ uống và thuốc lá,99.63
2021,4,Bưu chính viễn thông,99.80
2021,4,Chỉ số giá tiêu dùng,99.96
2021,4,Chỉ số giá vàng,98.10
2021,4,Chỉ số đô la Mỹ,100.29
2021,4,Giao thông,100.87
2021,4,Giáo dục,100.03
2021,4,Hàng hoá và dịch vụ khác,100.07
2021,4,Hàng ăn và dịch vụ ăn uống,99.87
2021,4,Lương thực,99.99
2021,4,"May mặc, mũ nón, giày dép",100.00
2021,4,Nhà ở và vật liệu xây dựng,99.57
2021,4,"Phương tiện đi lại, bưu điện",
2021,4,Thiết bị và đồ dùng gia đình,100.11
2021,4,Thuốc và dịch vụ y tế,100.01
2021,4,Thực phẩm,99.75
2021,4,Trong đó: Dịch vụ giáo dục,100.00
2021,4,Trong đó: Dịch vụ y tế,100.00
2021,4,"Văn hóa, giải trí và du lịch",99.89
2021,4,Ăn uống ngoài gia đình,100.14
2021,4,Đồ uống và thuốc lá,100.14
2021,5,Bưu chính viễn thông,99.85
2021,5,Chỉ số giá tiêu dùng,100.16
2021,5,Chỉ số giá vàng,101.68
2021,5,Chỉ số đô la Mỹ,99.79
2021,5,Giao thông,100.76
2021,5,Giáo dục,100.03
2021,5,Hàng hoá và dịch vụ khác,100.06
2021,5,Hàng ăn và dịch vụ ăn uống,100.04
2021,5,Lương thực,99.91
2021,5,"May mặc, mũ nón, giày dép",99.99
2021,5,Nhà ở và vật liệu xây dựng,100.40
2021,5,"Phương tiện đi lại, bưu điện",
2021,5,Thiết bị và đồ dùng gia đình,100.09
2021,5,Thuốc và dịch vụ y tế,100.01
2021,5,Thực phẩm,99.95
2021,5,Trong đó: Dịch vụ giáo dục,100.00
2021,5,Trong đó: Dịch vụ y tế,100.00
2021,5,"Văn hóa, giải trí và du lịch",99.77
2021,5,Ăn uống ngoài gia đình,100.31
2021,5,Đồ uống và thuốc lá,100.09
2021,6,Bưu chính viễn thông,100.01
2021,6,Chỉ số giá tiêu dùng,100.19
2021,6,Chỉ số giá vàng,101.12
2021,6,Chỉ số đô la Mỹ,99.70
2021,6,Giao thông,101.07
2021,6,Giáo dục,100.03
2021,6,Hàng hoá và dịch vụ khác,100.06
2021,6,Hàng ăn và dịch vụ ăn uống,99.87
2021,6,Lương thực,99.72
2021,6,"May mặc, mũ nón, giày dép",100.00
2021,6,Nhà ở và vật liệu xây dựng,100.63
2021,6,"Phương tiện đi lại, bưu điện",
2021,6,Thiết bị và đồ dùng gia đình,100.10
2021,6,Thuốc và dịch vụ y tế,100.02
2021,6,Thực phẩm,99.81
2021,6,Trong đó: Dịch vụ giáo dục,100.00
2021,6,Trong đó: Dịch vụ y tế,100.01
2021,6,"Văn hóa, giải trí và du lịch",99.92
2021,6,Ăn uống ngoài gia đình,100.07
2021,6,Đồ uống và thuốc lá,100.11
2021,7,Bưu chính viễn thông,99.95
2021,7,Chỉ số giá tiêu dùng,100.62
2021,7,Chỉ số giá vàng,98.61
2021,7,Chỉ số đô la Mỹ,100.09
2021,7,Giao thông,102.36
2021,7,Giáo dục,100.03
2021,7,Hàng hoá và dịch vụ khác,100.00
2021,7,Hàng ăn và dịch vụ ăn uống,100.67
2021,7,Lương thực,100.36
2021,7,"May mặc, mũ nón, giày dép",99.97
2021,7,Nhà ở và vật liệu xây dựng,100.88
2021,7,"Phương tiện đi lại, bưu điện",
2021,7,Thiết bị và đồ dùng gia đình,100.06
2021,7,Thuốc và dịch vụ y tế,100.03
2021,7,Thực phẩm,100.95
