Mặt hàng,Tháng,Năm,Lượng,Trị Giá
Phân DAP,8,2022,10425.710000000006,52181.0
Phân DAP,9,2022,47298.498,76598.0
Phân DAP,10,2022,62314.45300000002,29125.0
Phân DAP,11,2022,24201.217999999964,88888.0
Phân DAP,12,2022,66969.58400000002,376140.0
Phân SA,1,2022,35210.745,76975.0
Phân SA,2,2022,26312.117999999995,130756.0
Phân SA,3,2022,38771.83699999999,117304.0
Phân SA,4,2022,37412.56000000002,114774.0
Phân SA,5,2022,39989.35199999998,90398.0
Phân SA,6,2022,30563.964,76692.0
Phân SA,7,2022,23896.82799999999,93099.0
Phân SA,8,2022,23700.17899999999,100426.0
Phân SA,9,2022,25233.62999999999,112618.0
Phân SA,10,2022,27684.118,94235.0
Phân SA,11,2022,22771.12099999997,46853.0
Phân SA,12,2022,11356.433999999994,1147549.0
Phân Kali,1,2022,62634.284,79755.0
Phân Kali,2,2022,46489.026,47545.0
Phân Kali,3,2022,31046.86900000001,47756.0
Phân Kali,4,2022,30674.285999999993,29787.0
Phân Kali,5,2022,22003.592999999993,26304.0
Phân Kali,6,2022,20426.380000000005,4702.0
Phân Kali,7,2022,3548.0770000000193,36817.0
Phân Kali,8,2022,30786.271999999997,26270.0
Phân Kali,9,2022,16613.44099999999,25272.0
Phân Kali,10,2022,14450.088999999978,99607.0
Phân Kali,11,2022,66866.16,51016.0
Phân Kali,12,2022,29252.195000000007,580356.0
"Chất thơm, mỹ phẩm và chế phẩm vệ sinh",1,2022,85934.428,
"Chất thơm, mỹ phẩm và chế phẩm vệ sinh",2,2022,72694.795,
"Chất thơm, mỹ phẩm và chế phẩm vệ sinh",3,2022,99506.984,
"Chất thơm, mỹ phẩm và chế phẩm vệ sinh",4,2022,84331.33100000002,
"Chất thơm, mỹ phẩm và chế phẩm vệ sinh",5,2022,103571.47,
"Chất thơm, mỹ phẩm và chế phẩm vệ sinh",6,2022,100360.533,
"Chất thơm, mỹ phẩm và chế phẩm vệ sinh",7,2022,93679.45500000005,
"Chất thơm, mỹ phẩm và chế phẩm vệ sinh",8,2022,105442.58899999988,
"Chất thơm, mỹ phẩm và chế phẩm vệ sinh",9,2022,108069.714,
"Chất thơm, mỹ phẩm và chế phẩm vệ sinh",10,2022,104553.42899999996,
"Chất thơm, mỹ phẩm và chế phẩm vệ sinh",11,2022,105458.957,
"Chất thơm, mỹ phẩm và chế phẩm vệ sinh",12,2022,105514.10299999996,
Thuốc trừ sâu và nguyên liệu,1,2022,89968.885,
Thuốc trừ sâu và nguyên liệu,2,2022,62811.79300000002,
Thuốc trừ sâu và nguyên liệu,3,2022,73642.79799999997,
Thuốc trừ sâu và nguyên liệu,4,2022,72667.43100000006,
Thuốc trừ sâu và nguyên liệu,5,2022,93198.774,
Thuốc trừ sâu và nguyên liệu,6,2022,112506.18300000003,
Thuốc trừ sâu và nguyên liệu,7,2022,95473.50299999998,
Thuốc trừ sâu và nguyên liệu,8,2022,90839.28899999996,
Thuốc trừ sâu và nguyên liệu,9,2022,67140.97200000002,
Thuốc trừ sâu và nguyên liệu,10,2022,79797.37299999998,
Thuốc trừ sâu và nguyên liệu,11,2022,77367.9669999999,
Thuốc trừ sâu và nguyên liệu,12,2022,58218.655999999915,
Chất dẻo nguyên liệu,1,2022,1018394.852,618806.0
Chất dẻo nguyên liệu,2,2022,1079646.793,685564.0
Chất dẻo nguyên liệu,3,2022,1224397.841,601417.0
Chất dẻo nguyên liệu,4,2022,1120986.9049999998,612390.0
Chất dẻo nguyên liệu,5,2022,1181649.906000001,599748.0
Chất dẻo nguyên liệu,6,2022,1132829.1200000006,627276.0
Chất dẻo nguyên liệu,7,2022,1133669.4689999982,571439.0
Chất dẻo nguyên liệu,8,2022,1000818.7070000004,578639.0
Chất dẻo nguyên liệu,9,2022,920522.0619999984,601860.0
Chất dẻo nguyên liệu,10,2022,912992.1460000012,593177.0
Chất dẻo nguyên liệu,11,2022,938197.1109999992,460014.0
Chất dẻo nguyên liệu,12,2022,723275.9059999986,7116929.0
Sản phẩm từ chất dẻo,1,2022,702206.35,
Sản phẩm từ chất dẻo,2,2022,551257.1749999999,
Sản phẩm từ chất dẻo,3,2022,646957.9690000002,
Sản phẩm từ chất dẻo,4,2022,727124.9690000002,
Sản phẩm từ chất dẻo,5,2022,758530.715,
Sản phẩm từ chất dẻo,6,2022,785298.8170000004,
Sản phẩm từ chất dẻo,7,2022,726686.4450000004,
Sản phẩm từ chất dẻo,8,2022,691786.5489999998,
Sản phẩm từ chất dẻo,9,2022,630294.4059999996,
Sản phẩm từ chất dẻo,10,2022,632362.2120000004,
Sản phẩm từ chất dẻo,11,2022,656804.2140000007,
Sản phẩm từ chất dẻo,12,2022,610366.1449999997,
Cao su,1,2022,365470.253,198299.0
Cao su,2,2022,284282.532,155882.0
Cao su,3,2022,251600.37,143395.0
Cao su,4,2022,230230.03600000008,179070.0
Cao su,5,2022,274176.8119999999,183633.0
Cao su,6,2022,281010.078,166272.0
Cao su,7,2022,255088.38899999997,184670.0
Cao su,8,2022,272095.12399999995,161217.0
Cao su,9,2022,225509.40800000005,160629.0
Cao su,10,2022,226896.42599999977,215030.0
Cao su,11,2022,237825.28400000068,209396.0
Cao su,12,2022,247606.3069999998,2230080.0
Sản phẩm từ cao su,1,2022,93078.726,
Sản phẩm từ cao su,2,2022,67688.321,
Sản phẩm từ cao su,3,2022,86061.18600000002,
Sản phẩm từ cao su,4,2022,90076.56699999998,
Sản phẩm từ cao su,5,2022,98293.414,
Sản phẩm từ cao su,6,2022,96614.52999999996,
Sản phẩm từ cao su,7,2022,90597.25299999995,
Sản phẩm từ cao su,8,2022,90509.28299999997,
Sản phẩm từ cao su,9,2022,88654.98800000013,
Sản phẩm từ cao su,10,2022,84339.65599999996,
Sản phẩm từ cao su,11,2022,88625.36800000002,
Sản phẩm từ cao su,12,2022,84512.88200000022,
Gỗ và sản phẩm gỗ,1,2022,250141.378,
Gỗ và sản phẩm gỗ,2,2022,191500.309,
Gỗ và sản phẩm gỗ,3,2022,236851.8509999999,
Gỗ và sản phẩm gỗ,4,2022,273628.4580000001,
Gỗ và sản phẩm gỗ,5,2022,320977.9809999999,
Gỗ và sản phẩm gỗ,6,2022,303452.75099999993,
Gỗ và sản phẩm gỗ,7,2022,285396.9940000002,
Gỗ và sản phẩm gỗ,8,2022,284679.7459999998,
Gỗ và sản phẩm gỗ,9,2022,229938.05800000025,
Gỗ và sản phẩm gỗ,10,2022,222400.62599999973,
Gỗ và sản phẩm gỗ,11,2022,223117.30800000025,
Gỗ và sản phẩm gỗ,12,2022,206726.2050000001,
Giấy các loại,1,2022,171477.055,176205.0
Giấy các loại,2,2022,171709.849,204758.0
Giấy các loại,3,2022,198884.04599999997,197608.0
Giấy các loại,4,2022,196015.6950000001,207881.0
Giấy các loại,5,2022,212030.38300000003,203029.0
Giấy các loại,6,2022,213444.20700000005,180698.0
Giấy các loại,7,2022,187506.3639999999,179434.0
Giấy các loại,8,2022,185757.31400000013,150405.0
Giấy các loại,9,2022,156314.57099999988,154789.0
Giấy các loại,10,2022,157182.0669999997,167755.0
Giấy các loại,11,2022,164966.80800000008,164700.0
Giấy các loại,12,2022,160746.92799999972,2163774.0
Sản phẩm từ giấy,1,2022,85763.153,
Sản phẩm từ giấy,2,2022,56854.836999999985,
Sản phẩm từ giấy,3,2022,74465.99700000002,
Sản phẩm từ giấy,4,2022,95661.41899999998,
Sản phẩm từ giấy,5,2022,91238.081,
Sản phẩm từ giấy,6,2022,81422.40599999994,
Sản phẩm từ giấy,7,2022,79268.874,
Sản phẩm từ giấy,8,2022,81897.95100000004,
Sản phẩm từ giấy,9,2022,89140.69800000002,
Sản phẩm từ giấy,10,2022,77575.46400000008,
Sản phẩm từ giấy,11,2022,78483.87800000007,
Sản phẩm từ giấy,12,2022,70449.47600000007,
Bông các loại,1,2022,315483.947,119506.0
Bông các loại,2,2022,304273.641,122264.0
Bông các loại,3,2022,329915.7639999999,96743.0
Bông các loại,4,2022,270052.94899999996,120953.0
Bông các loại,5,2022,339290.3819999999,93775.0
Bông các loại,6,2022,272534.81399999995,104884.0
Bông các loại,7,2022,310597.4279999998,133805.0
Bông các loại,8,2022,406948.4540000003,141551.0
Bông các loại,9,2022,427380.7329999999,140193.0
Bông các loại,10,2022,413192.8199999998,133175.0
Bông các loại,11,2022,379882.631,101142.0
Bông các loại,12,2022,260543.99200000003,1435654.0
"Xơ, sợi dệt các loại",1,2022,232316.786,80824.0
"Xơ, sợi dệt các loại",2,2022,201086.274,100561.0
"Xơ, sợi dệt các loại",3,2022,246376.41100000005,83563.0
"Xơ, sợi dệt các loại",4,2022,223485.64,102252.0
"Xơ, sợi dệt các loại",5,2022,258430.13699999984,91661.0
"Xơ, sợi dệt các loại",6,2022,246386.39900000015,91278.0
"Xơ, sợi dệt các loại",7,2022,237540.85299999983,89489.0
"Xơ, sợi dệt các loại",8,2022,213735.03100000005,74467.0
"Xơ, sợi dệt các loại",9,2022,180629.25900000005,73362.0
"Xơ, sợi dệt các loại",10,2022,165763.77300000002,82915.0
"Xơ, sợi dệt các loại",11,2022,174729.71799999985,82042.0
"Xơ, sợi dệt các loại",12,2022,165960.16800000003,1045780.0
Vải các loại,1,2022,1392142.749,
Vải các loại,2,2022,945822.586,
Vải các loại,3,2022,1260521.0049999997,
Vải các loại,4,2022,1449555.5949999995,
Vải các loại,5,2022,1598110.9970000002,
Vải các loại,6,2022,1304745.5039999995,
Vải các loại,7,2022,1157940.831000001,
Vải các loại,8,2022,1204310.3669999994,
Vải các loại,9,2022,1129857.2480000004,
Vải các loại,10,2022,1062653.0400000017,
Vải các loại,11,2022,1160812.1060000013,
Vải các loại,12,2022,1040251.417,
"Nguyên phụ liệu dệt, may, da giày",1,2022,563910.545,
"Nguyên phụ liệu dệt, may, da giày",2,2022,443518.9989999999,
"Nguyên phụ liệu dệt, may, da giày",3,2022,576943.2720000002,
"Nguyên phụ liệu dệt, may, da giày",4,2022,684313.0219999998,
"Nguyên phụ liệu dệt, may, da giày",5,2022,673079.9020000001,
"Nguyên phụ liệu dệt, may, da giày",6,2022,580191.1039999997,
"Nguyên phụ liệu dệt, may, da giày",7,2022,545539.1529999998,
"Nguyên phụ liệu dệt, may, da giày",8,2022,573418.151,
"Nguyên phụ liệu dệt, may, da giày",9,2022,595652.2940000001,
"Nguyên phụ liệu dệt, may, da giày",10,2022,488744.7200000001,
"Nguyên phụ liệu dệt, may, da giày",11,2022,493393.1720000006,
"Nguyên phụ liệu dệt, may, da giày",12,2022,453162.97300000046,
Thủy tinh và các sản phẩm từ thủy tinh,1,2022,131024.618,
Thủy tinh và các sản phẩm từ thủy tinh,2,2022,92012.512,
Thủy tinh và các sản phẩm từ thủy tinh,3,2022,115455.54099999998,
Thủy tinh và các sản phẩm từ thủy tinh,4,2022,125099.18800000004,
Thủy tinh và các sản phẩm từ thủy tinh,5,2022,134127.80399999995,
Thủy tinh và các sản phẩm từ thủy tinh,6,2022,161366.78100000013,
Thủy tinh và các sản phẩm từ thủy tinh,7,2022,163354.49299999996,
Thủy tinh và các sản phẩm từ thủy tinh,8,2022,158536.6789999997,
Thủy tinh và các sản phẩm từ thủy tinh,9,2022,120123.56799999993,
Thủy tinh và các sản phẩm từ thủy tinh,10,2022,129836.54500000011,
Thủy tinh và các sản phẩm từ thủy tinh,11,2022,121382.11199999992,
Thủy tinh và các sản phẩm từ thủy tinh,12,2022,127965.138,
"Đá quý, kim loại quý và sản phẩm",1,2022,89343.195,
"Đá quý, kim loại quý và sản phẩm",2,2022,99506.259,
"Đá quý, kim loại quý và sản phẩm",3,2022,123772.899,
"Đá quý, kim loại quý và sản phẩm",4,2022,129763.095,
"Đá quý, kim loại quý và sản phẩm",5,2022,125164.25100000008,
"Đá quý, kim loại quý và sản phẩm",6,2022,94597.54400000002,
"Đá quý, kim loại quý và sản phẩm",7,2022,110251.955,
"Đá quý, kim loại quý và sản phẩm",8,2022,106197.0970000001,
"Đá quý, kim loại quý và sản phẩm",9,2022,115469.982,
"Đá quý, kim loại quý và sản phẩm",10,2022,101197.22799999992,
"Đá quý, kim loại quý và sản phẩm",11,2022,93131.36200000024,
"Đá quý, kim loại quý và sản phẩm",12,2022,85815.33399999983,
Phế liệu sắt thép,1,2022,91132.62,339300.0
Phế liệu sắt thép,2,2022,155339.471,375482.0
Phế liệu sắt thép,3,2022,155970.98400000003,465535.0
Phế liệu sắt thép,4,2022,262908.5319999999,619315.0
Phế liệu sắt thép,5,2022,312614.54800000007,558665.0
Phế liệu sắt thép,6,2022,302348.52899999986,216416.0
Phế liệu sắt thép,7,2022,90657.94800000012,329914.0
Phế liệu sắt thép,8,2022,142084.99500000014,328362.0
Phế liệu sắt thép,9,2022,116285.58699999984,302615.0
Phế liệu sắt thép,10,2022,120401.15400000013,245856.0
Phế liệu sắt thép,11,2022,97933.06199999996,206380.0
Phế liệu sắt thép,12,2022,78050.09300000014,4164780.0
Sắt thép các loại,1,2022,1073230.658,895944.0
Sắt thép các loại,2,2022,937357.274,1098305.0
Sắt thép các loại,3,2022,1133910.7370000004,960663.0
Sắt thép các loại,4,2022,1036513.8959999996,1280439.0
Sắt thép các loại,5,2022,1408463.1649999998,1239161.0
Sắt thép các loại,6,2022,1383036.062999999,909609.0
Sắt thép các loại,7,2022,1033008.7430000004,784562.0
Sắt thép các loại,8,2022,847712.3269999996,743456.0
Sắt thép các loại,9,2022,711739.0309999995,831044.0
Sắt thép các loại,10,2022,730686.7520000003,969674.0
Sắt thép các loại,11,2022,812050.1789999995,947585.0
Sắt thép các loại,12,2022,812470.5320000015,11679503.0
Sản phẩm từ sắt thép,1,2022,435178.306,
Sản phẩm từ sắt thép,2,2022,336787.458,
Sản phẩm từ sắt thép,3,2022,392225.2949999999,
Sản phẩm từ sắt thép,4,2022,405510.3520000002,
Sản phẩm từ sắt thép,5,2022,450190.11899999995,
Sản phẩm từ sắt thép,6,2022,498514.8570000001,
Sản phẩm từ sắt thép,7,2022,506228.3180000002,
Sản phẩm từ sắt thép,8,2022,515602.2080000001,
Sản phẩm từ sắt thép,9,2022,462836.9209999994,
Sản phẩm từ sắt thép,10,2022,453836.9260000002,
Sản phẩm từ sắt thép,11,2022,504696.56500000064,
Sản phẩm từ sắt thép,12,2022,437607.4909999997,
Kim loại thường khác,1,2022,729917.26,148774.0
Kim loại thường khác,2,2022,746638.04,184978.0
Kim loại thường khác,3,2022,842332.89,169230.0
Kim loại thường khác,4,2022,872948.49,183079.0
Kim loại thường khác,5,2022,967626.99,168630.0
Kim loại thường khác,6,2022,867999.51,167439.0
Kim loại thường khác,7,2022,810157.82,175240.0
Kim loại thường khác,8,2022,815919.44,132847.0
Kim loại thường khác,9,2022,600140.16,142305.0
Kim loại thường khác,10,2022,639370.3,158759.0
Kim loại thường khác,11,2022,679888.84,162824.0
Kim loại thường khác,12,2022,680958.36,1949742.0
Sản phẩm từ kim loại thường khác,1,2022,154255.42,
Sản phẩm từ kim loại thường khác,2,2022,121913.30999999995,
Sản phẩm từ kim loại thường khác,3,2022,154036.49000000002,
Sản phẩm từ kim loại thường khác,4,2022,182085.97,
Sản phẩm từ kim loại thường khác,5,2022,177523.81700000007,
Sản phẩm từ kim loại thường khác,6,2022,194446.6950000001,
Sản phẩm từ kim loại thường khác,7,2022,194702.291,
Sản phẩm từ kim loại thường khác,8,2022,180251.014,
Sản phẩm từ kim loại thường khác,9,2022,166453.86700000011,
Sản phẩm từ kim loại thường khác,10,2022,163402.1239999999,
Sản phẩm từ kim loại thường khác,11,2022,171356.33900000018,
Sản phẩm từ kim loại thường khác,12,2022,161052.60899999997,
"Máy vi tính, sản phẩm điện tử & linh kiện",1,2022,7120659.929,
"Máy vi tính, sản phẩm điện tử & linh kiện",2,2022,6604694.071,
"Máy vi tính, sản phẩm điện tử & linh kiện",3,2022,8002855.6499999985,
"Máy vi tính, sản phẩm điện tử & linh kiện",4,2022,7489332.137000002,
"Máy vi tính, sản phẩm điện tử & linh kiện",5,2022,7029746.597999997,
"Máy vi tính, sản phẩm điện tử & linh kiện",6,2022,6758030.586000003,
"Máy vi tính, sản phẩm điện tử & linh kiện",7,2022,7097097.512999997,
"Máy vi tính, sản phẩm điện tử & linh kiện",8,2022,7134329.741000004,
"Máy vi tính, sản phẩm điện tử & linh kiện",9,2022,6731727.614,
"Máy vi tính, sản phẩm điện tử & linh kiện",10,2022,6477925.393999994,
"Máy vi tính, sản phẩm điện tử & linh kiện",11,2022,5627301.225000009,
"Máy vi tính, sản phẩm điện tử & linh kiện",12,2022,5810533.15699999,
Hàng điện gia dụng và linh kiện,1,2022,213893.256,
Hàng điện gia dụng và linh kiện,2,2022,183020.63,
Hàng điện gia dụng và linh kiện,3,2022,247696.83800000005,
Hàng điện gia dụng và linh kiện,4,2022,265193.192,
Hàng điện gia dụng và linh kiện,5,2022,233610.435,
Hàng điện gia dụng và linh kiện,6,2022,209453.7439999999,
Hàng điện gia dụng và linh kiện,7,2022,167064.35499999992,
Hàng điện gia dụng và linh kiện,8,2022,163990.1459999999,
Hàng điện gia dụng và linh kiện,9,2022,156893.40899999993,
Hàng điện gia dụng và linh kiện,10,2022,168619.8830000001,
Hàng điện gia dụng và linh kiện,11,2022,170934.92699999985,
Hàng điện gia dụng và linh kiện,12,2022,158052.24400000012,
Điện thoại các loại và linh kiện,1,2022,2009859.257,
Điện thoại các loại và linh kiện,2,2022,1634834.488,
Điện thoại các loại và linh kiện,3,2022,1892510.3829999997,
Điện thoại các loại và linh kiện,4,2022,1838948.5190000008,
Điện thoại các loại và linh kiện,5,2022,1473312.505000001,
Điện thoại các loại và linh kiện,6,2022,1428926.829,
Điện thoại các loại và linh kiện,7,2022,1800138.3410000002,
Điện thoại các loại và linh kiện,8,2022,1787585.0989999988,
Điện thoại các loại và linh kiện,9,2022,1922433.5279999992,
Điện thoại các loại và linh kiện,10,2022,1988387.2020000017,
Điện thoại các loại và linh kiện,11,2022,1937387.0249999969,
Điện thoại các loại và linh kiện,12,2022,1411848.157,
Máy ảnh máy quay phim và linh kiện,1,2022,175354.014,
Máy ảnh máy quay phim và linh kiện,2,2022,137246.116,
Máy ảnh máy quay phim và linh kiện,3,2022,172271.53899999996,
Máy ảnh máy quay phim và linh kiện,4,2022,169687.743,
Máy ảnh máy quay phim và linh kiện,5,2022,146299.26399999994,
Máy ảnh máy quay phim và linh kiện,6,2022,170391.81799999994,
Máy ảnh máy quay phim và linh kiện,7,2022,193230.854,
Máy ảnh máy quay phim và linh kiện,8,2022,256582.05600000007,
Máy ảnh máy quay phim và linh kiện,9,2022,251477.68799999985,
Máy ảnh máy quay phim và linh kiện,10,2022,230529.59799999997,
Máy ảnh máy quay phim và linh kiện,11,2022,208241.79799999992,
Máy ảnh máy quay phim và linh kiện,12,2022,226475.327,
"Máy móc, thiết bị, dụng cụ & phụ tùng",1,2022,3927485.837,
"Máy móc, thiết bị, dụng cụ & phụ tùng",2,2022,3037634.3070000005,
"Máy móc, thiết bị, dụng cụ & phụ tùng",3,2022,3564193.786,
"Máy móc, thiết bị, dụng cụ & phụ tùng",4,2022,3823824.408999999,
"Máy móc, thiết bị, dụng cụ & phụ tùng",5,2022,3999976.8019999983,
"Máy móc, thiết bị, dụng cụ & phụ tùng",6,2022,4110714.415000004,
"Máy móc, thiết bị, dụng cụ & phụ tùng",7,2022,4174073.906999999,
"Máy móc, thiết bị, dụng cụ & phụ tùng",8,2022,4096323.664000002,
"Máy móc, thiết bị, dụng cụ & phụ tùng",9,2022,3727828.216999998,
"Máy móc, thiết bị, dụng cụ & phụ tùng",10,2022,3369250.021000003,
"Máy móc, thiết bị, dụng cụ & phụ tùng",11,2022,3809206.099999999,
"Máy móc, thiết bị, dụng cụ & phụ tùng",12,2022,3552152.3019999913,
Dây điện và dây cáp điện,1,2022,203734.026,
Dây điện và dây cáp điện,2,2022,174564.477,
Dây điện và dây cáp điện,3,2022,179821.74,
Dây điện và dây cáp điện,4,2022,214813.29599999997,
Dây điện và dây cáp điện,5,2022,224596.07200000004,
Dây điện và dây cáp điện,6,2022,213692.473,
Dây điện và dây cáp điện,7,2022,210847.68200000003,
Dây điện và dây cáp điện,8,2022,213076.8999999999,
Dây điện và dây cáp điện,9,2022,194517.061,
Dây điện và dây cáp điện,10,2022,191924.57900000017,
Dây điện và dây cáp điện,11,2022,207756.8770000001,
Dây điện và dây cáp điện,12,2022,211715.86600000015,
Ô tô nguyên chiếc các loại (*),1,2022,126992.77,9166.0
Ô tô nguyên chiếc các loại (*),2,2022,211605.86,10302.0
Ô tô nguyên chiếc các loại (*),3,2022,233862.38,12997.0
Ô tô nguyên chiếc các loại (*),4,2022,342785.66,13934.0
Ô tô nguyên chiếc các loại (*),5,2022,363501.6,12808.0
Ô tô nguyên chiếc các loại (*),6,2022,294081.88,14295.0
Ô tô nguyên chiếc các loại (*),7,2022,296954.02300000004,18213.0
Ô tô nguyên chiếc các loại (*),8,2022,381087.7039999999,18257.0
Ô tô nguyên chiếc các loại (*),9,2022,363637.4580000001,14356.0
Ô tô nguyên chiếc các loại (*),10,2022,319878.9840000002,22738.0
Ô tô nguyên chiếc các loại (*),11,2022,470161.0099999998,21877.0
Ô tô nguyên chiếc các loại (*),12,2022,432193.16800000006,173467.0
Ô tô 9 chỗ ngồi trở xuống,1,2022,98795.804,8067.0
Ô tô 9 chỗ ngồi trở xuống,2,2022,159897.582,8746.0
Ô tô 9 chỗ ngồi trở xuống,3,2022,175497.34500000003,9300.0
Ô tô 9 chỗ ngồi trở xuống,4,2022,181280.17099999997,9248.0
Ô tô 9 chỗ ngồi trở xuống,5,2022,191770.412,9681.0
Ô tô 9 chỗ ngồi trở xuống,6,2022,177689.15799999994,11943.0
Ô tô 9 chỗ ngồi trở xuống,7,2022,213840.07200000004,16124.0
Ô tô 9 chỗ ngồi trở xuống,8,2022,290363.40600000013,15599.0
Ô tô 9 chỗ ngồi trở xuống,9,2022,272802.59,12403.0
Ô tô 9 chỗ ngồi trở xuống,10,2022,246858.70199999984,20720.0
Ô tô 9 chỗ ngồi trở xuống,11,2022,409737.53299999953,19073.0
Ô tô 9 chỗ ngồi trở xuống,12,2022,349876.43300000083,144912.0
Ô tô trên 9 chỗ ngồi,1,2022,513.6,
Ô tô trên 9 chỗ ngồi,4,2022,,19.0
Ô tô trên 9 chỗ ngồi,5,2022,155.644,71.0
Ô tô trên 9 chỗ ngồi,6,2022,898.804,
Ô tô trên 9 chỗ ngồi,9,2022,,57.0
Ô tô trên 9 chỗ ngồi,10,2022,485.72300000000007,301.0
Ô tô trên 9 chỗ ngồi,11,2022,8382.192,375.0
Ô tô trên 9 chỗ ngồi,12,2022,8194.603,836.0
Ô tô tải,1,2022,11678.047,309.0
Ô tô tải,2,2022,18931.941,997.0
Ô tô tải,3,2022,30464.284,2164.0
Ô tô tải,4,2022,94344.004,3055.0
Ô tô tải,5,2022,102594.475,2203.0
Ô tô tải,6,2022,70533.56800000001,1699.0
Ô tô tải,7,2022,50112.15099999997,1475.0
Ô tô tải,8,2022,46409.462,1644.0
Ô tô tải,9,2022,47225.892000000065,1105.0
Ô tô tải,10,2022,37350.03300000001,1344.0
Ô tô tải,11,2022,30726.855000000058,1712.0
Ô tô tải,12,2022,40687.08199999989,17967.0
"Linh kiện, phụ tùng ô tô",1,2022,394999.762,
"Linh kiện, phụ tùng ô tô",2,2022,392308.395,
"Linh kiện, phụ tùng ô tô",3,2022,479357.647,
"Linh kiện, phụ tùng ô tô",4,2022,484593.2479999998,
"Linh kiện, phụ tùng ô tô",5,2022,547086.5690000003,
"Linh kiện, phụ tùng ô tô",6,2022,476210.8330000002,
"Linh kiện, phụ tùng ô tô",7,2022,487900.664,
"Linh kiện, phụ tùng ô tô",8,2022,529462.4080000004,
"Linh kiện, phụ tùng ô tô",9,2022,507928.91400000046,
"Linh kiện, phụ tùng ô tô",10,2022,509297.7669999997,
"Linh kiện, phụ tùng ô tô",11,2022,534776.472999999,
"Linh kiện, phụ tùng ô tô",12,2022,499204.451,
Xe máy và linh kiện,1,2022,58615.847,
Xe máy và linh kiện,2,2022,54712.302,
Xe máy và linh kiện,3,2022,66384.57,
Xe máy và linh kiện,4,2022,68118.38999999998,
Xe máy và linh kiện,5,2022,65296.517,
Xe máy và linh kiện,6,2022,72350.84100000001,
Xe máy và linh kiện,7,2022,71086.26500000001,
Xe máy và linh kiện,8,2022,73630.40299999996,
Xe máy và linh kiện,9,2022,66375.79800000001,
Xe máy và linh kiện,10,2022,72379.74499999994,
Xe máy và linh kiện,11,2022,73217.36300000019,
Xe máy và linh kiện,12,2022,64979.749000000134,
Phương tiện vận tải khác và phụ tùng,1,2022,94459.513,
Phương tiện vận tải khác và phụ tùng,2,2022,64160.516,
Phương tiện vận tải khác và phụ tùng,3,2022,112924.35899999995,
Phương tiện vận tải khác và phụ tùng,4,2022,99401.331,
Phương tiện vận tải khác và phụ tùng,5,2022,152736.83500000005,
Phương tiện vận tải khác và phụ tùng,6,2022,209322.5379999999,
Phương tiện vận tải khác và phụ tùng,7,2022,97522.57599999994,
Phương tiện vận tải khác và phụ tùng,8,2022,98761.18700000017,
Phương tiện vận tải khác và phụ tùng,9,2022,121249.48200000005,
Phương tiện vận tải khác và phụ tùng,10,2022,153120.89800000002,
Phương tiện vận tải khác và phụ tùng,11,2022,116507.81799999994,
Phương tiện vận tải khác và phụ tùng,12,2022,88920.63599999988,
Hàng hoá khác,1,2022,1644143.407,
Hàng hoá khác,2,2022,1405180.113,
Hàng hoá khác,3,2022,1752775.495,
Hàng hoá khác,4,2022,1592139.069,
Hàng hoá khác,5,2022,1799786.0449999997,
Hàng hoá khác,6,2022,1731732.53,
Hàng hoá khác,7,2022,1705107.6900000002,
Hàng hoá khác,8,2022,1624189.3740000003,
Hàng hoá khác,9,2022,1442152.4540000006,
Hàng hoá khác,10,2022,1628672.2960000008,
Hàng hoá khác,11,2022,1627109.928000002,
Hàng hoá khác,12,2022,1760153.802,
T/đó: Khu vực có vốn ĐTTTNN,1,2023,15529779.203,
T/đó: Khu vực có vốn ĐTTTNN,2,2023,15339425.608,
T/đó: Khu vực có vốn ĐTTTNN,3,2023,17831103.863999993,
T/đó: Khu vực có vốn ĐTTTNN,4,2023,16215528.618000004,
T/đó: Khu vực có vốn ĐTTTNN,5,2023,16761357.121000009,
T/đó: Khu vực có vốn ĐTTTNN,6,2023,16938948.952999994,
T/đó: Khu vực có vốn ĐTTTNN,7,2023,16658751.200000005,
T/đó: Khu vực có vốn ĐTTTNN,8,2023,18841962.152999997,
T/đó: Khu vực có vốn ĐTTTNN,9,2023,18523267.03,
T/đó: Khu vực có vốn ĐTTTNN,10,2023,18894186.636999995,
T/đó: Khu vực có vốn ĐTTTNN,11,2023,19028385.004000008,
T/đó: Khu vực có vốn ĐTTTNN,12,2023,18502464.632,
Hàng thủy sản,1,2023,188521.794,
Hàng thủy sản,2,2023,229335.896,
Hàng thủy sản,3,2023,245800.661,
Hàng thủy sản,4,2023,192728.739,
Hàng thủy sản,5,2023,195087.30099999992,
Hàng thủy sản,6,2023,219359.56999999977,
Hàng thủy sản,7,2023,225521.51400000017,
Hàng thủy sản,8,2023,238201.32399999996,
Hàng thủy sản,9,2023,208034.28499999983,
Hàng thủy sản,10,2023,197643.7369999999,
Hàng thủy sản,11,2023,228497.61000000004,
Hàng thủy sản,12,2023,221823.3080000002,
Sữa và sản phẩm sữa,1,2023,88961.629,
Sữa và sản phẩm sữa,2,2023,105645.383,
Sữa và sản phẩm sữa,3,2023,122017.85600000004,
Sữa và sản phẩm sữa,4,2023,89766.936,
Sữa và sản phẩm sữa,5,2023,111944.14600000002,
Sữa và sản phẩm sữa,6,2023,93788.87400000004,
Sữa và sản phẩm sữa,7,2023,97999.83099999996,
