Mặt hàng,Tháng,Năm,Lượng,Trị Giá
Sản phẩm từ cao su,12,2019,,81812.16
Gỗ và sản phẩm gỗ,1,2019,,251126.69
Gỗ và sản phẩm gỗ,2,2019,,120101.65
Gỗ và sản phẩm gỗ,3,2019,,209082.12
Gỗ và sản phẩm gỗ,4,2019,,196046.04
Gỗ và sản phẩm gỗ,5,2019,,239799.82
Gỗ và sản phẩm gỗ,6,2019,,217644.01
Gỗ và sản phẩm gỗ,7,2019,,223471.91
Gỗ và sản phẩm gỗ,8,2019,,217861.49
Gỗ và sản phẩm gỗ,9,2019,,199130.51
Gỗ và sản phẩm gỗ,10,2019,,210991.54
Gỗ và sản phẩm gỗ,11,2019,,216247.03
Gỗ và sản phẩm gỗ,12,2019,,241354.13
Giấy các loại,1,2019,164788.0,154121.92
Giấy các loại,2,2019,112364.0,107230.41
Giấy các loại,3,2019,160461.0,150573.72
Giấy các loại,4,2019,149256.0,138039.56
Giấy các loại,5,2019,175576.0,162325.61
Giấy các loại,6,2019,152309.0,140818.26
Giấy các loại,7,2019,189201.0,173485.91
Giấy các loại,8,2019,178192.0,144705.2
Giấy các loại,9,2019,168868.0,141182.11
Giấy các loại,10,2019,206801.0,162130.04
Giấy các loại,11,2019,183257.0,146690.3
Giấy các loại,12,2019,203079.0,164796.04
Sản phẩm từ giấy,1,2019,,62495.88
Sản phẩm từ giấy,2,2019,,38910.29
Sản phẩm từ giấy,3,2019,,64123.43
Sản phẩm từ giấy,4,2019,,58177.97
Sản phẩm từ giấy,5,2019,,68838.82
Sản phẩm từ giấy,6,2019,,60782.64
Sản phẩm từ giấy,7,2019,,67978.87
Sản phẩm từ giấy,8,2019,,63054.18
Sản phẩm từ giấy,9,2019,,65280.39
Sản phẩm từ giấy,10,2019,,71906.5
Sản phẩm từ giấy,11,2019,,75242.54
Sản phẩm từ giấy,12,2019,,82862.6
Bông các loại,1,2019,139041.0,260646.54
Bông các loại,2,2019,90443.0,167667.07
Bông các loại,3,2019,150317.0,282302.64
Bông các loại,4,2019,141304.0,259939.18
Bông các loại,5,2019,145148.0,262139.03
Bông các loại,6,2019,143238.0,257602.6
Bông các loại,7,2019,133223.0,239737.54
Bông các loại,8,2019,102823.0,181925.48
Bông các loại,9,2019,94456.0,158228.67
Bông các loại,10,2019,106997.0,174765.86
Bông các loại,11,2019,102323.0,163766.77
Bông các loại,12,2019,101793.0,161710.34
"Xơ, sợi dệt các loại",1,2019,93237.0,211323.71
"Xơ, sợi dệt các loại",2,2019,57414.0,127770.99
"Xơ, sợi dệt các loại",3,2019,99067.0,225797.47
"Xơ, sợi dệt các loại",4,2019,90897.0,211842.02
"Xơ, sợi dệt các loại",5,2019,104003.0,244093.29
"Xơ, sợi dệt các loại",6,2019,83889.0,194742.01
"Xơ, sợi dệt các loại",7,2019,97858.0,214697.84
"Xơ, sợi dệt các loại",8,2019,95185.0,195112.88
"Xơ, sợi dệt các loại",9,2019,95197.0,193806.23
"Xơ, sợi dệt các loại",10,2019,92509.0,198064.45
"Xơ, sợi dệt các loại",11,2019,95470.0,192351.15
"Xơ, sợi dệt các loại",12,2019,100786.0,199917.02
Vải các loại,1,2019,,1157731.01
Vải các loại,2,2019,,632692.03
Vải các loại,3,2019,,1081692.41
Vải các loại,4,2019,,1206866.39
Vải các loại,5,2019,,1368025.95
Vải các loại,6,2019,,1117951.15
Vải các loại,7,2019,,1157193.27
Vải các loại,8,2019,,997315.05
Vải các loại,9,2019,,1014899.07
Vải các loại,10,2019,,1219876.87
Vải các loại,11,2019,,1174406.14
Vải các loại,12,2019,,1147875.65
"Nguyên phụ liệu dệt, may, da giày",1,2019,,478429.57
"Nguyên phụ liệu dệt, may, da giày",2,2019,,326603.49
"Nguyên phụ liệu dệt, may, da giày",3,2019,,523969.61
"Nguyên phụ liệu dệt, may, da giày",4,2019,,528119.8
"Nguyên phụ liệu dệt, may, da giày",5,2019,,609287.62
"Nguyên phụ liệu dệt, may, da giày",6,2019,,464953.92
"Nguyên phụ liệu dệt, may, da giày",7,2019,,526146.06
"Nguyên phụ liệu dệt, may, da giày",8,2019,,471578.19
"Nguyên phụ liệu dệt, may, da giày",9,2019,,455720.64
"Nguyên phụ liệu dệt, may, da giày",10,2019,,529265.89
"Nguyên phụ liệu dệt, may, da giày",11,2019,,491941.62
"Nguyên phụ liệu dệt, may, da giày",12,2019,,465487.39
Thủy tinh và các sản phẩm từ thủy tinh,1,2019,,93587.42
Thủy tinh và các sản phẩm từ thủy tinh,2,2019,,45042.23
Thủy tinh và các sản phẩm từ thủy tinh,3,2019,,88752.23
Thủy tinh và các sản phẩm từ thủy tinh,4,2019,,81772.68
Thủy tinh và các sản phẩm từ thủy tinh,5,2019,,95454.26
Thủy tinh và các sản phẩm từ thủy tinh,6,2019,,86065.5
Thủy tinh và các sản phẩm từ thủy tinh,7,2019,,121549.25
Thủy tinh và các sản phẩm từ thủy tinh,8,2019,,126713.96
Thủy tinh và các sản phẩm từ thủy tinh,9,2019,,118069.04
Thủy tinh và các sản phẩm từ thủy tinh,10,2019,,127998.14
Thủy tinh và các sản phẩm từ thủy tinh,11,2019,,128331.72
Thủy tinh và các sản phẩm từ thủy tinh,12,2019,,126199.35
"Đá quý, kim loại quý và sản phẩm",1,2019,,58900.41
"Đá quý, kim loại quý và sản phẩm",2,2019,,48447.88
"Đá quý, kim loại quý và sản phẩm",3,2019,,60132.68
"Đá quý, kim loại quý và sản phẩm",4,2019,,48374.56
"Đá quý, kim loại quý và sản phẩm",5,2019,,61856.09
"Đá quý, kim loại quý và sản phẩm",6,2019,,49982.66
"Đá quý, kim loại quý và sản phẩm",7,2019,,81425.74
"Đá quý, kim loại quý và sản phẩm",8,2019,,64810.22
"Đá quý, kim loại quý và sản phẩm",9,2019,,75235.29
"Đá quý, kim loại quý và sản phẩm",10,2019,,74622.24
"Đá quý, kim loại quý và sản phẩm",11,2019,,67117.62
"Đá quý, kim loại quý và sản phẩm",12,2019,,72387.45
Phế liệu sắt thép,1,2019,274550.0,89459.54
Phế liệu sắt thép,2,2019,212690.0,59757.42
Phế liệu sắt thép,3,2019,360429.0,118426.65
Phế liệu sắt thép,4,2019,650123.0,197282.36
Phế liệu sắt thép,5,2019,485709.0,170277.87
Phế liệu sắt thép,6,2019,420124.0,127131.6
Phế liệu sắt thép,7,2019,487614.0,157697.54
Phế liệu sắt thép,8,2019,616355.0,183173.0
Phế liệu sắt thép,9,2019,700217.0,218547.38
Phế liệu sắt thép,10,2019,451645.0,125894.77
Phế liệu sắt thép,11,2019,395105.0,94746.13
Phế liệu sắt thép,12,2019,528690.0,118873.61
Sắt thép các loại,1,2019,1151610.0,800474.67
Sắt thép các loại,2,2019,866037.0,562644.56
Sắt thép các loại,3,2019,1354086.0,899213.55
Sắt thép các loại,4,2019,1296068.0,866547.09
Sắt thép các loại,5,2019,1449222.0,976256.89
Sắt thép các loại,6,2019,1036192.0,718606.98
Sắt thép các loại,7,2019,1226642.0,814000.97
Sắt thép các loại,8,2019,1268013.0,820451.85
Sắt thép các loại,9,2019,1162972.0,753152.86
Sắt thép các loại,10,2019,1430202.0,887736.95
Sắt thép các loại,11,2019,1121623.0,685968.03
Sắt thép các loại,12,2019,1192397.0,722834.73
Sản phẩm từ sắt thép,1,2019,,378125.42
Sản phẩm từ sắt thép,2,2019,,223526.81
Sản phẩm từ sắt thép,3,2019,,315253.64
Sản phẩm từ sắt thép,4,2019,,326867.31
Sản phẩm từ sắt thép,5,2019,,358458.71
Sản phẩm từ sắt thép,6,2019,,304822.3
Sản phẩm từ sắt thép,7,2019,,384667.24
Sản phẩm từ sắt thép,8,2019,,348157.0
Sản phẩm từ sắt thép,9,2019,,366244.08
Sản phẩm từ sắt thép,10,2019,,378730.51
Sản phẩm từ sắt thép,11,2019,,325535.7
Sản phẩm từ sắt thép,12,2019,,363331.84
Kim loại thường khác,1,2019,153444.0,552978.72
Kim loại thường khác,2,2019,98955.0,375871.59
Kim loại thường khác,3,2019,149741.0,564138.47
Kim loại thường khác,4,2019,152694.0,558575.24
Kim loại thường khác,5,2019,162301.0,588623.77
Kim loại thường khác,6,2019,143629.0,514896.87
Kim loại thường khác,7,2019,157666.0,534507.89
Kim loại thường khác,8,2019,155601.0,512031.8
Kim loại thường khác,9,2019,171233.0,549619.91
Kim loại thường khác,10,2019,187834.0,565508.09
Kim loại thường khác,11,2019,170002.0,536715.84
Kim loại thường khác,12,2019,167266.0,532500.27
Sản phẩm từ kim loại thường khác,1,2019,,139644.6
Sản phẩm từ kim loại thường khác,2,2019,,65103.79
Sản phẩm từ kim loại thường khác,3,2019,,125338.41
Sản phẩm từ kim loại thường khác,4,2019,,116267.54
Sản phẩm từ kim loại thường khác,5,2019,,156275.51
Sản phẩm từ kim loại thường khác,6,2019,,135392.89
Sản phẩm từ kim loại thường khác,7,2019,,165272.74
Sản phẩm từ kim loại thường khác,8,2019,,137321.48
Sản phẩm từ kim loại thường khác,9,2019,,127348.05
Sản phẩm từ kim loại thường khác,10,2019,,129718.09
Sản phẩm từ kim loại thường khác,11,2019,,162285.42
Sản phẩm từ kim loại thường khác,12,2019,,147917.15
"Máy vi tính, sản phẩm điện tử & linh kiện",1,2019,,3890900.64
"Máy vi tính, sản phẩm điện tử & linh kiện",2,2019,,3228554.18
"Máy vi tính, sản phẩm điện tử & linh kiện",3,2019,,4668620.2
"Máy vi tính, sản phẩm điện tử & linh kiện",4,2019,,3990293.03
"Máy vi tính, sản phẩm điện tử & linh kiện",5,2019,,4338337.74
"Máy vi tính, sản phẩm điện tử & linh kiện",6,2019,,3787631.99
"Máy vi tính, sản phẩm điện tử & linh kiện",7,2019,,4715353.35
"Máy vi tính, sản phẩm điện tử & linh kiện",8,2019,,4929788.76
"Máy vi tính, sản phẩm điện tử & linh kiện",9,2019,,4705291.69
"Máy vi tính, sản phẩm điện tử & linh kiện",10,2019,,4429311.28
"Máy vi tính, sản phẩm điện tử & linh kiện",11,2019,,4365576.44
"Máy vi tính, sản phẩm điện tử & linh kiện",12,2019,,4303613.03
Hàng điện gia dụng và linh kiện,1,2019,,143689.24
Hàng điện gia dụng và linh kiện,2,2019,,137949.19
Hàng điện gia dụng và linh kiện,3,2019,,207856.86
Hàng điện gia dụng và linh kiện,4,2019,,199474.35
Hàng điện gia dụng và linh kiện,5,2019,,221170.65
Hàng điện gia dụng và linh kiện,6,2019,,161805.73
Hàng điện gia dụng và linh kiện,7,2019,,158471.3
Hàng điện gia dụng và linh kiện,8,2019,,120815.75
Hàng điện gia dụng và linh kiện,9,2019,,128526.85
Hàng điện gia dụng và linh kiện,10,2019,,157105.21
Hàng điện gia dụng và linh kiện,11,2019,,166457.25
Hàng điện gia dụng và linh kiện,12,2019,,189540.29
Điện thoại các loại và linh kiện,1,2019,,1157421.65
Điện thoại các loại và linh kiện,2,2019,,668584.9
Điện thoại các loại và linh kiện,3,2019,,961590.88
Điện thoại các loại và linh kiện,4,2019,,1023588.72
Điện thoại các loại và linh kiện,5,2019,,1044260.15
Điện thoại các loại và linh kiện,6,2019,,959810.69
Điện thoại các loại và linh kiện,7,2019,,1431422.04
Điện thoại các loại và linh kiện,8,2019,,1725122.06
Điện thoại các loại và linh kiện,9,2019,,1657675.34
Điện thoại các loại và linh kiện,10,2019,,1516998.43
Điện thoại các loại và linh kiện,11,2019,,1219914.15
Điện thoại các loại và linh kiện,12,2019,,1249236.34
Máy ảnh máy quay phim và linh kiện,1,2019,,187088.47
Máy ảnh máy quay phim và linh kiện,2,2019,,157475.0
Máy ảnh máy quay phim và linh kiện,3,2019,,191404.53
Máy ảnh máy quay phim và linh kiện,4,2019,,212127.61
Máy ảnh máy quay phim và linh kiện,5,2019,,221149.53
Máy ảnh máy quay phim và linh kiện,6,2019,,195895.44
Máy ảnh máy quay phim và linh kiện,7,2019,,250592.17
Máy ảnh máy quay phim và linh kiện,8,2019,,255314.36
Máy ảnh máy quay phim và linh kiện,9,2019,,281479.87
Máy ảnh máy quay phim và linh kiện,10,2019,,261792.7
Máy ảnh máy quay phim và linh kiện,11,2019,,211891.4
Máy ảnh máy quay phim và linh kiện,12,2019,,215573.02
"Máy móc, thiết bị, dụng cụ & phụ tùng",1,2019,,3412652.07
"Máy móc, thiết bị, dụng cụ & phụ tùng",2,2019,,2107768.99
"Máy móc, thiết bị, dụng cụ & phụ tùng",3,2019,,3046759.37
"Máy móc, thiết bị, dụng cụ & phụ tùng",4,2019,,3006796.66
"Máy móc, thiết bị, dụng cụ & phụ tùng",5,2019,,3260641.66
"Máy móc, thiết bị, dụng cụ & phụ tùng",6,2019,,2811533.48
"Máy móc, thiết bị, dụng cụ & phụ tùng",7,2019,,3174338.39
"Máy móc, thiết bị, dụng cụ & phụ tùng",8,2019,,3159201.37
"Máy móc, thiết bị, dụng cụ & phụ tùng",9,2019,,2906162.92
"Máy móc, thiết bị, dụng cụ & phụ tùng",10,2019,,3140320.33
"Máy móc, thiết bị, dụng cụ & phụ tùng",11,2019,,3114320.12
"Máy móc, thiết bị, dụng cụ & phụ tùng",12,2019,,3608110.79
Dây điện và dây cáp điện,1,2019,,128279.32
Dây điện và dây cáp điện,2,2019,,89406.52
Dây điện và dây cáp điện,3,2019,,144034.16
Dây điện và dây cáp điện,4,2019,,155983.43
Dây điện và dây cáp điện,5,2019,,146028.65
Dây điện và dây cáp điện,6,2019,,131212.79
Dây điện và dây cáp điện,7,2019,,159201.84
Dây điện và dây cáp điện,8,2019,,161815.88
Dây điện và dây cáp điện,9,2019,,120661.93
Dây điện và dây cáp điện,10,2019,,141577.0
Dây điện và dây cáp điện,11,2019,,143347.38
Dây điện và dây cáp điện,12,2019,,147629.47
Ô tô nguyên chiếc các loại,1,2019,11658.0,273829.96
Ô tô nguyên chiếc các loại,2,2019,14119.0,300230.79
Ô tô nguyên chiếc các loại,3,2019,13223.0,308982.55
Ô tô nguyên chiếc các loại,4,2019,11682.0,242572.16
Ô tô nguyên chiếc các loại,5,2019,14113.0,299537.38
Ô tô nguyên chiếc các loại,6,2019,10642.0,255212.05
Ô tô nguyên chiếc các loại,7,2019,11255.0,254409.03
Ô tô nguyên chiếc các loại,8,2019,9237.0,201231.26
Ô tô nguyên chiếc các loại,9,2019,11105.0,256237.37
Ô tô nguyên chiếc các loại,10,2019,16450.0,323271.93
Ô tô nguyên chiếc các loại,11,2019,10212.0,241073.7
Ô tô nguyên chiếc các loại,12,2019,6605.0,204737.8
Ô tô 9 chỗ ngồi trở xuống,1,2019,7862.0,168733.16
Ô tô 9 chỗ ngồi trở xuống,2,2019,10522.0,210281.55
Ô tô 9 chỗ ngồi trở xuống,3,2019,9038.0,177453.21
Ô tô 9 chỗ ngồi trở xuống,4,2019,8839.0,164493.88
Ô tô 9 chỗ ngồi trở xuống,5,2019,11409.0,198886.28
Ô tô 9 chỗ ngồi trở xuống,6,2019,7257.0,137951.5
Ô tô 9 chỗ ngồi trở xuống,7,2019,8136.0,160608.65
Ô tô 9 chỗ ngồi trở xuống,8,2019,7991.0,158212.64
Ô tô 9 chỗ ngồi trở xuống,9,2019,8176.0,162784.32
Ô tô 9 chỗ ngồi trở xuống,10,2019,12635.0,215005.02
Ô tô 9 chỗ ngồi trở xuống,11,2019,7396.0,137300.15
Ô tô 9 chỗ ngồi trở xuống,12,2019,3173.0,72715.21
Ô tô trên 9 chỗ ngồi,1,2019,69.0,2656.93
Ô tô trên 9 chỗ ngồi,2,2019,48.0,968.07
Ô tô trên 9 chỗ ngồi,4,2019,2.0,34.14
Ô tô trên 9 chỗ ngồi,5,2019,51.0,2932.52
Ô tô trên 9 chỗ ngồi,6,2019,12.0,91.92
Ô tô trên 9 chỗ ngồi,7,2019,17.0,138.84
Ô tô trên 9 chỗ ngồi,8,2019,13.0,370.99
Ô tô trên 9 chỗ ngồi,9,2019,12.0,95.36
Ô tô trên 9 chỗ ngồi,10,2019,19.0,1020.3
Ô tô trên 9 chỗ ngồi,11,2019,6.0,139.23
Ô tô trên 9 chỗ ngồi,12,2019,358.0,7411.5
Ô tô tải,1,2019,3452.0,77265.53
Ô tô tải,2,2019,3470.0,80911.53
Ô tô tải,3,2019,3668.0,90253.41
Ô tô tải,4,2019,2455.0,48447.38
Ô tô tải,5,2019,2113.0,66362.17
Ô tô tải,6,2019,2721.0,75949.56
Ô tô tải,7,2019,2926.0,67612.41
Ô tô tải,8,2019,704.0,22521.42
Ô tô tải,9,2019,2096.0,53566.97
Ô tô tải,10,2019,2836.0,60957.64
Ô tô tải,11,2019,1986.0,50695.43
Ô tô tải,12,2019,1983.0,70202.02
"Linh kiện, phụ tùng ô tô",1,2019,,326070.59
"Linh kiện, phụ tùng ô tô",2,2019,,304891.95
"Linh kiện, phụ tùng ô tô",3,2019,,347974.48
"Linh kiện, phụ tùng ô tô",4,2019,,318841.71
"Linh kiện, phụ tùng ô tô",5,2019,,357196.13
"Linh kiện, phụ tùng ô tô",6,2019,,292207.42
"Linh kiện, phụ tùng ô tô",7,2019,,444042.45
"Linh kiện, phụ tùng ô tô",8,2019,,347298.58
"Linh kiện, phụ tùng ô tô",9,2019,,336796.83
"Linh kiện, phụ tùng ô tô",10,2019,,394181.95
"Linh kiện, phụ tùng ô tô",11,2019,,343407.43
"Linh kiện, phụ tùng ô tô",12,2019,,348285.46
Xe máy và linh kiện,1,2019,,64471.71
Xe máy và linh kiện,2,2019,,47058.91
Xe máy và linh kiện,3,2019,,63499.07
Xe máy và linh kiện,4,2019,,57191.49
Xe máy và linh kiện,5,2019,,68302.15
Xe máy và linh kiện,6,2019,,60011.48
Xe máy và linh kiện,7,2019,,76469.6
Xe máy và linh kiện,8,2019,,70914.92
Xe máy và linh kiện,9,2019,,79193.03
Xe máy và linh kiện,10,2019,,74921.11
Xe máy và linh kiện,11,2019,,83182.63
Xe máy và linh kiện,12,2019,,102497.36
Phương tiện vận tải khác và phụ tùng,1,2019,,81979.68
Phương tiện vận tải khác và phụ tùng,2,2019,,70145.61
Phương tiện vận tải khác và phụ tùng,3,2019,,85580.39
Phương tiện vận tải khác và phụ tùng,4,2019,,106927.98
Phương tiện vận tải khác và phụ tùng,5,2019,,87527.48
Phương tiện vận tải khác và phụ tùng,6,2019,,88944.97
Phương tiện vận tải khác và phụ tùng,7,2019,,84257.02
Phương tiện vận tải khác và phụ tùng,8,2019,,69249.3
Phương tiện vận tải khác và phụ tùng,9,2019,,114272.5
Phương tiện vận tải khác và phụ tùng,10,2019,,91093.67
Phương tiện vận tải khác và phụ tùng,11,2019,,122303.53
Phương tiện vận tải khác và phụ tùng,12,2019,,111983.62
Hàng hoá khác,1,2019,,1094493.3
Hàng hoá khác,2,2019,,664622.7
Hàng hoá khác,3,2019,,1027722.84
Hàng hoá khác,4,2019,,1001132.3
Hàng hoá khác,5,2019,,1153355.96
Hàng hoá khác,6,2019,,1008356.13
Hàng hoá khác,7,2019,,1098862.01
Hàng hoá khác,8,2019,,1022130.81
Hàng hoá khác,9,2019,,1026057.64
Hàng hoá khác,10,2019,,1094192.3
Hàng hoá khác,11,2019,,1097989.44
Hàng hoá khác,12,2019,,1220288.13
T/đó: Khu vực có vốn ĐTTTNN,1,2020,,11816447.57
T/đó: Khu vực có vốn ĐTTTNN,2,2020,,12322245.22
T/đó: Khu vực có vốn ĐTTTNN,3,2020,,14379741.69
T/đó: Khu vực có vốn ĐTTTNN,4,2020,,11603033.1
T/đó: Khu vực có vốn ĐTTTNN,5,2020,,11124012.22
T/đó: Khu vực có vốn ĐTTTNN,6,2020,,12878345.45
T/đó: Khu vực có vốn ĐTTTNN,7,2020,,13776469.2
T/đó: Khu vực có vốn ĐTTTNN,8,2020,,14841264.75
T/đó: Khu vực có vốn ĐTTTNN,9,2020,,16071617.19
T/đó: Khu vực có vốn ĐTTTNN,10,2020,,15916985.76
T/đó: Khu vực có vốn ĐTTTNN,11,2020,,16290838.95
T/đó: Khu vực có vốn ĐTTTNN,12,2020,,17993266.13
Hàng thủy sản,1,2020,,117783.81
Hàng thủy sản,2,2020,,136107.65
Hàng thủy sản,3,2020,,154952.72
Hàng thủy sản,4,2020,,139785.68
Hàng thủy sản,5,2020,,150337.07
Hàng thủy sản,6,2020,,143428.94
Hàng thủy sản,7,2020,,151607.88
Hàng thủy sản,8,2020,,151148.31
Hàng thủy sản,9,2020,,162578.76
Hàng thủy sản,10,2020,,143134.8
Hàng thủy sản,11,2020,,144960.69
Hàng thủy sản,12,2020,,173506.46
Sữa và sản phẩm sữa,1,2020,,82597.05
Sữa và sản phẩm sữa,2,2020,,105642.77
Sữa và sản phẩm sữa,3,2020,,95425.44
Sữa và sản phẩm sữa,4,2020,,87619.84
Sữa và sản phẩm sữa,5,2020,,95479.26
Sữa và sản phẩm sữa,6,2020,,100931.54
Sữa và sản phẩm sữa,7,2020,,100685.19
Sữa và sản phẩm sữa,8,2020,,92816.94
Sữa và sản phẩm sữa,9,2020,,73743.07
Sữa và sản phẩm sữa,10,2020,,57369.47
Sữa và sản phẩm sữa,11,2020,,78719.78
Sữa và sản phẩm sữa,12,2020,,77157.72
Hàng rau quả,1,2020,,113720.3
Hàng rau quả,2,2020,,83893.06
Hàng rau quả,3,2020,,94814.64
Hàng rau quả,4,2020,,84472.66
Hàng rau quả,5,2020,,99391.55
Hàng rau quả,6,2020,,112152.23
Hàng rau quả,7,2020,,127761.67
Hàng rau quả,8,2020,,102200.63
Hàng rau quả,9,2020,,117526.28
Hàng rau quả,10,2020,,111140.18
Hàng rau quả,11,2020,,112498.96
Hàng rau quả,12,2020,,149615.37
Hạt điều,1,2020,51538.0,84246.22
Hạt điều,2,2020,46170.0,73367.97
Hạt điều,3,2020,90206.0,134950.11
Hạt điều,4,2020,107336.0,141641.43
Hạt điều,5,2020,112159.0,145798.79
Hạt điều,6,2020,191822.0,218421.86
Hạt điều,7,2020,183925.0,196224.46
Hạt điều,8,2020,187352.0,207489.62
Hạt điều,9,2020,143019.0,165566.84
Hạt điều,10,2020,85721.0,108886.56
Hạt điều,11,2020,122319.0,154686.14
Hạt điều,12,2020,133712.0,176933.37
Lúa mỳ,1,2020,341732.66,85909.19
Lúa mỳ,2,2020,285097.0,71035.85
Lúa mỳ,3,2020,293592.66,71421.28
Lúa mỳ,4,2020,228335.0,61201.63
Lúa mỳ,5,2020,278975.0,76786.38
Lúa mỳ,6,2020,204699.66,54793.04
Lúa mỳ,7,2020,184037.0,49292.49
Lúa mỳ,8,2020,55121.0,14815.63
Lúa mỳ,9,2020,318559.0,80366.94
Lúa mỳ,10,2020,325839.02,80092.55
Lúa mỳ,11,2020,101998.0,24849.71
Lúa mỳ,12,2020,319392.0,84439.21
Ngô,1,2020,751966.0,147713.28
Ngô,2,2020,354328.0,82099.16
Ngô,3,2020,216125.0,38942.54
Ngô,4,2020,840510.0,182293.31
Ngô,5,2020,1106462.0,235074.23
Ngô,6,2020,1156712.0,243915.46
Ngô,7,2020,1432634.0,289938.8
Ngô,8,2020,1246050.0,236283.51
Ngô,9,2020,1404143.0,264472.71
Ngô,10,2020,1463346.0,273208.39
Ngô,11,2020,1125390.0,205968.28
Ngô,12,2020,974391.0,188418.82
Đậu tương,1,2020,89558.0,37104.27
Đậu tương,2,2020,129540.0,53666.62
Đậu tương,3,2020,210910.0,85613.35
Đậu tương,4,2020,118801.0,47185.95
Đậu tương,5,2020,275167.0,108363.51
Đậu tương,6,2020,186263.0,71959.22
Đậu tương,7,2020,208686.0,81042.58
Đậu tương,8,2020,109692.0,43733.33
Đậu tương,9,2020,110471.0,44799.85
Đậu tương,10,2020,180671.0,78983.65
Đậu tương,11,2020,129448.0,59149.91
Đậu tương,12,2020,125521.0,62149.02
Dầu mỡ động thực vật,1,2020,,57783.07
Dầu mỡ động thực vật,2,2020,,55821.72
Dầu mỡ động thực vật,3,2020,,56824.5
Dầu mỡ động thực vật,4,2020,,57912.13
Dầu mỡ động thực vật,5,2020,,67960.83
Dầu mỡ động thực vật,6,2020,,73608.42
Dầu mỡ động thực vật,7,2020,,71607.56
Dầu mỡ động thực vật,8,2020,,97742.84
Dầu mỡ động thực vật,9,2020,,79030.86
Dầu mỡ động thực vật,10,2020,,91700.01
Dầu mỡ động thực vật,11,2020,,100843.91
Dầu mỡ động thực vật,12,2020,,106471.12
Bánh kẹo và các sản phẩm từ ngũ cốc,1,2020,,21195.5
Bánh kẹo và các sản phẩm từ ngũ cốc,2,2020,,27642.25
Bánh kẹo và các sản phẩm từ ngũ cốc,3,2020,,28893.58
Bánh kẹo và các sản phẩm từ ngũ cốc,4,2020,,24147.65
Bánh kẹo và các sản phẩm từ ngũ cốc,5,2020,,26081.15
Bánh kẹo và các sản phẩm từ ngũ cốc,6,2020,,27065.77
Bánh kẹo và các sản phẩm từ ngũ cốc,7,2020,,27841.82
Bánh kẹo và các sản phẩm từ ngũ cốc,8,2020,,27828.75
Bánh kẹo và các sản phẩm từ ngũ cốc,9,2020,,32826.57
Bánh kẹo và các sản phẩm từ ngũ cốc,10,2020,,43076.19
Bánh kẹo và các sản phẩm từ ngũ cốc,11,2020,,43997.64
Bánh kẹo và các sản phẩm từ ngũ cốc,12,2020,,59725.04
Chế phẩm thực phẩm khỏc,1,2020,,64595.36
Chế phẩm thực phẩm khỏc,2,2020,,75080.2
Chế phẩm thực phẩm khỏc,3,2020,,78052.03
Chế phẩm thực phẩm khỏc,4,2020,,79319.94
Chế phẩm thực phẩm khỏc,5,2020,,88598.7
Chế phẩm thực phẩm khỏc,6,2020,,87727.3
Chế phẩm thực phẩm khỏc,7,2020,,62356.32
Chế phẩm thực phẩm khỏc,8,2020,,74062.92
Chế phẩm thực phẩm khỏc,9,2020,,85365.87
Chế phẩm thực phẩm khỏc,10,2020,,86536.36
Chế phẩm thực phẩm khỏc,11,2020,,82077.43
Chế phẩm thực phẩm khỏc,12,2020,,92341.47
Thức ăn gia súc và nguyên liệu,1,2020,,222101.77
Thức ăn gia súc và nguyên liệu,2,2020,,272084.45
Thức ăn gia súc và nguyên liệu,3,2020,,312072.38
Thức ăn gia súc và nguyên liệu,4,2020,,283060.21
Thức ăn gia súc và nguyên liệu,5,2020,,328505.99
Thức ăn gia súc và nguyên liệu,6,2020,,439232.34
Thức ăn gia súc và nguyên liệu,7,2020,,325290.8
Thức ăn gia súc và nguyên liệu,8,2020,,402033.6
Thức ăn gia súc và nguyên liệu,9,2020,,348099.13
Thức ăn gia súc và nguyên liệu,10,2020,,295424.09
Thức ăn gia súc và nguyên liệu,11,2020,,260199.44
Thức ăn gia súc và nguyên liệu,12,2020,,352815.9
Nguyên phụ liệu thuốc lá,1,2020,,8388.89
Nguyên phụ liệu thuốc lá,2,2020,,3809.4
Nguyên phụ liệu thuốc lá,3,2020,,8000.41
Nguyên phụ liệu thuốc lá,4,2020,,22991.58
Nguyên phụ liệu thuốc lá,5,2020,,18280.01
Nguyên phụ liệu thuốc lá,6,2020,,30437.28
Nguyên phụ liệu thuốc lá,7,2020,,25964.17
Nguyên phụ liệu thuốc lá,8,2020,,33431.94
Nguyên phụ liệu thuốc lá,9,2020,,26031.46
Nguyên phụ liệu thuốc lá,10,2020,,21139.28
Nguyên phụ liệu thuốc lá,11,2020,,20757.71
Nguyên phụ liệu thuốc lá,12,2020,,58816.84
Quặng và khoáng sản khác,1,2020,1187664.0,111104.33
Quặng và khoáng sản khác,2,2020,1538836.0,144394.61
Quặng và khoáng sản khác,3,2020,1249195.0,109102.2
Quặng và khoáng sản khác,4,2020,1562728.0,117603.83
Quặng và khoáng sản khác,5,2020,1341502.0,103069.05
Quặng và khoáng sản khác,6,2020,1489993.0,144939.01
Quặng và khoáng sản khác,7,2020,1265750.0,131469.28
Quặng và khoáng sản khác,8,2020,1479599.0,151116.39
Quặng và khoáng sản khác,9,2020,2146431.0,239260.37
