Mặt hàng,Tháng,Năm,Lượng,Trị Giá
Giấy và các sản phẩm từ giấy,1,2024,172290.425,
Giấy và các sản phẩm từ giấy,2,2024,131272.695,
Giấy và các sản phẩm từ giấy,3,2024,183324.263,
Giấy và các sản phẩm từ giấy,4,2024,189295.736,
Giấy và các sản phẩm từ giấy,5,2024,175487.037,
Giấy và các sản phẩm từ giấy,6,2024,171001.40800000005,
Giấy và các sản phẩm từ giấy,7,2024,181946.3289999999,
Giấy và các sản phẩm từ giấy,8,2024,213682.97000000015,
Giấy và các sản phẩm từ giấy,9,2024,158638.703,
Giấy và các sản phẩm từ giấy,10,2024,176166.3939999998,
Giấy và các sản phẩm từ giấy,11,2024,169642.32199999987,
Giấy và các sản phẩm từ giấy,12,2024,175249.291,
Giấy và các sản phẩm từ giấy,1,2025,149354.84000000003,
Giấy và các sản phẩm từ giấy,2,2025,156113.898,
Giấy và các sản phẩm từ giấy,3,2025,183054.66099999996,
Giấy và các sản phẩm từ giấy,4,2025,194904.27300000004,
Giấy và các sản phẩm từ giấy,5,2025,179562.885,
Giấy và các sản phẩm từ giấy,6,2025,167580.2279999999,
Giấy và các sản phẩm từ giấy,7,2025,188840.3620000002,
Giấy và các sản phẩm từ giấy,8,2025,198237.01,
Giấy và các sản phẩm từ giấy,9,2025,178635.517,
Giấy và các sản phẩm từ giấy,10,2025,173226.19099999988,
Giấy và các sản phẩm từ giấy,11,2025,167572.92399999988,
Giấy và các sản phẩm từ giấy,12,2025,189156.523,
Gạo,1,2017,334.249,142977.91
Gạo,2,2017,399.197,169105.7
Gạo,3,2017,503.413,226674.23
Gạo,4,2017,533.574,249554.52
Gạo,5,2017,558.898,248798.83
Gạo,6,2017,534.243,236295.2
Gạo,7,2017,580.588,246901.95
Gạo,8,2017,646.239,280839.13
Gạo,9,2017,496.913,227688.17
Gạo,10,2017,483.029,245810.62
Gạo,11,2017,367.615,176947.0
Gạo,12,2017,380.64,181885.66
Gạo,1,2018,492077.0,239251.93
Gạo,2,2018,339427.0,168824.06
Gạo,3,2018,655357.0,336879.14
Gạo,4,2018,716613.0,362234.04
Gạo,5,2018,760309.0,389870.05
Gạo,6,2018,519548.0,271568.65
Gạo,7,2018,443464.0,221315.3
Gạo,8,2018,607696.0,297302.55
Gạo,9,2018,358448.0,173025.16
Gạo,10,2018,355508.0,184293.32
Gạo,11,2018,388965.0,189411.2
Gạo,12,2018,477522.0,229687.35
Gạo,1,2019,437552.0,195310.35
Gạo,2,2019,274207.0,116283.5
Gạo,3,2019,693694.0,298378.58
Gạo,4,2019,682380.0,283342.41
Gạo,5,2019,672053.0,291187.42
Gạo,6,2019,596326.0,264207.25
Gạo,7,2019,596888.0,260978.84
Gạo,8,2019,628726.0,283836.7
Gạo,9,2019,478611.0,210778.03
Gạo,10,2019,445239.0,206592.35
Gạo,11,2019,363733.0,167373.56
Gạo,12,2019,497060.0,227084.94
Gạo,1,2020,410855.0,196457.23
Gạo,2,2020,517943.0,234036.16
Gạo,3,2020,588589.0,270315.12
Gạo,4,2020,589984.0,289979.99
Gạo,5,2020,984121.0,508904.12
Gạo,6,2020,430116.0,217377.97
Gạo,7,2020,479427.0,232046.59
Gạo,8,2020,604746.0,304035.79
Gạo,9,2020,384215.0,195185.14
Gạo,10,2020,361390.0,191329.31
Gạo,11,2020,351316.0,188829.09
Gạo,12,2020,546372.0,291647.72
Gạo,1,2021,191882.061,308271.0
Gạo,2,2021,167575.374,536279.0
Gạo,3,2021,289181.957,780724.0
Gạo,4,2021,423476.2209999999,625398.0
Gạo,5,2021,338351.3590000002,429307.0
Gạo,6,2021,237724.25700000004,464560.0
Gạo,7,2021,240022.73799999995,493771.0
Gạo,8,2021,240621.3810000003,587132.0
Gạo,9,2021,290236.8639999994,609896.0
Gạo,10,2021,318123.1019999998,564952.0
Gạo,11,2021,295853.1950000001,489247.0
Gạo,12,2021,252580.02399999957,6237311.0
Gạo,1,2022,246024.471,468815.0
Gạo,2,2022,223236.351,528375.0
Gạo,3,2022,261500.779,555881.0
Gạo,4,2022,276045.89,709964.0
Gạo,5,2022,347032.47400000016,724778.0
Gạo,6,2022,353586.9109999996,582447.0
Gạo,7,2022,285180.79200000025,717293.0
Gạo,8,2022,339259.3359999999,580478.0
Gạo,9,2022,273747.566,710997.0
Gạo,10,2022,339842.87599999947,587049.0
Gạo,11,2022,289417.1810000002,433916.0
Gạo,12,2022,219889.98900000044,7105734.0
Gạo,1,2023,186599.109,533946.0
Gạo,2,2023,285830.913,961605.0
Gạo,3,2023,508961.574,1041837.0
Gạo,4,2023,545086.0080000001,723294.0
Gạo,5,2023,389819.361,617746.0
Gạo,6,2023,340557.0459999998,656832.0
Gạo,7,2023,360134.95100000006,918931.0
Gạo,8,2023,545027.1320000004,604675.0
Gạo,9,2023,377371.8419999999,634956.0
Gạo,10,2023,406672.08599999984,585357.0
Gạo,11,2023,390540.6510000012,493038.0
Gạo,12,2023,339094.92099999916,8131527.0
Gạo,1,2024,362260.599,562871.0
Gạo,2,2024,373320.3,1106897.0
Gạo,3,2024,691320.3600000001,987776.0
Gạo,4,2024,610270.9959999998,856032.0
Gạo,5,2024,521624.48,522269.0
Gạo,6,2024,329274.93200000003,751333.0
Gạo,7,2024,451638.7120000003,840683.0
Gạo,8,2024,503214.3929999996,818355.0
Gạo,9,2024,510393.994,793508.0
Gạo,10,2024,508645.546,699139.0
Gạo,11,2024,440191.56199999986,583036.0
Gạo,12,2024,363964.994,9034164.0
Gạo,1,2025,316429.942,682959.0
Gạo,2,2025,358256.8980000001,1078404.0
Gạo,3,2025,530340.1889999998,1115093.0
Gạo,4,2025,558252.1840000001,775490.0
Gạo,5,2025,407779.42700000014,519779.0
Gạo,6,2025,273771.60899999976,788257.0
Gạo,7,2025,380554.48300000007,850408.0
Gạo,8,2025,428273.2160000001,463225.0
Gạo,9,2025,230151.08800000005,339234.0
Gạo,10,2025,176905.00500000035,380194.0
Gạo,11,2025,194161.01599999983,522387.0
Gạo,12,2025,248769.533,8062838.0
Gỗ và sản phẩm gỗ,1,2017,,600243.41
Gỗ và sản phẩm gỗ,2,2017,,464663.98
Gỗ và sản phẩm gỗ,3,2017,,712092.28
Gỗ và sản phẩm gỗ,4,2017,,634566.97
Gỗ và sản phẩm gỗ,5,2017,,620572.77
Gỗ và sản phẩm gỗ,6,2017,,636789.97
Gỗ và sản phẩm gỗ,7,2017,,601668.48
Gỗ và sản phẩm gỗ,8,2017,,660155.88
Gỗ và sản phẩm gỗ,9,2017,,639503.19
Gỗ và sản phẩm gỗ,10,2017,,674956.94
Gỗ và sản phẩm gỗ,11,2017,,697353.28
Gỗ và sản phẩm gỗ,12,2017,,759871.16
Gỗ và sản phẩm gỗ,1,2018,,773970.9
Gỗ và sản phẩm gỗ,2,2018,,436282.53
Gỗ và sản phẩm gỗ,3,2018,,727014.82
Gỗ và sản phẩm gỗ,4,2018,,699431.64
Gỗ và sản phẩm gỗ,5,2018,,737885.65
Gỗ và sản phẩm gỗ,6,2018,,749873.88
Gỗ và sản phẩm gỗ,7,2018,,730698.45
Gỗ và sản phẩm gỗ,8,2018,,808574.26
Gỗ và sản phẩm gỗ,9,2018,,709913.07
Gỗ và sản phẩm gỗ,10,2018,,847642.48
Gỗ và sản phẩm gỗ,11,2018,,833517.31
Gỗ và sản phẩm gỗ,12,2018,,854186.82
Gỗ và sản phẩm gỗ,1,2019,,981078.53
Gỗ và sản phẩm gỗ,2,2019,,405938.65
Gỗ và sản phẩm gỗ,3,2019,,882981.04
Gỗ và sản phẩm gỗ,4,2019,,849213.36
Gỗ và sản phẩm gỗ,5,2019,,898106.17
Gỗ và sản phẩm gỗ,6,2019,,803304.14
Gỗ và sản phẩm gỗ,7,2019,,866261.42
Gỗ và sản phẩm gỗ,8,2019,,926790.08
Gỗ và sản phẩm gỗ,9,2019,,909315.4
Gỗ và sản phẩm gỗ,10,2019,,1032253.95
Gỗ và sản phẩm gỗ,11,2019,,971246.87
Gỗ và sản phẩm gỗ,12,2019,,1121297.81
Gỗ và sản phẩm gỗ,1,2020,,835024.21
Gỗ và sản phẩm gỗ,2,2020,,743545.5
Gỗ và sản phẩm gỗ,3,2020,,998048.38
Gỗ và sản phẩm gỗ,4,2020,,717922.53
Gỗ và sản phẩm gỗ,5,2020,,785849.15
Gỗ và sản phẩm gỗ,6,2020,,955715.18
Gỗ và sản phẩm gỗ,7,2020,,1132418.51
Gỗ và sản phẩm gỗ,8,2020,,1159092.93
Gỗ và sản phẩm gỗ,9,2020,,1161989.95
Gỗ và sản phẩm gỗ,10,2020,,1293381.62
Gỗ và sản phẩm gỗ,11,2020,,1240331.56
Gỗ và sản phẩm gỗ,12,2020,,1348633.93
Gỗ và sản phẩm gỗ,1,2021,1340825.054,
Gỗ và sản phẩm gỗ,2,2021,927759.6579999998,
Gỗ và sản phẩm gỗ,3,2021,1519502.58,
Gỗ và sản phẩm gỗ,4,2021,1409778.417,
Gỗ và sản phẩm gỗ,5,2021,1430248.481,
Gỗ và sản phẩm gỗ,6,2021,1577735.6640000003,
Gỗ và sản phẩm gỗ,7,2021,1370165.526,
Gỗ và sản phẩm gỗ,8,2021,812646.5709999981,
Gỗ và sản phẩm gỗ,9,2021,721133.9339999999,
Gỗ và sản phẩm gỗ,10,2021,975569.6819999996,
Gỗ và sản phẩm gỗ,11,2021,1276320.700000001,
Gỗ và sản phẩm gỗ,12,2021,1447328.2339999988,
Gỗ và sản phẩm gỗ,1,2022,1549310.749,
Gỗ và sản phẩm gỗ,2,2022,890952.098,
Gỗ và sản phẩm gỗ,3,2022,1538602.9709999997,
Gỗ và sản phẩm gỗ,4,2022,1616203.012,
Gỗ và sản phẩm gỗ,5,2022,1394158.535,
Gỗ và sản phẩm gỗ,6,2022,1407014.6779999991,
Gỗ và sản phẩm gỗ,7,2022,1320480.1190000006,
Gỗ và sản phẩm gỗ,8,2022,1440135.1730000002,
Gỗ và sản phẩm gỗ,9,2022,1118225.7379999997,
Gỗ và sản phẩm gỗ,10,2022,1211470.3489999992,
Gỗ và sản phẩm gỗ,11,2022,1200663.8119999988,
Gỗ và sản phẩm gỗ,12,2022,1323930.5050000006,
Gỗ và sản phẩm gỗ,1,2023,806029.437,
Gỗ và sản phẩm gỗ,2,2023,874628.134,
Gỗ và sản phẩm gỗ,3,2023,1132746.736,
Gỗ và sản phẩm gỗ,4,2023,1094292.423,
Gỗ và sản phẩm gỗ,5,2023,1052439.5050000004,
Gỗ và sản phẩm gỗ,6,2023,1096434.0039999993,
Gỗ và sản phẩm gỗ,7,2023,1131879.8540000007,
Gỗ và sản phẩm gỗ,8,2023,1296795.1260000006,
Gỗ và sản phẩm gỗ,9,2023,1138648.5599999991,
Gỗ và sản phẩm gỗ,10,2023,1286366.2970000007,
Gỗ và sản phẩm gỗ,11,2023,1213675.9090000005,
Gỗ và sản phẩm gỗ,12,2023,1343758.097000001,
Gỗ và sản phẩm gỗ,1,2024,1468237.414,
Gỗ và sản phẩm gỗ,2,2024,767790.5339999998,
Gỗ và sản phẩm gỗ,3,2024,1303138.6670000004,
Gỗ và sản phẩm gỗ,4,2024,1354582.8389999997,
Gỗ và sản phẩm gỗ,5,2024,1280304.5410000002,
Gỗ và sản phẩm gỗ,6,2024,1302012.341,
Gỗ và sản phẩm gỗ,7,2024,1415194.6550000005,
Gỗ và sản phẩm gỗ,8,2024,1541137.8899999994,
Gỗ và sản phẩm gỗ,9,2024,1249758.415,
Gỗ và sản phẩm gỗ,10,2024,1537252.2140000004,
Gỗ và sản phẩm gỗ,11,2024,1491095.6529999997,
Gỗ và sản phẩm gỗ,12,2024,1571630.89,
Gỗ và sản phẩm gỗ,1,2025,1425203.333,
Gỗ và sản phẩm gỗ,2,2025,1035464.1609999998,
Gỗ và sản phẩm gỗ,3,2025,1480480.765,
Gỗ và sản phẩm gỗ,4,2025,1454781.4979999992,
Gỗ và sản phẩm gỗ,5,2025,1420530.203999999,
Gỗ và sản phẩm gỗ,6,2025,1358624.8070000033,
Gỗ và sản phẩm gỗ,7,2025,1483383.5859999987,
Gỗ và sản phẩm gỗ,8,2025,1475337.1239999994,
Gỗ và sản phẩm gỗ,9,2025,1371879.8389999992,
Gỗ và sản phẩm gỗ,10,2025,1530475.31,
Gỗ và sản phẩm gỗ,11,2025,1513173.0789999994,
Gỗ và sản phẩm gỗ,12,2025,1655528.886,
"Hàng dệt, may",1,2017,,2143173.43
"Hàng dệt, may",2,2017,,1391138.54
"Hàng dệt, may",3,2017,,2104734.94
"Hàng dệt, may",4,2017,,1868234.2
"Hàng dệt, may",5,2017,,1917462.27
"Hàng dệt, may",6,2017,,2362111.59
"Hàng dệt, may",7,2017,,2451320.49
"Hàng dệt, may",8,2017,,2660375.5
"Hàng dệt, may",9,2017,,2367773.81
"Hàng dệt, may",10,2017,,2220659.6
"Hàng dệt, may",11,2017,,2160554.0
"Hàng dệt, may",12,2017,,2472256.02
"Hàng dệt, may",1,2018,,2490923.25
"Hàng dệt, may",2,2018,,1624195.34
"Hàng dệt, may",3,2018,,2310199.72
"Hàng dệt, may",4,2018,,2106846.59
"Hàng dệt, may",5,2018,,2382486.73
"Hàng dệt, may",6,2018,,2727293.89
"Hàng dệt, may",7,2018,,2880791.41
"Hàng dệt, may",8,2018,,3238397.31
"Hàng dệt, may",9,2018,,2689559.01
"Hàng dệt, may",10,2018,,2720939.42
"Hàng dệt, may",11,2018,,2525419.59
"Hàng dệt, may",12,2018,,2791640.8
"Hàng dệt, may",1,2019,,3294071.98
"Hàng dệt, may",2,2019,,1305399.93
"Hàng dệt, may",3,2019,,2526658.49
"Hàng dệt, may",4,2019,,2335191.79
"Hàng dệt, may",5,2019,,2730828.63
"Hàng dệt, may",6,2019,,2899580.43
"Hàng dệt, may",7,2019,,3311054.9
"Hàng dệt, may",8,2019,,3369103.12
"Hàng dệt, may",9,2019,,2841583.06
"Hàng dệt, may",10,2019,,2673852.46
"Hàng dệt, may",11,2019,,2583706.2
"Hàng dệt, may",12,2019,,2979194.31
"Hàng dệt, may",1,2020,,2470383.35
"Hàng dệt, may",2,2020,,2226006.09
"Hàng dệt, may",3,2020,,2336230.17
"Hàng dệt, may",4,2020,,1614993.94
"Hàng dệt, may",5,2020,,1917268.45
"Hàng dệt, may",6,2020,,2616869.92
"Hàng dệt, may",7,2020,,3064738.96
"Hàng dệt, may",8,2020,,3016784.41
"Hàng dệt, may",9,2020,,2899726.35
"Hàng dệt, may",10,2020,,2566563.83
"Hàng dệt, may",11,2020,,2247969.75
"Hàng dệt, may",12,2020,,2832267.1
"Hàng dệt, may",1,2021,2660832.006,
"Hàng dệt, may",2,2021,1822841.774,
"Hàng dệt, may",3,2021,2722180.875,
"Hàng dệt, may",4,2021,2455257.408999999,
"Hàng dệt, may",5,2021,2570137.524999999,
"Hàng dệt, may",6,2021,3079457.8620000007,
"Hàng dệt, may",7,2021,3150865.229000003,
"Hàng dệt, may",8,2021,2647964.063000002,
"Hàng dệt, may",9,2021,2298221.8090000013,
"Hàng dệt, may",10,2021,2683315.886999999,
"Hàng dệt, may",11,2021,3050596.1560000004,
"Hàng dệt, may",12,2021,3611928.070000001,
"Hàng dệt, may",1,2022,3571336.194,
"Hàng dệt, may",2,2022,2065292.683,
"Hàng dệt, may",3,2022,3041730.051999999,
"Hàng dệt, may",4,2022,3153379.948000001,
"Hàng dệt, may",5,2022,3168068.204,
"Hàng dệt, may",6,2022,3530808.0639999993,
"Hàng dệt, may",7,2022,3709007.2930000015,
"Hàng dệt, may",8,2022,4045062.989,
"Hàng dệt, may",9,2022,2729365.913999997,
"Hàng dệt, may",10,2022,2715943.6050000004,
"Hàng dệt, may",11,2022,2915583.8249999993,
"Hàng dệt, may",12,2022,2921066.765999999,
"Hàng dệt, may",1,2023,2250526.485,
"Hàng dệt, may",2,2023,2298070.252,
"Hàng dệt, may",3,2023,2622850.6709999996,
"Hàng dệt, may",4,2023,2548661.867,
"Hàng dệt, may",5,2023,2929642.5269999984,
"Hàng dệt, may",6,2023,3079823.822,
"Hàng dệt, may",7,2023,3318494.5730000003,
"Hàng dệt, may",8,2023,3464876.919000001,
"Hàng dệt, may",9,2023,2582511.5400000005,
"Hàng dệt, may",10,2023,2575378.22,
"Hàng dệt, may",11,2023,2755358.5310000046,
"Hàng dệt, may",12,2023,2902949.1309999973,
"Hàng dệt, may",1,2024,3132954.006,
"Hàng dệt, may",2,2024,2024071.1739999996,
"Hàng dệt, may",3,2024,2663520.364,
"Hàng dệt, may",4,2024,2595802.867000001,
"Hàng dệt, may",5,2024,2765266.322999999,
"Hàng dệt, may",6,2024,3341341.8100000005,
"Hàng dệt, may",7,2024,3751377.956,
"Hàng dệt, may",8,2024,4091804.3269999977,
"Hàng dệt, may",9,2024,2978507.11,
"Hàng dệt, may",10,2024,3227677.9540000036,
"Hàng dệt, may",11,2024,3091379.746999994,
"Hàng dệt, may",12,2024,3373148.313,
"Hàng dệt, may",1,2025,3193659.597,
"Hàng dệt, may",2,2025,2440498.942,
"Hàng dệt, may",3,2025,3062811.1159999995,
"Hàng dệt, may",4,2025,3075163.7819999987,
"Hàng dệt, may",5,2025,3299562.349000005,
"Hàng dệt, may",6,2025,3606467.583999996,
"Hàng dệt, may",7,2025,3932612.834999998,
"Hàng dệt, may",8,2025,3872959.636000001,
"Hàng dệt, may",9,2025,3269348.8220000016,
"Hàng dệt, may",10,2025,3186845.524000005,
"Hàng dệt, may",11,2025,3047016.2679999964,
"Hàng dệt, may",12,2025,3654859.695,
Hàng hoá khác,1,2017,,706945.32
Hàng hoá khác,2,2017,,645523.82
Hàng hoá khác,3,2017,,845158.24
Hàng hoá khác,4,2017,,795877.6
Hàng hoá khác,5,2017,,818668.2
Hàng hoá khác,6,2017,,910747.23
Hàng hoá khác,7,2017,,850654.74
Hàng hoá khác,8,2017,,895889.8
Hàng hoá khác,9,2017,,808815.13
Hàng hoá khác,10,2017,,843717.09
Hàng hoá khác,11,2017,,840323.74
Hàng hoá khác,12,2017,,861482.97
Hàng hoá khác,1,2018,,855640.66
Hàng hoá khác,2,2018,,544559.64
Hàng hoá khác,3,2018,,914504.35
Hàng hoá khác,4,2018,,836497.56
Hàng hoá khác,5,2018,,923855.08
Hàng hoá khác,6,2018,,891102.17
Hàng hoá khác,7,2018,,896515.94
Hàng hoá khác,8,2018,,987369.41
Hàng hoá khác,9,2018,,828378.58
Hàng hoá khác,10,2018,,939462.75
Hàng hoá khác,11,2018,,898978.71
Hàng hoá khác,12,2018,,915449.28
Hàng hoá khác,1,2019,,1032654.59
Hàng hoá khác,2,2019,,639059.35
Hàng hoá khác,3,2019,,1008268.12
Hàng hoá khác,4,2019,,913890.09
Hàng hoá khác,5,2019,,1024717.98
Hàng hoá khác,6,2019,,973731.07
Hàng hoá khác,7,2019,,1052427.89
Hàng hoá khác,8,2019,,1055593.05
Hàng hoá khác,9,2019,,952289.44
Hàng hoá khác,10,2019,,1006931.25
Hàng hoá khác,11,2019,,953086.45
Hàng hoá khác,12,2019,,1116923.08
Hàng hoá khác,1,2020,,857222.58
Hàng hoá khác,2,2020,,911956.94
Hàng hoá khác,3,2020,,1140255.24
Hàng hoá khác,4,2020,,921193.82
Hàng hoá khác,5,2020,,1141930.0
Hàng hoá khác,6,2020,,1410310.26
Hàng hoá khác,7,2020,,1372938.3
Hàng hoá khác,8,2020,,1228126.98
Hàng hoá khác,9,2020,,1246778.9
Hàng hoá khác,10,2020,,1270806.09
Hàng hoá khác,11,2020,,1156202.5
Hàng hoá khác,12,2020,,1278725.58
Hàng hoá khác,1,2021,1191637.665,
Hàng hoá khác,2,2021,846755.78,
Hàng hoá khác,3,2021,1353423.3260000004,
Hàng hoá khác,4,2021,1299778.6089999992,
Hàng hoá khác,5,2021,1309224.7080000006,
Hàng hoá khác,6,2021,1363871.437,
Hàng hoá khác,7,2021,1297849.629999999,
Hàng hoá khác,8,2021,1092274.2520000003,
Hàng hoá khác,9,2021,1015044.4519999996,
Hàng hoá khác,10,2021,1158706.3710000012,
Hàng hoá khác,11,2021,1294410.3430000003,
Hàng hoá khác,12,2021,1410655.0369999986,
Hàng hoá khác,1,2022,1407825.882,
Hàng hoá khác,2,2022,980497.129,
Hàng hoá khác,3,2022,1427395.6049999995,
Hàng hoá khác,4,2022,1483093.6200000003,
Hàng hoá khác,5,2022,1403217.7510000004,
Hàng hoá khác,6,2022,1510505.3540000005,
Hàng hoá khác,7,2022,1441513.907,
Hàng hoá khác,8,2022,1445890.8860000002,
Hàng hoá khác,9,2022,1200766.5480000009,
Hàng hoá khác,10,2022,1262098.744000001,
Hàng hoá khác,11,2022,1303920.8989999986,
Hàng hoá khác,12,2022,1462911.7960000003,
Hàng hoá khác,1,2023,988710.088,
Hàng hoá khác,2,2023,1292058.136,
Hàng hoá khác,3,2023,1393155.168,
Hàng hoá khác,4,2023,1300181.705,
Hàng hoá khác,5,2023,1296549.3329999996,
Hàng hoá khác,6,2023,1381252.472,
Hàng hoá khác,7,2023,1740081.7830000008,
Hàng hoá khác,8,2023,1515789.765999998,
Hàng hoá khác,9,2023,1470278.1840000032,
Hàng hoá khác,10,2023,1580268.907999999,
Hàng hoá khác,11,2023,1415553.4059999986,
Hàng hoá khác,12,2023,1417082.904999999,
Hàng hoá khác,1,2024,1522346.676,
Hàng hoá khác,2,2024,1055062.477,
Hàng hoá khác,3,2024,1462638.071,
Hàng hoá khác,4,2024,1614198.441,
Hàng hoá khác,5,2024,1415336.8090000004,
Hàng hoá khác,6,2024,1617258.215999999,
Hàng hoá khác,7,2024,1718498.629000001,
Hàng hoá khác,8,2024,1836835.0589999992,
Hàng hoá khác,9,2024,1464524.207,
Hàng hoá khác,10,2024,1846683.5479999995,
Hàng hoá khác,11,2024,1616820.742000002,
Hàng hoá khác,12,2024,1649234.387,
Hàng hoá khác,1,2025,1532366.31,
Hàng hoá khác,2,2025,1377831.8430000003,
Hàng hoá khác,3,2025,1746521.1409999994,
Hàng hoá khác,4,2025,1965186.3350000016,
Hàng hoá khác,5,2025,1782663.3420000002,
Hàng hoá khác,6,2025,2040284.5480000009,
Hàng hoá khác,7,2025,1943924.7909999995,
Hàng hoá khác,8,2025,2009639.9919999992,
Hàng hoá khác,9,2025,2112494.544000002,
Hàng hoá khác,10,2025,2200864.825999998,
Hàng hoá khác,11,2025,2141814.744000003,
Hàng hoá khác,12,2025,2338354.393,
Hàng hải sản,1,2017,,485025.84
Hàng hải sản,2,2017,,423000.0
Hàng hải sản,3,2017,,600000.0
Hàng hải sản,4,2017,,636000.0
Hàng hải sản,5,2017,,703000.0
Hàng hải sản,6,2017,,738000.0
Hàng hải sản,7,2017,,793000.0
Hàng hải sản,8,2017,,838000.0
Hàng hải sản,9,2017,,774000.0
Hàng hải sản,10,2017,,855000.0
Hàng hải sản,11,2017,,762000.0
Hàng hải sản,12,2017,,742000.0
Hàng hải sản,1,2018,,669689.25
Hàng hải sản,2,2018,,402163.41
Hàng hải sản,3,2018,,695997.59
Hàng hải sản,4,2018,,678275.41
Hàng hải sản,5,2018,,761922.1
Hàng hải sản,6,2018,,759506.58
Hàng hải sản,7,2018,,758350.67
Hàng hải sản,8,2018,,869447.07
Hàng hải sản,9,2018,,769588.03
Hàng hải sản,10,2018,,872556.4
Hàng hải sản,11,2018,,793168.28
Hàng hải sản,12,2018,,763928.35
Hàng hải sản,1,2019,,741135.56
Hàng hải sản,2,2019,,368335.91
Hàng hải sản,3,2019,,682589.86
Hàng hải sản,4,2019,,631100.68
Hàng hải sản,5,2019,,760635.11
Hàng hải sản,6,2019,,715437.55
Hàng hải sản,7,2019,,787843.0
Hàng hải sản,8,2019,,809956.71
Hàng hải sản,9,2019,,727939.75
Hàng hải sản,10,2019,,833887.74
Hàng hải sản,11,2019,,763499.23
Hàng hải sản,12,2019,,721221.62
Hàng hải sản,1,2020,,491635.18
Hàng hải sản,2,2020,,497177.37
Hàng hải sản,3,2020,,625719.67
Hàng hải sản,4,2020,,612239.91
Hàng hải sản,5,2020,,663228.82
Hàng hải sản,6,2020,,713674.16
Hàng hải sản,7,2020,,795152.24
Hàng hải sản,8,2020,,813525.39
Hàng hải sản,9,2020,,822791.02
Hàng hải sản,10,2020,,912326.8
Hàng hải sản,11,2020,,736216.72
Hàng hải sản,12,2020,,728991.87
Hàng hải sản,1,2021,611160.901,
Hàng hải sản,2,2021,391265.38,
Hàng hải sản,3,2021,733936.3160000002,
Hàng hải sản,4,2021,749414.945,
Hàng hải sản,5,2021,787891.2590000002,
Hàng hải sản,6,2021,847446.4530000003,
Hàng hải sản,7,2021,856419.2260000004,
Hàng hải sản,8,2021,591509.7099999996,
Hàng hải sản,9,2021,619610.7769999994,
Hàng hải sản,10,2021,885647.3889999992,
Hàng hải sản,11,2021,913974.0160000004,
Hàng hải sản,12,2021,897898.5540000001,
Hàng hải sản,1,2022,872493.336,
Hàng hải sản,2,2022,635366.207,
Hàng hải sản,3,2022,1015927.9180000002,
Hàng hải sản,4,2022,1126138.725,
Hàng hải sản,5,2022,1056067.3759999997,
Hàng hải sản,6,2022,999007.8100000012,
Hàng hải sản,7,2022,936417.0539999984,
Hàng hải sản,8,2022,991971.400000001,
Hàng hải sản,9,2022,855212.6229999984,
Hàng hải sản,10,2022,897202.5520000017,
Hàng hải sản,11,2022,784440.7650000012,
Hàng hải sản,12,2022,753191.1239999986,
Hàng hải sản,1,2023,457211.746,
Hàng hải sản,2,2023,607609.908,
Hàng hải sản,3,2023,764765.602,
Hàng hải sản,4,2023,741755.6370000001,
Hàng hải sản,5,2023,807753.926,
Hàng hải sản,6,2023,766945.4539999999,
Hàng hải sản,7,2023,786138.9819999998,
Hàng hải sản,8,2023,857476.057,
Hàng hải sản,9,2023,812745.8210000005,
Hàng hải sản,10,2023,838695.6869999999,
Hàng hải sản,11,2023,789031.5449999999,
Hàng hải sản,12,2023,741027.5490000006,
Hàng hải sản,1,2024,749793.015,
Hàng hải sản,2,2024,458395.93000000005,
Hàng hải sản,3,2024,737628.8709999999,
Hàng hải sản,4,2024,773051.324,
Hàng hải sản,5,2024,826256.1409999998,
Hàng hải sản,6,2024,867483.736,
Hàng hải sản,7,2024,913929.8830000004,
Hàng hải sản,8,2024,980454.9719999988,
Hàng hải sản,9,2024,921928.655,
Hàng hải sản,10,2024,1020749.797,
Hàng hải sản,11,2024,916446.843,
Hàng hải sản,12,2024,873897.066,
Hàng hải sản,1,2025,773870.841,
Hàng hải sản,2,2025,654352.1739999999,
Hàng hải sản,3,2025,881915.078,
Hàng hải sản,4,2025,900283.9370000006,
Hàng hải sản,5,2025,996440.2719999996,
Hàng hải sản,6,2025,904729.1269999992,
Hàng hải sản,7,2025,970397.5780000004,
Hàng hải sản,8,2025,1073618.0909999989,
Hàng hải sản,9,2025,1012815.0240000008,
Hàng hải sản,10,2025,1158318.0609999995,
Hàng hải sản,11,2025,1004734.826,
Hàng hải sản,12,2025,954308.875,
Hàng rau quả,1,2017,,236000.0
Hàng rau quả,2,2017,,187000.0
Hàng rau quả,3,2017,,280000.0
Hàng rau quả,4,2017,,323000.0
Hàng rau quả,5,2017,,373000.0
Hàng rau quả,6,2017,,273000.0
Hàng rau quả,7,2017,,358000.0
Hàng rau quả,8,2017,,322000.0
Hàng rau quả,9,2017,,279000.0
Hàng rau quả,10,2017,,240000.0
Hàng rau quả,11,2017,,313971.66
Hàng rau quả,12,2017,,323013.85
Hàng rau quả,1,2018,,383725.45
Hàng rau quả,2,2018,,265876.38
Hàng rau quả,3,2018,,320485.93
Hàng rau quả,4,2018,,348608.94
Hàng rau quả,5,2018,,345436.11
Hàng rau quả,6,2018,,324505.52
Hàng rau quả,7,2018,,341224.3
Hàng rau quả,8,2018,,361240.17
Hàng rau quả,9,2018,,285297.71
Hàng rau quả,10,2018,,287947.99
