Year,Category,Month,Index_Value,Quarter,Hierarchy_Level,Economic_Period,Is_Tet_Month,Inflation_Status,Season,Category_Group
2017,Chỉ số giá tiêu dùng,6,99.83,2,Total CPI,Economic Growth,False,Deflation,Summer,General/Housing
2017,Hàng ăn và dịch vụ ăn uống,6,99.41,2,Main Category,Economic Growth,False,Deflation,Summer,Food & Beverage
2017,Lương thực,6,99.49,2,Sub-category,Economic Growth,False,Deflation,Summer,Food & Beverage
2017,Thực phẩm,6,99.15,2,Sub-category,Economic Growth,False,Deflation,Summer,Food & Beverage
2017,Đồ uống và thuốc lá,6,100.1,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2017,"May mặc, mũ nón, giày dép",6,100.05,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2017,Nhà ở và vật liệu xây dựng,6,100.53,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2017,Thiết bị và đồ dùng gia đình,6,100.08,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2017,Thuốc và dịch vụ y tế,6,100.01,2,Main Category,Economic Growth,False,Stable,Summer,Healthcare
2017,Giao thông,6,99.29,2,Main Category,Economic Growth,False,Deflation,Summer,Transport
2017,Bưu chính viễn thông,6,99.99,2,Main Category,Economic Growth,False,Deflation,Summer,General/Housing
2017,Giáo dục,6,100.09,2,Main Category,Economic Growth,False,Stable,Summer,Education
2017,"Văn hóa, giải trí và du lịch",6,100.19,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2017,Hàng hoá và dịch vụ khác,6,100.05,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2017,Chỉ số giá vàng,6,100.25,2,Main Category,Economic Growth,False,Stable,Summer,Financial/Other
2017,Chỉ số đô la Mỹ,6,99.93,2,Main Category,Economic Growth,False,Deflation,Summer,Financial/Other
2016,Chỉ số giá tiêu dùng,6,100.46,2,Total CPI,Economic Growth,False,Stable,Summer,General/Housing
2016,Hàng ăn và dịch vụ ăn uống,6,100.21,2,Main Category,Economic Growth,False,Stable,Summer,Food & Beverage
2016,Lương thực,6,99.76,2,Sub-category,Economic Growth,False,Deflation,Summer,Food & Beverage
2016,Thực phẩm,6,100.36,2,Sub-category,Economic Growth,False,Stable,Summer,Food & Beverage
2016,Đồ uống và thuốc lá,6,100.13,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2016,"May mặc, mũ nón, giày dép",6,100.06,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2016,Nhà ở và vật liệu xây dựng,6,100.55,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2016,Thiết bị và đồ dùng gia đình,6,100.06,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2016,Thuốc và dịch vụ y tế,6,100.05,2,Main Category,Economic Growth,False,Stable,Summer,Healthcare
2016,Giao thông,6,102.99,2,Main Category,Economic Growth,False,High Inflation,Summer,Transport
2016,Bưu chính viễn thông,6,99.94,2,Main Category,Economic Growth,False,Deflation,Summer,General/Housing
2016,Giáo dục,6,100.06,2,Main Category,Economic Growth,False,Stable,Summer,Education
2016,"Văn hóa, giải trí và du lịch",6,100.18,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2016,Hàng hoá và dịch vụ khác,6,100.03,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2016,Chỉ số giá vàng,6,99.99,2,Main Category,Economic Growth,False,Deflation,Summer,Financial/Other
2016,Chỉ số đô la Mỹ,6,100.09,2,Main Category,Economic Growth,False,Stable,Summer,Financial/Other
2015,Chỉ số giá tiêu dùng,6,100.35,2,Total CPI,Economic Growth,False,Stable,Summer,General/Housing
2015,Hàng ăn và dịch vụ ăn uống,6,99.97,2,Main Category,Economic Growth,False,Deflation,Summer,Food & Beverage
2015,Lương thực,6,99.38,2,Sub-category,Economic Growth,False,Deflation,Summer,Food & Beverage
2015,Thực phẩm,6,100.1,2,Sub-category,Economic Growth,False,Stable,Summer,Food & Beverage
2015,Đồ uống và thuốc lá,6,100.24,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2015,"May mặc, mũ nón, giày dép",6,100.17,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2015,Nhà ở và vật liệu xây dựng,6,100.3,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2015,Thiết bị và đồ dùng gia đình,6,100.12,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2015,Thuốc và dịch vụ y tế,6,100.38,2,Main Category,Economic Growth,False,Stable,Summer,Healthcare
2015,Giao thông,6,103.54,2,Main Category,Economic Growth,False,High Inflation,Summer,Transport
2015,Bưu chính viễn thông,6,99.97,2,Main Category,Economic Growth,False,Deflation,Summer,General/Housing
2015,Giáo dục,6,100.0,2,Main Category,Economic Growth,False,Stable,Summer,Education
2015,"Văn hóa, giải trí và du lịch",6,100.26,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2015,Hàng hoá và dịch vụ khác,6,100.12,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2015,Chỉ số giá vàng,6,99.92,2,Main Category,Economic Growth,False,Deflation,Summer,Financial/Other
2015,Chỉ số đô la Mỹ,6,100.62,2,Main Category,Economic Growth,False,Stable,Summer,Financial/Other
2014,Chỉ số giá tiêu dùng,6,100.3,2,Total CPI,Economic Growth,False,Stable,Summer,General/Housing
2014,Hàng ăn và dịch vụ ăn uống,6,100.28,2,Main Category,Economic Growth,False,Stable,Summer,Food & Beverage
2014,Lương thực,6,99.57,2,Sub-category,Economic Growth,False,Deflation,Summer,Food & Beverage
2014,Thực phẩm,6,100.54,2,Sub-category,Economic Growth,False,Stable,Summer,Food & Beverage
2014,Đồ uống và thuốc lá,6,100.3,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2014,"May mặc, mũ nón, giày dép",6,100.22,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2014,Nhà ở và vật liệu xây dựng,6,100.61,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2014,Thiết bị và đồ dùng gia đình,6,100.2,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2014,Thuốc và dịch vụ y tế,6,100.74,2,Main Category,Economic Growth,False,Stable,Summer,Healthcare
2014,Giao thông,6,100.18,2,Main Category,Economic Growth,False,Stable,Summer,Transport
2014,Bưu chính viễn thông,6,99.87,2,Main Category,Economic Growth,False,Deflation,Summer,General/Housing
2014,Giáo dục,6,100.01,2,Main Category,Economic Growth,False,Stable,Summer,Education
2014,"Văn hóa, giải trí và du lịch",6,100.27,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2014,Hàng hoá và dịch vụ khác,6,100.23,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2014,Chỉ số giá vàng,6,99.88,2,Main Category,Economic Growth,False,Deflation,Summer,Financial/Other
2014,Chỉ số đô la Mỹ,6,100.49,2,Main Category,Economic Growth,False,Stable,Summer,Financial/Other
2013,Chỉ số giá tiêu dùng,6,100.05,2,Total CPI,Economic Growth,False,Stable,Summer,General/Housing
2013,Hàng ăn và dịch vụ ăn uống,6,99.92,2,Main Category,Economic Growth,False,Deflation,Summer,Food & Beverage
2013,Lương thực,6,99.38,2,Sub-category,Economic Growth,False,Deflation,Summer,Food & Beverage
2013,Thực phẩm,6,99.97,2,Sub-category,Economic Growth,False,Deflation,Summer,Food & Beverage
2013,Đồ uống và thuốc lá,6,100.32,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2013,"May mặc, mũ nón, giày dép",6,100.42,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2013,Nhà ở và vật liệu xây dựng,6,100.02,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2013,Thiết bị và đồ dùng gia đình,6,100.33,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2013,Thuốc và dịch vụ y tế,6,100.09,2,Main Category,Economic Growth,False,Stable,Summer,Healthcare
2013,Giao thông,6,99.91,2,Main Category,Economic Growth,False,Deflation,Summer,Transport
2013,Bưu chính viễn thông,6,99.87,2,Main Category,Economic Growth,False,Deflation,Summer,General/Housing
2013,Giáo dục,6,100.03,2,Main Category,Economic Growth,False,Stable,Summer,Education
2013,"Văn hóa, giải trí và du lịch",6,100.4,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2013,Hàng hoá và dịch vụ khác,6,100.15,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2013,Chỉ số giá vàng,6,95.89,2,Main Category,Economic Growth,False,Deflation,Summer,Financial/Other
2013,Chỉ số đô la Mỹ,6,100.26,2,Main Category,Economic Growth,False,Stable,Summer,Financial/Other
2012,Chỉ số giá tiêu dùng,6,99.74,2,Total CPI,Economic Growth,False,Deflation,Summer,General/Housing
2012,Hàng ăn và dịch vụ ăn uống,6,99.77,2,Main Category,Economic Growth,False,Deflation,Summer,Food & Beverage
2012,Lương thực,6,99.22,2,Sub-category,Economic Growth,False,Deflation,Summer,Food & Beverage
2012,Thực phẩm,6,99.69,2,Sub-category,Economic Growth,False,Deflation,Summer,Food & Beverage
2012,Đồ uống và thuốc lá,6,100.33,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2012,"May mặc, mũ nón, giày dép",6,100.62,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2012,Nhà ở và vật liệu xây dựng,6,98.79,2,Main Category,Economic Growth,False,Deflation,Summer,General/Housing
2012,Thiết bị và đồ dùng gia đình,6,100.46,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2012,Thuốc và dịch vụ y tế,6,100.46,2,Main Category,Economic Growth,False,Stable,Summer,Healthcare
2012,Giao thông,6,98.36,2,Main Category,Economic Growth,False,Deflation,Summer,Transport
2012,Bưu chính viễn thông,6,99.98,2,Main Category,Economic Growth,False,Deflation,Summer,General/Housing
2012,Giáo dục,6,100.1,2,Main Category,Economic Growth,False,Stable,Summer,Education
2012,"Văn hóa, giải trí và du lịch",6,99.73,2,Main Category,Economic Growth,False,Deflation,Summer,General/Housing
2012,Hàng hoá và dịch vụ khác,6,100.35,2,Main Category,Economic Growth,False,Stable,Summer,General/Housing
2012,Chỉ số giá vàng,6,97.97,2,Main Category,Economic Growth,False,Deflation,Summer,Financial/Other
2012,Chỉ số đô la Mỹ,6,100.2,2,Main Category,Economic Growth,False,Stable,Summer,Financial/Other
2011,Chỉ số giá tiêu dùng,6,101.09,2,Total CPI,Post-Crisis Volatility,False,High Inflation,Summer,General/Housing
2011,Hàng ăn và dịch vụ ăn uống,6,101.79,2,Main Category,Post-Crisis Volatility,False,High Inflation,Summer,Food & Beverage
2011,Lương thực,6,100.33,2,Sub-category,Post-Crisis Volatility,False,Stable,Summer,Food & Beverage
2011,Thực phẩm,6,102.47,2,Sub-category,Post-Crisis Volatility,False,High Inflation,Summer,Food & Beverage
2011,Đồ uống và thuốc lá,6,100.76,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,General/Housing
2011,"May mặc, mũ nón, giày dép",6,100.62,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,General/Housing
2011,Nhà ở và vật liệu xây dựng,6,100.56,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,General/Housing
2011,Thiết bị và đồ dùng gia đình,6,100.72,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,General/Housing
2011,Thuốc và dịch vụ y tế,6,100.25,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,Healthcare
2011,Giao thông,6,100.39,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,Transport
2011,Bưu chính viễn thông,6,99.99,2,Main Category,Post-Crisis Volatility,False,Deflation,Summer,General/Housing
2011,Giáo dục,6,100.47,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,Education
2011,"Văn hóa, giải trí và du lịch",6,100.77,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,General/Housing
2011,Hàng hoá và dịch vụ khác,6,100.86,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,General/Housing
2011,Chỉ số giá vàng,6,100.36,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,Financial/Other
2011,Chỉ số đô la Mỹ,6,99.22,2,Main Category,Post-Crisis Volatility,False,Deflation,Summer,Financial/Other
2010,Chỉ số giá tiêu dùng,6,100.22,2,Total CPI,Post-Crisis Volatility,False,Stable,Summer,General/Housing
2010,Hàng ăn và dịch vụ ăn uống,6,100.37,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,Food & Beverage
2010,Lương thực,6,99.17,2,Sub-category,Post-Crisis Volatility,False,Deflation,Summer,Food & Beverage
2010,Thực phẩm,6,100.71,2,Sub-category,Post-Crisis Volatility,False,Stable,Summer,Food & Beverage
2010,Đồ uống và thuốc lá,6,100.62,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,General/Housing
2010,"May mặc, mũ nón, giày dép",6,100.33,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,General/Housing
2010,Nhà ở và vật liệu xây dựng,6,100.01,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,General/Housing
2010,Thiết bị và đồ dùng gia đình,6,100.48,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,General/Housing
2010,Thuốc và dịch vụ y tế,6,100.21,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,Healthcare
2010,Giao thông,6,99.29,2,Main Category,Post-Crisis Volatility,False,Deflation,Summer,Transport
2010,Bưu chính viễn thông,6,100.49,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,General/Housing
2010,Giáo dục,6,100.09,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,Education
2010,"Văn hóa, giải trí và du lịch",6,100.36,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,General/Housing
2010,Hàng hoá và dịch vụ khác,6,100.46,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,General/Housing
2010,Chỉ số giá vàng,6,103.09,2,Main Category,Post-Crisis Volatility,False,High Inflation,Summer,Financial/Other
2010,Chỉ số đô la Mỹ,6,99.83,2,Main Category,Post-Crisis Volatility,False,Deflation,Summer,Financial/Other
2009,Chỉ số giá tiêu dùng,6,100.55,2,Total CPI,Post-Crisis Volatility,False,Stable,Summer,General/Housing
2009,Hàng ăn và dịch vụ ăn uống,6,100.28,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,Food & Beverage
2009,Lương thực,6,98.9,2,Sub-category,Post-Crisis Volatility,False,Deflation,Summer,Food & Beverage
2009,Thực phẩm,6,100.67,2,Sub-category,Post-Crisis Volatility,False,Stable,Summer,Food & Beverage
2009,Đồ uống và thuốc lá,6,100.64,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,General/Housing
2009,"May mặc, mũ nón, giày dép",6,100.47,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,General/Housing
2009,Nhà ở và vật liệu xây dựng,6,101.45,2,Main Category,Post-Crisis Volatility,False,High Inflation,Summer,General/Housing
2009,Thiết bị và đồ dùng gia đình,6,100.66,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,General/Housing
2009,Thuốc và dịch vụ y tế,6,100.27,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,Healthcare
2009,"Phương tiện đi lại, bưu điện",6,101.35,2,Sub-category,Post-Crisis Volatility,False,High Inflation,Summer,Transport
2009,Giáo dục,6,100.07,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,Education
2009,"Văn hóa, giải trí và du lịch",6,100.3,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,General/Housing
2009,Hàng hoá và dịch vụ khác,6,101.36,2,Main Category,Post-Crisis Volatility,False,High Inflation,Summer,General/Housing
2009,Chỉ số giá vàng,6,105.57,2,Main Category,Post-Crisis Volatility,False,High Inflation,Summer,Financial/Other
2009,Chỉ số đô la Mỹ,6,100.14,2,Main Category,Post-Crisis Volatility,False,Stable,Summer,Financial/Other
2008,Chỉ số giá tiêu dùng,6,102.14,2,Total CPI,2008 Crisis,False,High Inflation,Summer,General/Housing
2008,Hàng ăn và dịch vụ ăn uống,6,103.29,2,Main Category,2008 Crisis,False,High Inflation,Summer,Food & Beverage
2008,Lương thực,6,104.29,2,Sub-category,2008 Crisis,False,High Inflation,Summer,Food & Beverage
2008,Thực phẩm,6,103.05,2,Sub-category,2008 Crisis,False,High Inflation,Summer,Food & Beverage
2008,Đồ uống và thuốc lá,6,101.07,2,Main Category,2008 Crisis,False,High Inflation,Summer,General/Housing
2008,"May mặc, mũ nón, giày dép",6,100.92,2,Main Category,2008 Crisis,False,Stable,Summer,General/Housing
2008,Nhà ở và vật liệu xây dựng,6,101.93,2,Main Category,2008 Crisis,False,High Inflation,Summer,General/Housing
2008,Thiết bị và đồ dùng gia đình,6,101.28,2,Main Category,2008 Crisis,False,High Inflation,Summer,General/Housing
2008,Thuốc và dịch vụ y tế,6,100.66,2,Main Category,2008 Crisis,False,Stable,Summer,Healthcare
2008,"Phương tiện đi lại, bưu điện",6,100.35,2,Sub-category,2008 Crisis,False,Stable,Summer,Transport
2008,Giáo dục,6,100.67,2,Main Category,2008 Crisis,False,Stable,Summer,Education
2008,"Văn hóa, giải trí và du lịch",6,100.4,2,Main Category,2008 Crisis,False,Stable,Summer,General/Housing
2008,Hàng hoá và dịch vụ khác,6,100.96,2,Main Category,2008 Crisis,False,Stable,Summer,General/Housing
2008,Chỉ số giá vàng,6,104.36,2,Main Category,2008 Crisis,False,High Inflation,Summer,Financial/Other
2008,Chỉ số đô la Mỹ,6,104.69,2,Main Category,2008 Crisis,False,High Inflation,Summer,Financial/Other
2007,Chỉ số giá tiêu dùng,6,100.85,2,Total CPI,Stability,False,Stable,Summer,General/Housing
2007,Hàng ăn và dịch vụ ăn uống,6,101.02,2,Main Category,Stability,False,High Inflation,Summer,Food & Beverage
2007,Lương thực,6,100.43,2,Sub-category,Stability,False,Stable,Summer,Food & Beverage
2007,Thực phẩm,6,101.44,2,Sub-category,Stability,False,High Inflation,Summer,Food & Beverage
2007,Đồ uống và thuốc lá,6,100.16,2,Main Category,Stability,False,Stable,Summer,General/Housing
2007,"May mặc, mũ nón, giày dép",6,100.48,2,Main Category,Stability,False,Stable,Summer,General/Housing
2007,Nhà ở và vật liệu xây dựng,6,101.33,2,Main Category,Stability,False,High Inflation,Summer,General/Housing
2007,Thiết bị và đồ dùng gia đình,6,100.38,2,Main Category,Stability,False,Stable,Summer,General/Housing
2007,Thuốc và dịch vụ y tế,6,100.81,2,Main Category,Stability,False,Stable,Summer,Healthcare
2007,"Phương tiện đi lại, bưu điện",6,100.91,2,Sub-category,Stability,False,Stable,Summer,Transport
2007,Giáo dục,6,100.17,2,Main Category,Stability,False,Stable,Summer,Education
2007,"Văn hóa, giải trí và du lịch",6,101.25,2,Main Category,Stability,False,High Inflation,Summer,General/Housing
2007,Hàng hoá và dịch vụ khác,6,100.49,2,Main Category,Stability,False,Stable,Summer,General/Housing
2007,Chỉ số giá vàng,6,98.03,2,Main Category,Stability,False,Deflation,Summer,Financial/Other
2007,Chỉ số đô la Mỹ,6,100.26,2,Main Category,Stability,False,Stable,Summer,Financial/Other
2006,Chỉ số giá tiêu dùng,6,100.4,2,Total CPI,Stability,False,Stable,Summer,General/Housing
2006,Hàng ăn và dịch vụ ăn uống,6,100.4,2,Main Category,Stability,False,Stable,Summer,Food & Beverage
2006,Lương thực,6,100.2,2,Sub-category,Stability,False,Stable,Summer,Food & Beverage
2006,Thực phẩm,6,100.4,2,Sub-category,Stability,False,Stable,Summer,Food & Beverage
2006,Đồ uống và thuốc lá,6,100.3,2,Main Category,Stability,False,Stable,Summer,General/Housing
2006,"May mặc, mũ nón, giày dép",6,100.4,2,Main Category,Stability,False,Stable,Summer,General/Housing
2006,Nhà ở và vật liệu xây dựng,6,101.0,2,Main Category,Stability,False,Stable,Summer,General/Housing
2006,Thiết bị và đồ dùng gia đình,6,100.7,2,Main Category,Stability,False,Stable,Summer,General/Housing
2006,Thuốc và dịch vụ y tế,6,100.5,2,Main Category,Stability,False,Stable,Summer,Healthcare
2006,"Phương tiện đi lại, bưu điện",6,100.1,2,Sub-category,Stability,False,Stable,Summer,Transport
2006,Giáo dục,6,99.8,2,Main Category,Stability,False,Deflation,Summer,Education
2006,"Văn hóa, giải trí và du lịch",6,100.0,2,Main Category,Stability,False,Stable,Summer,General/Housing
2006,Hàng hoá và dịch vụ khác,6,99.7,2,Main Category,Stability,False,Deflation,Summer,General/Housing
2006,Chỉ số giá vàng,6,94.4,2,Main Category,Stability,False,Deflation,Summer,Financial/Other
2006,Chỉ số đô la Mỹ,6,99.7,2,Main Category,Stability,False,Deflation,Summer,Financial/Other
2005,Chỉ số giá tiêu dùng,6,100.4,2,Total CPI,Stability,False,Stable,Summer,General/Housing
2005,Hàng ăn và dịch vụ ăn uống,6,100.5,2,Main Category,Stability,False,Stable,Summer,Food & Beverage
2005,Lương thực,6,99.5,2,Sub-category,Stability,False,Deflation,Summer,Food & Beverage
2005,Thực phẩm,6,100.9,2,Sub-category,Stability,False,Stable,Summer,Food & Beverage
2005,Đồ uống và thuốc lá,6,99.8,2,Main Category,Stability,False,Deflation,Summer,General/Housing
2005,"May mặc, mũ nón, giày dép",6,100.3,2,Main Category,Stability,False,Stable,Summer,General/Housing
2005,Nhà ở và vật liệu xây dựng,6,100.0,2,Main Category,Stability,False,Stable,Summer,General/Housing
2005,Thiết bị và đồ dùng gia đình,6,100.3,2,Main Category,Stability,False,Stable,Summer,General/Housing
2005,Thuốc và dịch vụ y tế,6,100.5,2,Main Category,Stability,False,Stable,Summer,Healthcare
2005,"Phương tiện đi lại, bưu điện",6,100.1,2,Sub-category,Stability,False,Stable,Summer,Transport
2005,Giáo dục,6,100.7,2,Main Category,Stability,False,Stable,Summer,Education
2005,"Văn hóa, giải trí và du lịch",6,100.5,2,Main Category,Stability,False,Stable,Summer,General/Housing
2005,Hàng hoá và dịch vụ khác,6,100.3,2,Main Category,Stability,False,Stable,Summer,General/Housing
2005,Chỉ số giá vàng,6,98.5,2,Main Category,Stability,False,Deflation,Summer,Financial/Other
2005,Chỉ số đô la Mỹ,6,100.0,2,Main Category,Stability,False,Stable,Summer,Financial/Other
2004,Chỉ số giá tiêu dùng,6,100.8,2,Total CPI,Stability,False,Stable,Summer,General/Housing
2004,Hàng ăn và dịch vụ ăn uống,6,101.5,2,Main Category,Stability,False,High Inflation,Summer,Food & Beverage
2004,Lương thực,6,100.5,2,Sub-category,Stability,False,Stable,Summer,Food & Beverage
2004,Thực phẩm,6,101.8,2,Sub-category,Stability,False,High Inflation,Summer,Food & Beverage
2004,Đồ uống và thuốc lá,6,100.0,2,Main Category,Stability,False,Stable,Summer,General/Housing
2004,"May mặc, mũ nón, giày dép",6,100.1,2,Main Category,Stability,False,Stable,Summer,General/Housing
2004,Nhà ở và vật liệu xây dựng,6,99.8,2,Main Category,Stability,False,Deflation,Summer,General/Housing
2004,Thiết bị và đồ dùng gia đình,6,100.1,2,Main Category,Stability,False,Stable,Summer,General/Housing
2004,Thuốc và dịch vụ y tế,6,99.9,2,Main Category,Stability,False,Deflation,Summer,Healthcare
2004,"Phương tiện đi lại, bưu điện",6,100.0,2,Sub-category,Stability,False,Stable,Summer,Transport
2004,Giáo dục,6,99.9,2,Main Category,Stability,False,Deflation,Summer,Education
2004,"Văn hóa, giải trí và du lịch",6,99.6,2,Main Category,Stability,False,Deflation,Summer,General/Housing
2004,Hàng hoá và dịch vụ khác,6,100.0,2,Main Category,Stability,False,Stable,Summer,General/Housing
2004,Chỉ số giá vàng,6,98.6,2,Main Category,Stability,False,Deflation,Summer,Financial/Other
2004,Chỉ số đô la Mỹ,6,100.0,2,Main Category,Stability,False,Stable,Summer,Financial/Other
2003,Chỉ số giá tiêu dùng,6,99.7,2,Total CPI,Stability,False,Deflation,Summer,General/Housing
2003,Hàng ăn và dịch vụ ăn uống,6,99.5,2,Main Category,Stability,False,Deflation,Summer,Food & Beverage
2003,Lương thực,6,98.4,2,Sub-category,Stability,False,Deflation,Summer,Food & Beverage
2003,Thực phẩm,6,99.9,2,Sub-category,Stability,False,Deflation,Summer,Food & Beverage
2003,Đồ uống và thuốc lá,6,100.0,2,Main Category,Stability,False,Stable,Summer,General/Housing
2003,"May mặc, mũ nón, giày dép",6,100.0,2,Main Category,Stability,False,Stable,Summer,General/Housing
2003,Nhà ở và vật liệu xây dựng,6,99.6,2,Main Category,Stability,False,Deflation,Summer,General/Housing
2003,Thiết bị và đồ dùng gia đình,6,100.1,2,Main Category,Stability,False,Stable,Summer,General/Housing
2003,Thuốc và dịch vụ y tế,6,99.8,2,Main Category,Stability,False,Deflation,Summer,Healthcare
2003,"Phương tiện đi lại, bưu điện",6,99.9,2,Sub-category,Stability,False,Deflation,Summer,Transport
2003,Giáo dục,6,100.5,2,Main Category,Stability,False,Stable,Summer,Education
2003,"Văn hóa, giải trí và du lịch",6,99.8,2,Main Category,Stability,False,Deflation,Summer,General/Housing
2003,Hàng hoá và dịch vụ khác,6,100.1,2,Main Category,Stability,False,Stable,Summer,General/Housing
2003,Chỉ số giá vàng,6,103.8,2,Main Category,Stability,False,High Inflation,Summer,Financial/Other
2003,Chỉ số đô la Mỹ,6,100.1,2,Main Category,Stability,False,Stable,Summer,Financial/Other
2002,Chỉ số giá tiêu dùng,6,100.1,2,Total CPI,Stability,False,Stable,Summer,General/Housing
2002,Hàng ăn và dịch vụ ăn uống,6,100.2,2,Main Category,Stability,False,Stable,Summer,Food & Beverage
2002,Lương thực,6,97.5,2,Sub-category,Stability,False,Deflation,Summer,Food & Beverage
2002,Thực phẩm,6,101.4,2,Sub-category,Stability,False,High Inflation,Summer,Food & Beverage
2002,Đồ uống và thuốc lá,6,100.1,2,Main Category,Stability,False,Stable,Summer,General/Housing
2002,"May mặc, mũ nón, giày dép",6,100.0,2,Main Category,Stability,False,Stable,Summer,General/Housing
2002,Nhà ở và vật liệu xây dựng,6,100.5,2,Main Category,Stability,False,Stable,Summer,General/Housing
2002,Thiết bị và đồ dùng gia đình,6,100.0,2,Main Category,Stability,False,Stable,Summer,General/Housing
2002,Thuốc và dịch vụ y tế,6,100.0,2,Main Category,Stability,False,Stable,Summer,Healthcare
2002,"Phương tiện đi lại, bưu điện",6,100.0,2,Sub-category,Stability,False,Stable,Summer,Transport
2002,Giáo dục,6,100.3,2,Main Category,Stability,False,Stable,Summer,Education
2002,"Văn hóa, giải trí và du lịch",6,100.0,2,Main Category,Stability,False,Stable,Summer,General/Housing
2002,Hàng hoá và dịch vụ khác,6,100.0,2,Main Category,Stability,False,Stable,Summer,General/Housing
2002,Chỉ số giá vàng,6,103.9,2,Main Category,Stability,False,High Inflation,Summer,Financial/Other
2002,Chỉ số đô la Mỹ,6,100.3,2,Main Category,Stability,False,Stable,Summer,Financial/Other
2024,Chỉ số giá tiêu dùng,7,100.48,3,Total CPI,Recovery,False,Stable,Summer,General/Housing
2024,Hàng ăn và dịch vụ ăn uống,7,100.26,3,Main Category,Recovery,False,Stable,Summer,Food & Beverage
2024,Lương thực,7,99.97,3,Sub-category,Recovery,False,Deflation,Summer,Food & Beverage
2024,Thực phẩm,7,100.31,3,Sub-category,Recovery,False,Stable,Summer,Food & Beverage
2024,Ăn uống ngoài gia đình,7,100.25,3,Sub-category,Recovery,False,Stable,Summer,General/Housing
2024,Đồ uống và thuốc lá,7,100.11,3,Main Category,Recovery,False,Stable,Summer,General/Housing
2024,"May mặc, mũ nón, giày dép",7,100.03,3,Main Category,Recovery,False,Stable,Summer,General/Housing
2024,Nhà ở và vật liệu xây dựng,7,100.5,3,Main Category,Recovery,False,Stable,Summer,General/Housing
2024,Thiết bị và đồ dùng gia đình,7,100.07,3,Main Category,Recovery,False,Stable,Summer,General/Housing
2024,Thuốc và dịch vụ y tế,7,100.13,3,Main Category,Recovery,False,Stable,Summer,Healthcare
