Năm,Tháng,Ngày,[gold] Giá mở phiên,[gold] Giá cao nhất trong phiên,[gold] Giá thấp nhất trong phiên,[gold] Giá kết phiên,[gold] Volume,[VNI] Giá mở phiên trước,[VNI] Giá mở phiên,[VNI] Giá cao nhất trong phiên,[VNI] Giá thấp nhất trong phiên,[VNI] Volume,[VNI] % Thay đổi,[USD] Giá mở phiên trước,[USD] Giá mở phiên,[USD] Giá cao nhất trong phiên,[USD] Giá thấp nhất trong phiên,[USD] Volume,[USD] % Thay đổi,"Dầu DO 0,001S-V","Dầu DO 0,005S-IV","Dầu DO 0,05S-II",Dầu FO 3%S,"Dầu FO 3,5%S",Dầu KO,Xăng E10 RON 95-III,Xăng E5 RON 92-II,Xăng RON 95-III,Xăng RON 95-IV
2024,01,05,2043.81,2064.07,2024.34,2045.3,479354.0,"1,154.68","1,150.72","1,155.84","1,149.08",803.27K,0.34%,"24,370.0","24,370.0","24,380.0","24,337.0",,0.04%,,,,,,,,,,
2024,01,04,2041.88,2051.04,2036.1,2043.28,324187.0,"1,150.72","1,145.49","1,160.08","1,144.32",1.18M,0.57%,"24,360.0","24,365.0","24,400.0","24,357.5",,-0.04%,,,19360.0,,,19950.0,,21000.0,21910.0,
2024,01,03,2059.16,2066.05,2030.49,2041.27,441916.0,"1,144.17","1,131.72","1,144.17","1,128.32",719.93K,1.10%,"24,370.0","24,345.0","24,387.5","24,310.0",,0.18%,,,,,,,,,,
2024,01,02,2062.91,2078.99,2055.82,2058.91,376799.0,"1,131.72","1,129.93","1,139.71","1,128.69",842.26K,0.16%,"24,325.0","24,265.0","24,337.5","24,250.0",,0.27%,,,,,,,,,,
2024,01,01,,,,,,,,,,,,"24,260.0","24,260.0","24,260.0","24,260.0",,0.00%,,,,,,,,,,
2023,12,29,2066.27,2074.87,2058.07,2062.67,295714.0,"1,129.93","1,128.93","1,135.05","1,128.93",710.85K,0.09%,"24,260.0","24,270.0","24,300.0","24,240.0",,0.10%,,,,,,,,,,
2023,12,28,2077.46,2088.51,2064.37,2065.25,328829.0,"1,128.93","1,121.99","1,130.58","1,120.50",716.93K,0.62%,"24,235.0","24,300.0","24,355.0","24,250.0",,-0.45%,,,19780.0,,,20450.0,,21180.0,22140.0,
2023,12,27,2068.19,2084.51,2061.32,2077.49,285928.0,"1,121.99","1,122.25","1,126.47","1,121.99",776.80K,-0.02%,"24,345.0","24,375.0","24,391.0","24,315.0",,0.08%,,,,,,,,,,
2023,12,26,2053.23,2069.05,2052.97,2067.44,202590.0,"1,122.25","1,117.66","1,123.11","1,117.66",644.74K,0.41%,"24,325.0","24,250.0","24,335.0","24,210.0",,0.39%,,,,,,,,,,
2023,12,25,,,,,,"1,117.66","1,103.06","1,118.31","1,103.06",658.54K,1.32%,"24,230.0","24,220.0","24,265.0","24,180.0",,-0.02%,,,,,,,,,,
2023,12,22,2045.87,2070.7,2045.87,2052.75,383955.0,"1,103.06","1,102.43","1,104.65","1,099.32",558.03K,0.06%,"24,235.0","24,300.0","24,317.5","24,235.0",,-0.35%,,,,,,,,,,
2023,12,21,2032.05,2046.12,2031.39,2045.78,332142.0,"1,102.43","1,100.76","1,102.43","1,094.47",521.00K,0.15%,"24,320.0","24,342.5","24,357.5","24,320.0",,-0.06%,,,19520.0,,,20490.0,,21190.0,22140.0,
2023,12,20,2040.05,2043.56,2027.27,2031.31,311016.0,"1,100.76","1,096.30","1,102.27","1,093.38",598.21K,0.41%,"24,335.0","24,330.0","24,349.0","24,275.0",,-0.06%,,,,,,,,,,
2023,12,19,2027.32,2047.03,2021.62,2040.13,308394.0,"1,096.30","1,091.88","1,096.30","1,082.29",649.91K,0.40%,"24,350.0","24,360.0","24,378.0","24,340.0",,0.00%,,,,,,,,,,
2023,12,18,2019.56,2033.77,2015.86,2027.21,280002.0,"1,091.88","1,102.30","1,103.74","1,091.45",713.16K,-0.95%,"24,350.0","24,265.0","24,375.0","24,230.0",,0.37%,,,,,,,,,,
2023,12,15,2036.28,2044.95,2015.48,2019.02,340007.0,"1,102.30","1,110.13","1,112.79","1,102.30",749.83K,-0.71%,"24,260.0","24,245.0","24,275.0","24,220.0",,0.06%,,,,,,,,,,
2023,12,14,2025.48,2047.9,2024.35,2036.2,75085.0,"1,110.13","1,114.20","1,120.36","1,107.86",681.02K,-0.37%,"24,245.0","24,227.5","24,265.0","24,200.0",,-0.14%,,,19010.0,,,19960.0,,20510.0,21400.0,
2023,12,13,1980.1,2027.79,1973.0,2027.23,56900.0,"1,114.20","1,127.63","1,131.21","1,112.08",844.04K,-1.19%,"24,279.0","24,262.5","24,283.0","24,257.5",,0.08%,,,,,,,,,,
2023,12,12,1982.0,1996.68,1977.21,1979.3,50962.0,"1,127.63","1,125.50","1,129.77","1,123.35",645.62K,0.19%,"24,260.0","24,270.0","24,280.0","24,263.5",,0.04%,,,,,,,,,,
2023,12,11,2005.36,2007.71,1975.78,1981.69,60603.0,"1,125.50","1,124.44","1,129.15","1,120.32",700.59K,0.09%,"24,250.0","24,210.0","24,277.5","24,180.0",,0.12%,,,,,,,,,,
2023,12,08,2028.51,2033.98,1994.58,2004.04,68116.0,"1,124.44","1,121.49","1,127.46","1,119.43",819.10K,0.26%,"24,220.0","24,260.0","24,267.5","24,230.0",,-0.23%,,,,,,,,,,
2023,12,07,2026.3,2039.94,2020.18,2028.54,64039.0,"1,121.49","1,126.43","1,129.83","1,109.51",1.33M,-0.44%,"24,275.0","24,280.0","24,290.0","24,267.5",,0.00%,,,19720.0,,,20920.0,,21290.0,22320.0,
2023,12,06,2019.91,2035.86,2017.21,2025.26,64498.0,"1,126.43","1,115.97","1,126.43","1,115.97",853.96K,0.94%,"24,274.0","24,280.0","24,305.0","24,263.0",,0.03%,,,,,,,,,,
2023,12,05,2030.21,2041.17,2009.8,2019.36,74914.0,"1,115.97","1,120.49","1,124.11","1,113.55",824.66K,-0.40%,"24,266.0","24,255.0","24,283.5","24,237.5",,0.07%,,,,,,,,,,
2023,12,04,2072.6,2144.77,2020.13,2028.89,85241.0,"1,120.49","1,102.16","1,123.96","1,102.16",1.12M,1.66%,"24,250.0","24,280.0","24,295.0","24,225.0",,-0.16%,,,,,,,,,,
2023,12,01,2036.83,2075.36,2033.91,2071.63,65040.0,"1,102.16","1,094.13","1,102.20","1,090.08",603.59K,0.73%,"24,290.0","24,300.0","24,315.0","24,260.0",,0.16%,,,,,,,,,,
2023,11,30,2044.56,2047.25,2031.01,2036.09,85621.0,"1,094.13","1,101.75","1,107.45","1,094.13",723.48K,-0.79%,"24,250.0","24,260.0","24,277.5","24,200.0",,-0.04%,,,20190.0,,,21110.0,,21790.0,22990.0,
2023,11,29,2041.36,2051.99,2035.42,2044.12,91534.0,"1,102.80","1,095.43","1,105.28","1,095.43",614.96K,0.67%,"24,260.0","24,190.0","24,270.0","24,182.0",,0.12%,,,,,,,,,,
2023,11,28,2013.84,2042.98,2011.49,2041.07,76325.0,"1,095.43","1,088.06","1,095.43","1,076.45",681.89K,0.68%,"24,230.0","24,257.5","24,260.0","24,228.5",,0.00%,,,,,,,,,,
2023,11,27,2002.12,2018.12,2000.38,2014.18,79287.0,"1,088.06","1,095.61","1,096.84","1,085.69",595.02K,-0.69%,"24,230.0","24,230.0","24,270.0","24,221.5",,-0.12%,,,,,,,,,,
2023,11,24,1992.95,2003.58,1991.45,2002.33,54053.0,"1,095.61","1,088.49","1,095.61","1,073.31",958.34K,0.65%,"24,260.0","24,260.0","24,282.0","24,210.0",,0.08%,,,,,,,,,,
2023,11,23,1989.2,1998.52,1989.18,1992.78,39966.0,"1,088.49","1,113.82","1,118.54","1,088.49",1.03M,-2.27%,"24,240.0","24,210.0","24,247.5","24,165.0",,0.14%,,,20280.0,,,20940.0,,21690.0,23020.0,
2023,11,22,1998.61,2006.43,1986.86,1989.81,144702.0,"1,113.82","1,110.46","1,115.47","1,103.26",946.28K,0.30%,"24,205.0","24,145.0","24,217.5","24,142.5",,0.31%,,,,,,,,,,
2023,11,21,1977.92,2007.53,1977.8,1998.26,164705.0,"1,110.46","1,103.66","1,112.77","1,103.66",712.61K,0.62%,"24,130.0","24,110.0","24,172.5","24,097.0",,-0.17%,,,,,,,,,,
2023,11,20,1978.11,1985.15,1965.4,1977.65,148166.0,"1,103.66","1,101.19","1,111.26","1,085.32",841.47K,0.22%,"24,170.0","24,215.0","24,235.0","24,158.0",,-0.33%,,,,,,,,,,
2023,11,17,1980.89,1993.36,1978.53,1980.56,132680.0,"1,101.19","1,125.53","1,129.84","1,096.16",1.26M,-2.16%,"24,250.0","24,300.0","24,305.0","24,225.0",,-0.16%,,,,,,,,,,
2023,11,16,1960.04,1987.91,1956.41,1981.1,132847.0,"1,125.53","1,122.50","1,125.53","1,114.97",687.40K,0.27%,"24,288.0","24,288.0","24,312.5","24,274.5",,-0.01%,,,,,,,,,,
2023,11,15,1962.79,1975.34,1955.37,1959.19,142869.0,"1,122.50","1,109.73","1,132.75","1,109.73",937.96K,1.15%,"24,290.0","24,378.0","24,381.0","24,269.0",,-0.27%,,,,,,,,,,
2023,11,14,1946.1,1970.87,1943.76,1963.16,138881.0,"1,109.73","1,100.07","1,115.60","1,100.07",822.20K,0.88%,"24,355.0","24,383.0","24,389.0","24,352.5",,-0.11%,,,,,,,,,,
2023,11,13,1938.42,1949.22,1931.6,1946.1,127010.0,"1,100.07","1,103.66","1,107.91","1,093.19",789.44K,-0.15%,"24,383.0","24,320.0","24,395.5","24,320.0",,0.28%,,,20880.0,,,21510.0,,22270.0,23530.0,
2023,11,10,1958.42,1960.81,1933.06,1938.62,159481.0,"1,101.68","1,113.89","1,116.02","1,101.23",1.03M,-1.10%,"24,315.0","24,380.0","24,380.0","24,305.0",,-0.10%,,,,,,,,,,
2023,11,09,1949.95,1965.64,1944.51,1958.41,174088.0,"1,113.89","1,113.43","1,124.78","1,112.13",1.05M,0.04%,"24,340.0","24,375.0","24,395.0","24,330.0",,-0.12%,,,,,,,,,,
2023,11,08,1968.67,1971.04,1947.44,1950.2,153457.0,"1,113.43","1,080.29","1,113.43","1,075.80",952.58K,3.07%,"24,370.0","24,345.0","24,385.0","24,290.0",,0.25%,,,,,,,,,,
2023,11,07,1977.93,1978.34,1956.71,1969.03,160213.0,"1,080.29","1,089.66","1,089.89","1,079.42",634.51K,-0.86%,"24,310.0","24,360.0","24,377.5","24,262.5",,-0.10%,,,,,,,,,,
2023,11,06,1992.43,1993.16,1977.42,1977.82,141325.0,"1,089.66","1,076.78","1,089.66","1,076.78",692.79K,1.20%,"24,335.0","24,565.0","24,565.0","24,315.0",,-0.75%,,,,,,,,,,
2023,11,03,1985.89,2004.11,1983.17,1992.52,188442.0,"1,076.78","1,075.47","1,082.23","1,071.11",756.48K,0.12%,"24,520.0","24,575.0","24,580.0","24,535.0",,-0.20%,,,,,,,,,,
2023,11,02,1983.42,1991.08,1978.84,1985.77,153635.0,"1,075.47","1,039.66","1,075.47","1,039.66",772.12K,3.44%,"24,570.0","24,565.0","24,585.0","24,558.0",,-0.06%,,,,,,,,,,
2023,11,01,1983.46,1992.03,1969.88,1982.67,184940.0,"1,039.66","1,028.19","1,039.66","1,020.01",679.89K,1.12%,"24,585.0","24,575.0","24,593.0","24,560.0",,0.10%,,,21940.0,,,22300.0,,22610.0,23920.0,
2023,10,31,1995.67,2007.93,1978.88,1983.97,176258.0,"1,028.19","1,042.40","1,046.17","1,025.03",755.54K,-1.36%,"24,560.0","24,555.0","24,573.5","24,551.5",,0.01%,,,,,,,,,,
2023,10,30,2004.9,2006.74,1990.96,1996.15,161808.0,"1,042.40","1,054.03","1,060.39","1,042.40",533.36K,-1.72%,"24,558.0","24,570.0","24,590.0","24,555.0",,-0.05%,,,,,,,,,,
2023,10,27,1984.49,2009.47,1976.78,2005.91,179975.0,"1,060.62","1,055.45","1,061.87","1,037.46",692.23K,0.49%,"24,570.0","24,606.0","24,612.0","24,555.0",,-0.08%,,,,,,,,,,
2023,10,26,1980.76,1993.44,1971.63,1984.73,190268.0,"1,055.45","1,101.66","1,101.66","1,049.71",1.18M,-4.19%,"24,590.0","24,590.0","24,620.0","24,570.0",,0.12%,,,,,,,,,,
2023,10,25,1970.88,1987.28,1962.96,1979.45,162589.0,"1,101.66","1,105.90","1,111.39","1,100.64",539.26K,-0.38%,"24,560.0","24,565.0","24,585.0","24,550.0",,0.04%,,,,,,,,,,
2023,10,24,1973.1,1980.87,1953.49,1971.03,169310.0,"1,105.90","1,093.53","1,107.30","1,088.17",509.04K,1.13%,"24,550.0","24,560.0","24,597.5","24,525.0",,-0.16%,,,,,,,,,,
2023,10,23,1968.07,1982.81,1964.38,1972.74,173905.0,"1,093.53","1,108.03","1,108.03","1,086.54",563.10K,-1.31%,"24,590.0","24,535.0","24,617.5","24,485.0",,0.29%,,,,,,,,,,
2023,10,20,1973.4,1997.21,1972.04,1980.9,198269.0,"1,108.03","1,087.85","1,108.16","1,073.73",658.19K,1.86%,"24,520.0","24,565.0","24,582.5","24,480.0",,-0.12%,,,,,,,,,,
2023,10,19,1947.76,1977.73,1945.25,1974.28,207173.0,"1,087.85","1,103.40","1,104.03","1,087.85",649.23K,-1.41%,"24,550.0","24,585.0","24,597.5","24,490.0",,-0.02%,,,,,,,,,,
2023,10,18,1923.91,1962.67,1923.28,1947.62,189497.0,"1,103.40","1,121.65","1,125.27","1,088.87",1.04M,-1.63%,"24,555.0","24,487.5","24,577.5","24,479.5",,0.27%,,,,,,,,,,
2023,10,17,1919.98,1931.57,1912.41,1923.05,161186.0,"1,121.65","1,145.34","1,147.89","1,121.65",610.50K,-1.73%,"24,490.0","24,455.0","24,503.0","24,454.0",,0.12%,,,,,,,,,,
2023,10,16,1925.94,1927.68,1908.2,1920.06,158254.0,"1,141.42","1,154.73","1,157.46","1,140.64",676.19K,-1.15%,"24,460.0","24,452.5","24,481.5","24,445.0",,0.08%,,,,,,,,,,
2023,10,13,1869.07,1932.41,1868.94,1932.41,213189.0,"1,154.73","1,151.61","1,155.10","1,138.99",621.42K,0.27%,"24,440.0","24,485.0","24,485.0","24,435.0",,0.02%,,,,,,,,,,
2023,10,12,1874.63,1885.12,1867.91,1868.73,190851.0,"1,151.61","1,150.81","1,156.73","1,148.11",647.18K,0.07%,"24,435.0","24,440.0","24,460.0","24,425.0",,-0.02%,,,,,,,,,,
2023,10,11,1859.96,1877.2,1858.61,1874.27,193115.0,"1,150.81","1,143.69","1,150.81","1,138.22",543.05K,0.62%,"24,440.0","24,402.0","24,455.0","24,380.0",,0.21%,,,22410.0,,,22460.0,,21900.0,23040.0,
2023,10,10,1861.18,1865.37,1853.0,1860.42,204264.0,"1,143.69","1,137.36","1,150.34","1,137.36",671.76K,0.56%,"24,390.0","24,392.5","24,425.0","24,372.0",,0.08%,,,,,,,,,,
2023,10,09,1847.52,1863.49,1844.23,1861.35,155242.0,"1,137.36","1,128.54","1,137.36","1,127.03",602.62K,0.78%,"24,370.0","24,367.5","24,402.5","24,352.5",,0.04%,,,,,,,,,,
2023,10,06,1820.41,1834.9,1810.47,1831.84,200926.0,"1,128.54","1,113.89","1,129.13","1,107.40",621.62K,1.32%,"24,360.0","24,375.0","24,426.5","24,363.5",,-0.08%,,,,,,,,,,
2023,10,05,1821.26,1829.2,1813.01,1820.24,163563.0,"1,113.89","1,128.67","1,133.12","1,113.89",609.01K,-1.31%,"24,380.0","24,410.0","24,428.0","24,380.0",,-0.16%,,,,,,,,,,
2023,10,04,1823.35,1830.79,1816.58,1821.1,181931.0,"1,128.67","1,118.10","1,133.79","1,106.40",682.49K,0.95%,"24,420.0","24,395.0","24,440.0","24,379.0",,0.14%,,,,,,,,,,
2023,10,03,1828.97,1833.38,1815.25,1822.94,192166.0,"1,118.10","1,155.25","1,155.25","1,117.28",991.88K,-3.22%,"24,385.0","24,375.0","24,414.0","24,375.0",,0.18%,,,,,,,,,,
2023,10,02,1846.45,1848.93,1827.14,1827.77,154232.0,"1,155.25","1,154.15","1,161.48","1,149.63",518.24K,0.10%,"24,340.0","24,305.0","24,387.5","24,297.5",,0.25%,,,23590.0,,,23810.0,,23500.0,24840.0,
2023,09,29,1865.15,1879.88,1846.33,1848.74,147432.0,"1,154.15","1,152.43","1,163.88","1,152.43",574.81K,0.15%,"24,280.0","24,415.0","24,420.0","24,265.0",,-0.43%,,,,,,,,,,
2023,09,28,1876.14,1879.58,1857.66,1864.8,147185.0,"1,152.43","1,153.85","1,155.39","1,136.99",691.11K,-0.12%,"24,385.0","24,435.0","24,445.0","24,390.0",,0.00%,,,,,,,,,,
2023,09,27,1900.58,1903.92,1872.55,1874.99,115520.0,"1,153.85","1,137.96","1,153.85","1,126.36",860.42K,1.40%,"24,385.0","24,435.0","24,437.5","24,374.5",,0.02%,,,,,,,,,,
2023,09,26,1916.16,1916.81,1899.12,1900.58,98343.0,"1,137.96","1,153.20","1,163.52","1,137.96",1.05M,-1.32%,"24,380.0","24,352.5","24,442.5","24,352.5",,0.00%,,,,,,,,,,
2023,09,25,1925.07,1927.22,1915.11,1915.78,87820.0,"1,153.20","1,193.05","1,195.62","1,153.20",1.09M,-3.34%,"24,380.0","24,340.0","24,397.5","24,325.0",,0.08%,,,,,,,,,,
2023,09,22,1919.87,1929.12,1919.58,1925.25,96528.0,"1,193.05","1,212.74","1,212.74","1,174.57",1.39M,-1.62%,"24,360.0","24,320.0","24,375.0","24,285.0",,0.21%,,,,,,,,,,
2023,09,21,1930.34,1931.6,1913.9,1919.94,143289.0,"1,212.74","1,226.11","1,227.88","1,211.65",963.68K,-1.09%,"24,310.0","24,295.0","24,335.0","24,255.0",,0.16%,,,23590.0,,,23810.0,,24190.0,25740.0,
2023,09,20,1931.67,1947.42,1927.95,1930.36,136227.0,"1,226.11","1,211.50","1,226.11","1,209.46",878.03K,1.21%,"24,270.0","24,372.5","24,380.0","24,285.0",,-0.41%,,,,,,,,,,
2023,09,19,1933.54,1937.41,1929.75,1931.34,87297.0,"1,211.50","1,211.81","1,219.57","1,199.85",1.00M,-0.03%,"24,370.0","24,385.0","24,416.5","24,382.5",,0.00%,,,,,,,,,,
2023,09,18,1923.42,1934.23,1922.52,1933.61,98507.0,"1,211.81","1,227.36","1,227.36","1,203.88",845.00K,-1.27%,"24,370.0","24,275.0","24,385.0","24,255.0",,0.49%,,,,,,,,,,
2023,09,15,1910.89,1930.43,1909.71,1923.68,122561.0,"1,227.36","1,223.81","1,233.87","1,220.27",917.36K,0.29%,"24,250.0","24,255.0","24,270.0","24,230.5",,0.12%,,,,,,,,,,
2023,09,14,1908.72,1912.91,1901.02,1910.51,148428.0,"1,223.81","1,238.39","1,244.21","1,223.03",1.23M,-1.18%,"24,220.0","24,165.0","24,240.0","24,160.0",,0.27%,,,,,,,,,,
2023,09,13,1913.23,1915.77,1905.51,1908.15,127183.0,"1,238.39","1,245.44","1,250.61","1,232.84",1.26M,-0.57%,"24,155.0","24,100.0","24,176.5","24,095.0",,0.23%,,,,,,,,,,
2023,09,12,1922.77,1924.48,1907.59,1913.34,103458.0,"1,245.44","1,223.63","1,245.44","1,220.85",967.87K,1.78%,"24,100.0","24,085.0","24,115.0","24,079.0",,0.10%,,,,,,,,,,
2023,09,11,1920.36,1930.77,1916.47,1922.33,101764.0,"1,223.63","1,241.48","1,251.37","1,223.33",1.39M,-1.44%,"24,075.0","24,070.0","24,085.0","24,045.0",,0.08%,,,23050.0,,,23180.0,,23470.0,24870.0,
2023,09,08,1919.61,1929.7,1917.35,1919.13,98258.0,"1,241.48","1,243.14","1,248.10","1,240.15",1.10M,-0.13%,"24,055.0","24,055.0","24,125.0","24,055.0",,-0.02%,,,,,,,,,,
2023,09,07,1917.07,1923.58,1916.25,1919.62,98719.0,"1,243.14","1,245.50","1,255.11","1,240.82",1.13M,-0.19%,"24,060.0","24,060.0","24,096.5","24,040.0",,0.02%,,,,,,,,,,
2023,09,06,1926.11,1929.19,1915.31,1916.42,117181.0,"1,245.50","1,234.98","1,245.50","1,229.89",1.13M,0.85%,"24,055.0","24,085.0","24,105.0","23,995.0",,0.02%,,,,,,,,,,
2023,09,05,1938.41,1938.99,1925.36,1925.97,112965.0,"1,234.98","1,224.05","1,236.21","1,224.05",1.09M,0.89%,"24,050.0","24,120.0","24,120.0","24,057.5",,-0.04%,,,22640.0,,,22810.0,,23470.0,24870.0,
2023,09,04,1940.41,1946.28,1936.79,1938.47,44777.0,,,,,,,"24,060.0","24,060.0","24,060.0","24,060.0",,0.00%,,,,,,,,,,
2023,09,01,1940.01,1953.02,1934.4,1939.85,138713.0,,,,,,,"24,060.0","24,060.0","24,060.0","24,060.0",,0.00%,,,,,,,,,,
2023,08,31,1942.6,1947.91,1939.01,1940.06,92454.0,"1,224.05","1,213.16","1,224.84","1,213.16",945.48K,0.90%,"24,060.0","24,100.0","24,122.5","24,055.0",,-0.21%,,,,,,,,,,
2023,08,30,1937.3,1949.07,1934.95,1942.42,120052.0,"1,213.16","1,206.10","1,213.52","1,203.51",911.99K,0.72%,"24,110.0","24,165.0","24,191.5","24,110.0",,-0.29%,,,,,,,,,,
2023,08,29,1919.96,1938.2,1914.44,1937.32,126706.0,"1,204.43","1,201.72","1,208.78","1,197.57",990.94K,0.23%,"24,180.0","24,175.0","24,200.0","24,150.0",,0.42%,,,,,,,,,,
2023,08,28,1914.86,1926.07,1912.77,1920.06,88149.0,"1,201.72","1,183.37","1,202.02","1,183.37",882.85K,1.55%,"24,080.0","23,995.0","24,095.0","23,970.0",,0.23%,,,,,,,,,,
2023,08,25,1917.05,1922.45,1903.78,1914.21,132875.0,"1,183.37","1,189.39","1,192.59","1,181.60",893.34K,-0.51%,"24,024.0","24,040.0","24,040.0","23,980.0",,0.12%,,,,,,,,,,
2023,08,24,1915.38,1923.4,1911.77,1916.69,123400.0,"1,189.39","1,172.56","1,189.99","1,171.33",851.54K,1.44%,"23,995.0","23,995.0","24,010.5","23,967.5",,0.04%,,,,,,,,,,
2023,08,23,1897.19,1920.38,1897.18,1915.38,130444.0,"1,172.56","1,180.49","1,193.79","1,168.89",747.18K,-0.67%,"23,985.0","24,000.0","24,021.0","23,965.0",,0.27%,,,,,,,,,,
2023,08,22,1894.68,1904.53,1889.11,1897.38,111168.0,"1,180.49","1,179.76","1,184.43","1,149.13",1.06M,0.06%,"23,920.0","23,812.5","23,935.0","23,805.0",,0.48%,,,,,,,,,,
2023,08,21,1889.66,1898.78,1884.81,1894.67,124492.0,"1,179.76","1,177.99","1,188.16","1,164.63",1.08M,0.15%,"23,805.0","23,795.0","23,819.0","23,747.5",,0.00%,,,22350.0,,,22300.0,,23330.0,24600.0,
2023,08,18,1889.45,1896.91,1886.76,1889.37,109839.0,"1,177.99","1,233.48","1,233.48","1,177.74",1.70M,-4.50%,"23,805.0","23,867.5","23,875.0","23,780.0",,-0.19%,,,,,,,,,,
2023,08,17,1892.05,1903.49,1885.04,1889.33,132708.0,"1,233.48","1,242.58","1,243.98","1,233.48",1.11M,-0.79%,"23,850.0","23,965.0","23,975.0","23,865.0",,-0.36%,,,,,,,,,,
2023,08,16,1901.65,1907.22,1891.85,1891.92,115345.0,"1,243.26","1,234.05","1,243.48","1,234.05",930.67K,0.75%,"23,935.0","23,975.0","24,007.5","23,915.0",,-0.13%,,,,,,,,,,
2023,08,15,1907.17,1911.65,1896.35,1901.85,149099.0,"1,234.05","1,236.84","1,239.42","1,230.58",912.03K,-0.23%,"23,965.0","23,855.0","23,980.0","23,830.0",,0.63%,,,,,,,,,,
2023,08,14,1913.35,1916.24,1902.69,1907.42,110592.0,"1,236.84","1,232.21","1,239.61","1,229.04",1.11M,0.38%,"23,815.0","23,770.0","23,825.5","23,727.5",,0.27%,,,,,,,,,,
2023,08,11,1912.57,1920.95,1910.77,1913.62,106435.0,"1,232.21","1,220.61","1,232.21","1,213.37",1.01M,0.95%,"23,750.0","23,750.0","23,760.0","23,687.5",,0.04%,,,22420.0,,,21880.0,,22820.0,23990.0,
2023,08,10,1914.71,1930.14,1912.1,1912.33,138980.0,"1,220.61","1,233.99","1,238.19","1,220.61",1.01M,-1.08%,"23,740.0","23,740.0","23,755.0","23,710.0",,0.02%,,,,,,,,,,
2023,08,09,1925.02,1932.34,1913.98,1914.7,104727.0,"1,233.99","1,242.23","1,242.23","1,231.28",1.09M,-0.66%,"23,735.0","23,735.0","23,750.5","23,681.0",,0.02%,,,,,,,,,,
2023,08,08,1936.21,1938.06,1922.73,1925.22,117058.0,"1,242.23","1,241.42","1,246.22","1,239.01",1.19M,0.07%,"23,730.0","23,745.0","23,746.5","23,693.5",,0.04%,,,,,,,,,,
2023,08,07,1942.75,1946.72,1931.53,1936.52,84513.0,"1,241.42","1,233.10","1,241.42","1,230.38",1.30M,1.26%,"23,720.0","23,710.0","23,750.0","23,676.5",,-0.02%,,,,,,,,,,
2023,08,04,1934.62,1946.95,1925.53,1942.65,131485.0,"1,225.98","1,210.95","1,228.12","1,210.95",1.13M,1.24%,"23,725.0","23,750.0","23,763.5","23,684.5",,-0.11%,,,,,,,,,,
2023,08,03,1935.38,1938.88,1929.51,1933.98,143999.0,"1,210.95","1,219.73","1,222.35","1,209.06",1.03M,-0.78%,"23,750.0","23,770.0","23,775.5","23,745.0",,0.06%,,,,,,,,,,
2023,08,02,1949.98,1954.84,1932.94,1934.87,138045.0,"1,220.43","1,217.56","1,223.04","1,213.18",940.81K,0.24%,"23,735.0","23,692.5","23,751.5","23,670.0",,0.23%,,,,,,,,,,
2023,08,01,1965.68,1965.98,1941.26,1944.19,137730.0,"1,217.56","1,222.90","1,234.50","1,217.56",1.28M,-0.44%,"23,680.0","23,677.5","23,695.0","23,664.5",,0.00%,,,20610.0,,,20270.0,,22790.0,23960.0,
2023,07,31,1959.58,1972.39,1950.87,1965.52,124338.0,"1,222.90","1,207.67","1,224.81","1,207.67",1.20M,1.26%,"23,680.0","23,682.5","23,691.5","23,670.0",,-0.02%,,,,,,,,,,
2023,07,28,1946.81,1963.56,1945.35,1959.15,161272.0,"1,207.67","1,197.33","1,207.67","1,195.86",1.11M,0.86%,"23,685.0","23,661.5","23,698.5","23,661.5",,0.10%,,,,,,,,,,
2023,07,27,1971.43,1982.23,1942.57,1945.52,171566.0,"1,197.33","1,200.84","1,203.69","1,191.08",1.16M,-0.29%,"23,661.0","23,675.0","23,680.0","23,657.0",,-0.02%,,,,,,,,,,
2023,07,26,1964.93,1978.32,1962.0,1972.27,151452.0,"1,200.84","1,195.90","1,200.84","1,195.44",912.30K,0.41%,"23,665.0","23,667.5","23,682.5","23,661.5",,0.04%,,,,,,,,,,
2023,07,25,1955.2,1965.69,1951.74,1964.85,115002.0,"1,195.90","1,190.72","1,199.27","1,190.72",1.00M,0.44%,"23,655.0","23,677.5","23,723.5","23,654.5",,-0.04%,,,,,,,,,,
2023,07,24,1962.41,1967.88,1953.47,1954.87,128955.0,"1,190.72","1,185.90","1,193.22","1,183.39",1.04M,0.41%,"23,665.0","23,665.0","23,676.5","23,645.5",,0.04%,,,,,,,,,,
2023,07,21,1970.2,1973.8,1956.81,1961.84,131317.0,"1,185.90","1,172.81","1,185.90","1,172.07",988.09K,1.12%,"23,656.0","23,665.0","23,670.0","23,636.5",,0.04%,,,19500.0,,,19180.0,,21630.0,22790.0,
2023,07,20,1977.33,1987.43,1965.36,1969.5,150787.0,"1,172.81","1,172.98","1,174.39","1,166.62",796.61K,-0.01%,"23,647.0","23,697.5","23,697.5","23,635.5",,0.07%,,,,,,,,,,
2023,07,19,1978.93,1980.93,1969.69,1976.97,139338.0,"1,172.98","1,174.09","1,178.55","1,172.98",896.65K,-0.09%,"23,630.0","23,642.5","23,654.5","23,630.0",,-0.02%,,,,,,,,,,
